,N,sig2e,sig2b,q,deep,experiment,exp_type,mse,sig2e_est,sig2b_est,n_epochs,time
330,100000,1,10,10000,TRUE,2,lmm,1.430370448,1.32123673,9.884661674,324,6030.467669
331,100000,1,10,10000,TRUE,2,ignore,11.42759137,,,21,149.3449519
332,100000,1,10,10000,TRUE,2,embed,2.231340535,,,17,171.269655
333,100000,1,10,10000,TRUE,3,ohe,2.245867204,,,14,294.7602336
334,100000,1,10,10000,TRUE,3,lmm,1.480920905,1.318811536,9.612388611,366,6844.592835
335,100000,1,10,10000,TRUE,3,ignore,11.2415672,,,43,303.4434092
336,100000,1,10,10000,TRUE,3,embed,1.993326861,,,16,161.3103175
337,100000,1,10,10000,TRUE,4,ohe,2.438803851,,,24,443.0400159
338,100000,1,10,10000,TRUE,4,lmm,1.46213709,1.290960789,9.643079758,359,6685.586235
339,100000,1,10,10000,TRUE,4,ignore,11.186418,,,34,240.0729263
340,100000,1,10,10000,TRUE,4,embed,2.185813291,,,17,170.9873915
341,100000,1,10,10000,TRUE,5,ohe,2.301517515,,,16,302.2752795
342,100000,1,10,10000,TRUE,5,lmm,1.526761225,1.329794049,9.513225555,322,6012.57074
343,100000,1,10,10000,TRUE,5,ignore,11.15252851,,,23,163.6769927
344,100000,1,10,10000,TRUE,5,embed,2.280971664,,,16,170.3364487
345,100000,1,10,10000,TRUE,6,ohe,2.339188578,,,17,297.7871742
346,100000,1,10,10000,TRUE,6,lmm,1.468200511,1.363652229,9.625096321,310,5777.485495
347,100000,1,10,10000,TRUE,6,ignore,11.252222,,,34,239.8792055
348,100000,1,10,10000,TRUE,6,embed,2.255497828,,,21,226.762254
349,100000,1,10,10000,TRUE,7,ohe,2.285409412,,,15,245.4794602
350,100000,1,10,10000,TRUE,7,lmm,1.468640385,1.410782576,9.420259476,293,5469.353771
351,100000,1,10,10000,TRUE,7,ignore,11.32719459,,,24,169.217454
352,100000,1,10,10000,TRUE,7,embed,2.156498847,,,20,207.9964166
353,100000,1,10,10000,TRUE,8,ohe,2.417660155,,,14,222.0286467
354,100000,1,10,10000,TRUE,8,lmm,1.479129545,1.336997628,9.797309875,346,6498.933127
355,100000,1,10,10000,TRUE,8,ignore,11.275066,,,20,140.6604447
356,100000,1,10,10000,TRUE,8,embed,2.068568451,,,17,169.9310763
357,100000,1,10,10000,TRUE,9,ohe,2.269521727,,,16,251.8455057
358,100000,1,10,10000,TRUE,9,lmm,1.458777628,1.319651604,9.95249176,327,6138.377179
359,100000,1,10,10000,TRUE,9,ignore,11.25362522,,,38,246.7548881
360,100000,1,10,10000,TRUE,9,embed,2.159831336,,,21,208.2521369
361,100000,1,0.1,100,FALSE,1,lme4,2.985145648,2.90960509,0.091771778,,
362,100000,1,0.1,100,FALSE,2,lme4,2.864819376,2.898003144,0.112003527,,
363,100000,1,0.1,100,FALSE,3,lme4,2.865031102,2.914873648,0.082714054,,
364,100000,1,0.1,100,FALSE,4,lme4,2.98981435,2.950858274,0.107519109,,
365,100000,1,0.1,100,FALSE,5,lme4,2.929324058,2.932889421,0.088907629,,
366,100000,1,0.1,100,FALSE,6,lme4,2.916440866,2.93780631,0.099054135,,
367,100000,1,0.1,100,FALSE,7,lme4,2.856693214,2.912513452,0.081420349,,
368,100000,1,0.1,100,FALSE,8,lme4,2.87606356,2.907604598,0.096530271,,
369,100000,1,0.1,100,FALSE,9,lme4,2.916718564,2.889224562,0.099838264,,
370,100000,1,0.1,100,FALSE,10,lme4,3.006858244,2.91957026,0.08278048,,
371,100000,1,0.1,1000,FALSE,1,lme4,2.986302639,2.908179285,0.10813553,,
372,100000,1,0.1,1000,FALSE,2,lme4,2.908156882,2.87235004,0.088992096,,
373,100000,1,0.1,1000,FALSE,3,lme4,2.911780074,2.918393516,0.115950023,,
374,100000,1,0.1,1000,FALSE,4,lme4,2.947643585,2.896315256,0.091209337,,
375,100000,1,0.1,1000,FALSE,5,lme4,2.901089078,2.889040607,0.106357133,,
376,100000,1,0.1,1000,FALSE,6,lme4,2.886253439,2.926806527,0.099395826,,
377,100000,1,0.1,1000,FALSE,7,lme4,2.899201544,2.908094449,0.080472256,,
378,100000,1,0.1,1000,FALSE,8,lme4,3.017603821,2.877757443,0.109774425,,
379,100000,1,0.1,1000,FALSE,9,lme4,3.059845781,2.951875363,0.101422994,,
380,100000,1,0.1,1000,FALSE,10,lme4,3.082803578,2.897475678,0.090289378,,
381,100000,1,0.1,10000,FALSE,1,lme4,3.016533801,2.90340262,0.099397775,,
382,100000,1,0.1,10000,FALSE,2,lme4,2.958160852,2.943630549,0.084637369,,
383,100000,1,0.1,10000,FALSE,3,lme4,2.973782356,2.912070273,0.108562541,,
384,100000,1,0.1,10000,FALSE,4,lme4,2.909489902,2.874621085,0.114332915,,
385,100000,1,0.1,10000,FALSE,5,lme4,2.944321709,2.889924575,0.09636323,,
386,100000,1,0.1,10000,FALSE,6,lme4,2.882952701,2.87417304,0.101932158,,
387,100000,1,0.1,10000,FALSE,7,lme4,3.011158552,2.840003113,0.095886731,,
388,100000,1,0.1,10000,FALSE,8,lme4,3.024667475,2.890567594,0.100791677,,
389,100000,1,0.1,10000,FALSE,9,lme4,2.98929471,2.943496796,0.097321036,,
390,100000,1,0.1,10000,FALSE,10,lme4,3.005049372,2.933965231,0.090757682,,
391,100000,1,1,100,FALSE,1,lme4,2.903698173,2.924997198,1.010650306,,
392,100000,1,1,100,FALSE,2,lme4,3.001299019,2.89552225,1.021505577,,
393,100000,1,1,100,FALSE,3,lme4,2.874142384,2.933012578,0.867558278,,
394,100000,1,1,100,FALSE,4,lme4,2.906518461,2.942222484,1.067092071,,
395,100000,1,1,100,FALSE,5,lme4,2.966528764,2.889762028,1.160997324,,
396,100000,1,1,100,FALSE,6,lme4,2.931226514,2.91354371,0.927098251,,
397,100000,1,1,100,FALSE,7,lme4,2.875165457,2.92006264,0.90665569,,
398,100000,1,1,100,FALSE,8,lme4,2.918646923,2.902799766,1.130325086,,
399,100000,1,1,100,FALSE,9,lme4,2.971025853,2.885407351,0.984696568,,
400,100000,1,1,100,FALSE,10,lme4,2.944637751,2.932890347,0.997016163,,
401,100000,1,1,1000,FALSE,1,lme4,2.91527905,2.908274045,0.942824099,,
402,100000,1,1,1000,FALSE,2,lme4,2.936536829,2.914319192,1.128657757,,
403,100000,1,1,1000,FALSE,3,lme4,2.967333739,2.90486191,0.984230507,,
404,100000,1,1,1000,FALSE,4,lme4,2.87704238,2.920994438,0.935406433,,
405,100000,1,1,1000,FALSE,5,lme4,2.986285266,2.882598633,0.911744415,,
406,100000,1,1,1000,FALSE,6,lme4,2.908772467,2.877010188,1.049502379,,
407,100000,1,1,1000,FALSE,7,lme4,2.912856291,2.927369281,0.93006357,,
408,100000,1,1,1000,FALSE,8,lme4,2.887724121,2.895575872,0.989510857,,
409,100000,1,1,1000,FALSE,9,lme4,2.975587894,2.890444556,0.928611203,,
410,100000,1,1,1000,FALSE,10,lme4,2.992797626,2.909816258,0.996194281,,
411,100000,1,1,10000,FALSE,1,lme4,3.278617547,2.916066475,0.987168709,,
412,100000,1,1,10000,FALSE,2,lme4,3.196458556,2.916454949,0.982226422,,
413,100000,1,1,10000,FALSE,3,lme4,3.17703254,2.90815008,0.999860154,,
414,100000,1,1,10000,FALSE,4,lme4,3.254205976,2.898607353,0.967661118,,
415,100000,1,1,10000,FALSE,5,lme4,3.196093855,2.891931598,0.963401713,,
416,100000,1,1,10000,FALSE,6,lme4,3.101951572,2.918926879,1.014772922,,
417,100000,1,1,10000,FALSE,7,lme4,3.140487741,2.878731103,1.000333433,,
418,100000,1,1,10000,FALSE,8,lme4,3.056744919,2.926166511,0.982909203,,
419,100000,1,1,10000,FALSE,9,lme4,3.10163548,2.906930929,0.960778357,,
420,100000,1,1,10000,FALSE,10,lme4,3.188777025,2.935677939,1.000570419,,
421,100000,1,10,100,FALSE,1,lme4,2.973227717,2.918909313,11.50435324,,
422,100000,1,10,100,FALSE,2,lme4,2.897882088,2.942021822,9.984713189,,
423,100000,1,10,100,FALSE,3,lme4,2.912014977,2.898757574,10.92229195,,
424,100000,1,10,100,FALSE,4,lme4,2.960614395,2.88492791,8.226257633,,
425,100000,1,10,100,FALSE,5,lme4,2.905543816,2.849664479,11.76116804,,
426,100000,1,10,100,FALSE,6,lme4,2.907249161,2.903701475,10.32056422,,
427,100000,1,10,100,FALSE,7,lme4,2.897887838,2.94999607,10.23420538,,
428,100000,1,10,100,FALSE,8,lme4,2.848837113,2.909637968,10.1298346,,
429,100000,1,10,100,FALSE,9,lme4,2.962617245,2.8762659,10.76177411,,
430,100000,1,10,100,FALSE,10,lme4,2.888109442,2.893477759,7.443173277,,
431,100000,1,10,1000,FALSE,1,lme4,2.992454626,2.885154451,10.10699208,,
432,100000,1,10,1000,FALSE,2,lme4,2.895043645,2.879370405,10.316342,,
433,100000,1,10,1000,FALSE,3,lme4,2.956692327,2.878909864,10.55708245,,
434,100000,1,10,1000,FALSE,4,lme4,2.842397223,2.918155787,10.06771576,,
435,100000,1,10,1000,FALSE,5,lme4,2.981433842,2.899240594,9.151971298,,
436,100000,1,10,1000,FALSE,6,lme4,2.817865257,2.889451698,10.0746497,,
437,100000,1,10,1000,FALSE,7,lme4,3.02625614,2.891264338,9.869911311,,
438,100000,1,10,1000,FALSE,8,lme4,3.060192743,2.883808881,10.34984469,,
439,100000,1,10,1000,FALSE,9,lme4,2.948006775,2.946938828,10.05328735,,
440,100000,1,10,1000,FALSE,10,lme4,3.001079878,2.937573635,9.657841905,,
441,100000,1,10,10000,FALSE,1,lme4,3.271925884,2.912515039,10.15817648,,
442,100000,1,10,10000,FALSE,2,lme4,3.289518403,2.931976862,10.07145325,,
443,100000,1,10,10000,FALSE,3,lme4,3.38331772,2.885458046,10.03735495,,
444,100000,1,10,10000,FALSE,4,lme4,3.375028641,2.925519299,9.985210846,,
445,100000,1,10,10000,FALSE,5,lme4,3.299438101,2.907797429,9.846032939,,
446,100000,1,10,10000,FALSE,6,lme4,3.427190794,2.91577449,9.898622924,,
447,100000,1,10,10000,FALSE,7,lme4,3.398180537,2.913972745,10.15005048,,
448,100000,1,10,10000,FALSE,8,lme4,3.326162013,2.894172442,10.08442861,,
449,100000,1,10,10000,FALSE,9,lme4,3.420700879,2.913645117,9.942438517,,
450,100000,1,10,10000,FALSE,10,lme4,3.471236677,2.855056901,9.959123653,,
451,100000,1,0.1,100,TRUE,0,menet,1.21585651,1.178297679,,122,1925.013793
452,100000,1,0.1,100,TRUE,1,menet,1.139683,1.12412334,,102,1743.889179
453,100000,1,0.1,100,TRUE,2,menet,1.163789581,1.123249271,,59,984.945668
454,100000,1,0.1,100,TRUE,3,menet,1.174529257,1.18315398,,97,1657.445508
455,100000,1,0.1,100,TRUE,4,menet,1.116421429,1.089151143,,100,1610.743314
456,100000,1,0.1,100,TRUE,5,menet,1.127119773,1.080852382,,181,2920.842538
457,100000,1,0.1,100,TRUE,6,menet,1.103053654,1.070309508,,139,2112.443483
458,100000,1,0.1,100,TRUE,7,menet,1.188887302,1.156290905,,63,990.3017993
459,100000,1,0.1,100,TRUE,8,menet,1.180644945,1.172349938,,60,937.6535902
460,100000,1,0.1,100,TRUE,9,menet,1.081280253,1.073877447,,117,1774.39267
461,100000,1,1,100,TRUE,0,menet,1.14828156,1.12908819,,76,1198.255023
462,100000,1,1,100,TRUE,1,menet,1.172548188,1.147208877,,120,1817.957389
463,100000,1,1,100,TRUE,2,menet,1.116649226,1.087563472,,75,1151.286812
464,100000,1,1,100,TRUE,3,menet,1.194265185,1.160353211,,80,1226.906415
465,100000,1,1,100,TRUE,4,menet,1.262102639,1.235987223,,60,956.1315904
466,100000,1,1,100,TRUE,5,menet,1.279467929,1.264437355,,65,998.3204703
467,100000,1,1,100,TRUE,6,menet,1.264289273,1.2649853,,39,581.9919722
468,100000,1,1,100,TRUE,7,menet,1.236984743,1.222166035,,146,2249.828979
469,100000,1,1,100,TRUE,8,menet,1.354863426,1.327111454,,57,846.414458
470,100000,1,1,100,TRUE,9,menet,1.212631324,1.197104562,,75,1122.243114
471,100000,1,10,100,TRUE,0,menet,2.276417875,2.189989766,,47,709.8106239
472,100000,1,10,100,TRUE,1,menet,1.344026617,1.330109599,,59,984.7361896
473,100000,1,10,100,TRUE,2,menet,1.468565965,1.435115952,,80,1255.295917
474,100000,1,10,100,TRUE,3,menet,1.73317552,1.683406049,,89,1457.863297
475,100000,1,10,100,TRUE,4,menet,2.443279185,2.376065608,,52,875.92693
476,100000,1,10,100,TRUE,5,menet,2.826182666,2.78076295,,48,907.3051572
477,100000,1,10,100,TRUE,6,menet,1.543020222,1.523231691,,57,949.439522
478,100000,1,10,100,TRUE,7,menet,1.825161202,1.809449641,,65,1053.186891
479,100000,1,10,100,TRUE,8,menet,1.630832001,1.580998547,,91,1454.301244
480,100000,1,10,100,TRUE,9,menet,1.470158091,1.45282335,,47,847.8054774
481,100000,1,0.1,1000,TRUE,0,menet,1.153575606,1.111887381,,259,2883.162629
482,100000,1,0.1,1000,TRUE,1,menet,1.516172752,1.448601302,,95,1049.404261
483,100000,1,0.1,1000,TRUE,2,menet,1.268627255,1.250053257,,369,4191.246765
484,100000,1,0.1,1000,TRUE,3,menet,1.41849771,1.351084622,,258,2828.945484
485,100000,1,0.1,1000,TRUE,4,menet,1.287996749,1.249694454,,316,3538.398721
486,100000,1,0.1,1000,TRUE,5,menet,1.21440181,1.174190904,,360,4010.582516
487,100000,1,0.1,1000,TRUE,6,menet,1.22218821,1.194123143,,232,2504.257708
488,100000,1,0.1,1000,TRUE,7,menet,1.605245471,1.438406434,,155,1692.335634
489,100000,1,0.1,1000,TRUE,8,menet,1.556688536,1.509535206,,246,2720.22018
490,100000,1,0.1,1000,TRUE,9,menet,1.773606851,1.752307001,,70,775.4344707
491,100000,1,1,1000,TRUE,0,menet,2.12441079,2.074374499,,430,4702.866859
492,100000,1,1,1000,TRUE,1,menet,1.664260229,1.608764396,,240,2643.943922
493,100000,1,1,1000,TRUE,2,menet,1.34723965,1.285204119,,500,5477.769424
494,100000,1,1,1000,TRUE,3,menet,1.214827984,1.164686729,,500,5454.138994
495,100000,1,1,1000,TRUE,4,menet,1.277906475,1.227435888,,500,5501.659842
496,100000,1,1,1000,TRUE,5,menet,1.257807571,1.205144739,,500,5374.060788
497,100000,1,1,1000,TRUE,6,menet,1.274363423,1.194197324,,150,1610.384627
498,100000,1,1,1000,TRUE,7,menet,1.203393757,1.155237485,,500,5335.495433
499,100000,1,1,1000,TRUE,8,menet,1.311841106,1.211894171,,448,4814.038734
500,100000,1,1,1000,TRUE,9,menet,1.53911699,1.494698201,,178,1955.134226
501,100000,1,10,1000,TRUE,0,menet,1.748288909,1.66776214,,287,3037.268506
502,100000,1,10,1000,TRUE,1,menet,1.9406751,1.876052956,,178,1888.083863
503,100000,1,10,1000,TRUE,2,menet,1.668782854,1.588886464,,325,3404.658979
504,100000,1,10,1000,TRUE,3,menet,2.604721205,2.047714889,,56,588.6589015
505,100000,1,10,1000,TRUE,4,menet,2.07284015,1.807844408,,133,1431.387653
506,100000,1,10,1000,TRUE,5,menet,3.025358763,2.961022707,,182,2039.993435
507,100000,1,10,1000,TRUE,6,menet,1.994410643,1.704858364,,74,789.9386208
508,100000,1,10,1000,TRUE,7,menet,2.339896495,2.226260497,,329,3507.009322
509,100000,1,10,1000,TRUE,8,menet,2.682367454,2.264910369,,64,708.5003915
510,100000,1,10,1000,TRUE,9,menet,1.823586942,1.744711952,,213,2306.781154
511,100000,1,0.1,10000,TRUE,0,menet,1.431604757,1.103697648,,300,3138.078084
512,100000,1,0.1,10000,TRUE,1,menet,1.40943757,1.151623022,,300,3123.503956
513,100000,1,0.1,10000,TRUE,2,menet,1.309017401,1.061808251,,300,3125.046499
514,100000,1,0.1,10000,TRUE,3,menet,1.397901088,1.139196536,,300,3087.33669
515,100000,1,0.1,10000,TRUE,4,menet,2.698144287,1.265712917,,173,1764.840173
516,100000,1,0.1,10000,TRUE,5,menet,1.320387414,1.070514932,,300,3041.93841
517,100000,1,0.1,10000,TRUE,6,menet,1.464061271,1.145479295,,300,3038.377996
518,100000,1,0.1,10000,TRUE,7,menet,1.289031016,1.084507857,,300,3037.944176
519,100000,1,0.1,10000,TRUE,8,menet,1.337452388,1.066078632,,300,3032.126246
520,100000,1,0.1,10000,TRUE,9,menet,1.459370457,1.165534909,,300,3101.038484
521,100000,1,1,10000,TRUE,0,menet,1.54745444,1.18608837,,300,3064.391526
522,100000,1,1,10000,TRUE,1,menet,1.592876451,1.258190609,,300,3068.847947
523,100000,1,1,10000,TRUE,2,menet,1.479232639,1.234186259,,300,3092.084217
524,100000,1,1,10000,TRUE,3,menet,1.824945182,1.276476775,,300,3061.07285
525,100000,1,1,10000,TRUE,4,menet,1.555204635,1.222288285,,300,3050.668239
526,100000,1,1,10000,TRUE,5,menet,1.667986567,1.304722605,,300,3039.158468
527,100000,1,1,10000,TRUE,6,menet,1.576815055,1.262414683,,300,3049.059856
528,100000,1,1,10000,TRUE,7,menet,2.082064039,1.416335628,,300,3043.896209
529,100000,1,1,10000,TRUE,8,menet,1.710689735,1.23862319,,300,3039.34426
530,100000,1,1,10000,TRUE,9,menet,1.584157061,1.298901969,,300,3040.524791
531,100000,1,10,10000,TRUE,0,menet,1.678277956,1.34419603,,300,3045.221475
532,100000,1,10,10000,TRUE,1,menet,3.616459261,2.926912303,,300,3052.746089
533,100000,1,10,10000,TRUE,2,menet,2.50682486,1.796956624,,300,3050.709529
534,100000,1,10,10000,TRUE,3,menet,3.563537977,2.380762674,,300,3054.353688
535,100000,1,10,10000,TRUE,4,menet,2.650587584,2.176130609,,300,3053.150229
536,100000,1,10,10000,TRUE,5,menet,5.897235549,3.598907399,,300,3040.238657
537,100000,1,10,10000,TRUE,6,menet,2.318165007,1.807368673,,300,3254.667964
538,100000,1,10,10000,TRUE,7,menet,2.641505238,2.163207385,,300,3117.816264
539,100000,1,10,10000,TRUE,8,menet,2.765990915,2.078175372,,300,3541.725624
540,100000,1,10,10000,TRUE,9,menet,5.263733704,3.892928136,,300,3242.888013
