epoch,experiment,loss,sig2b_est0,sig2b_est1,sig2b_est2,sig2e_est,val_loss
21,2,83.92130279541016,0.6111447,2.2351217,10.130095,0.18300484,99.79469299316406
22,2,83.5372543334961,0.58798015,2.1587765,10.046658,0.18510051,99.41456604003906
23,2,83.20169067382812,0.5697939,2.0911121,9.976953,0.17400171,98.9980239868164
24,2,82.95101165771484,0.5469963,2.0266275,9.900481,0.17525516,99.0533447265625
25,2,82.66583251953125,0.5147843,1.9650997,9.828645,0.1740104,99.81047058105469
26,2,82.46581268310547,0.50438803,1.9202168,9.734373,0.16887167,100.64637756347656
27,2,82.05955505371094,0.49820936,1.8419222,9.652861,0.16816813,100.29937744140625
28,2,81.9059066772461,0.4717712,1.8079795,9.578583,0.16755159,100.18932342529297
29,2,81.5964126586914,0.45494717,1.7590832,9.501057,0.16393681,100.29414367675781
30,2,81.4791259765625,0.44179282,1.7272978,9.441911,0.16620149,99.29710388183594
31,2,81.17013549804688,0.43395168,1.665935,9.352673,0.16304551,99.90416717529297
32,2,81.02627563476562,0.42014286,1.6475838,9.263352,0.16482502,100.52787780761719
33,2,80.82369995117188,0.4087337,1.5936505,9.145342,0.16057363,100.34721374511719
0,3,1364.4954833984375,1.4759469,1.6059484,1.8576494,1.2462317,403.4489440917969
1,3,296.7257385253906,1.6790591,1.942174,2.2942638,1.2912005,232.5210418701172
2,3,193.68019104003906,1.8536892,2.2453322,2.686274,1.3076103,171.62551879882812
3,3,151.03451538085938,2.0075898,2.538537,3.0831645,1.2896005,142.3344268798828
4,3,128.80397033691406,2.1327324,2.8272645,3.5059628,1.2116482,126.20137023925781
5,3,115.17994689941406,2.2115896,3.1113403,3.9706383,1.014293,116.14991760253906
6,3,105.90373229980469,2.2253213,3.385385,4.4962616,0.60532695,110.33475494384766
7,3,99.54825592041016,2.075232,3.5739152,5.088432,0.26526847,108.78382873535156
8,3,95.40696716308594,1.7235495,3.5158856,5.7175884,0.23201449,106.46634674072266
9,3,92.60741424560547,1.5344826,3.4122539,6.3916793,0.22183469,104.87590026855469
10,3,90.6487045288086,1.3900224,3.287688,7.0719814,0.21085024,103.72017669677734
11,3,89.31773376464844,1.2750847,3.1931276,7.707409,0.21085893,103.15926361083984
12,3,88.31652069091797,1.1887614,3.0710256,8.270266,0.20418598,103.24589538574219
13,3,87.51411437988281,1.102031,2.963134,8.660527,0.20230977,101.80980682373047
14,3,86.76011657714844,1.0528803,2.843927,8.908822,0.20768893,101.57711029052734
15,3,86.22909545898438,0.98995626,2.7461665,9.041122,0.19960667,102.29655456542969
16,3,85.59661865234375,0.93755674,2.612509,9.080035,0.19529298,102.7667465209961
17,3,85.26158142089844,0.89048135,2.5541332,9.080315,0.18991873,101.97162628173828
18,3,84.91412353515625,0.84548247,2.4400678,9.053654,0.19053976,102.20542907714844
19,3,84.29952239990234,0.80669826,2.3486705,8.978373,0.1882269,101.54561614990234
20,3,84.02508544921875,0.77501976,2.2680366,8.924901,0.18839344,101.11073303222656
21,3,83.73494720458984,0.73469037,2.2031853,8.889357,0.18473572,101.8688735961914
22,3,83.32322692871094,0.7169238,2.1282907,8.81059,0.1880547,101.90904235839844
23,3,82.96804809570312,0.66884613,2.0589218,8.723291,0.1779572,103.27241516113281
24,3,82.64585876464844,0.650643,1.999199,8.638493,0.17462496,103.2237319946289
25,3,82.42742156982422,0.62598526,1.9504282,8.548537,0.1718253,103.43373107910156
26,3,82.1500244140625,0.6156855,1.8993504,8.487419,0.17769118,101.35456848144531
27,3,81.89761352539062,0.5923177,1.8603654,8.409357,0.18237744,102.03678131103516
28,3,81.62317657470703,0.56628805,1.8188845,8.340662,0.17383446,102.7641372680664
29,3,81.40960693359375,0.5491443,1.7488792,8.274415,0.16882434,102.38450622558594
30,3,81.10601806640625,0.5526241,1.7164941,8.217766,0.1690454,102.85072326660156
0,4,1175.564453125,1.495982,1.6486098,1.8476263,1.2593571,369.58135986328125
1,4,271.4383544921875,1.7110326,2.0167446,2.2811413,1.3071761,214.66744995117188
2,4,180.54864501953125,1.8867508,2.3460245,2.6718502,1.3203056,162.73997497558594
3,4,143.80166625976562,2.0353305,2.6675744,3.0677686,1.2939746,137.4010009765625
4,4,124.13268280029297,2.1370487,2.988177,3.4902322,1.1947743,122.82525634765625
5,4,112.15169525146484,2.1730661,3.3128867,3.956911,0.95678306,114.42147064208984
6,4,103.77649688720703,2.1088755,3.6420498,4.485242,0.49967742,110.23979187011719
7,4,97.92794799804688,1.8165513,3.856706,5.0633097,0.25734228,109.63856506347656
8,4,94.40108489990234,1.4894162,3.894774,5.681748,0.24312367,106.97071838378906
9,4,91.85603332519531,1.2968574,3.8665552,6.3274565,0.22907056,105.81584167480469
10,4,89.97505950927734,1.1730976,3.748256,6.9601464,0.2269324,105.03214263916016
11,4,88.89219665527344,1.0541624,3.6486142,7.5200295,0.22330855,105.73470306396484
12,4,87.7650375366211,0.9756632,3.550866,7.951783,0.21592472,103.92742919921875
13,4,87.05621337890625,0.9192167,3.437156,8.247379,0.20841685,104.2816162109375
14,4,86.47341918945312,0.8608229,3.3152344,8.413013,0.20903678,103.99171447753906
15,4,85.88981628417969,0.81128526,3.1831732,8.470494,0.20557791,103.18924713134766
16,4,85.21493530273438,0.7552433,3.0809371,8.435223,0.19477168,104.9451675415039
17,4,84.87706756591797,0.7203832,2.9831724,8.439924,0.19682325,103.8487777709961
18,4,84.56573486328125,0.68748003,2.8730576,8.394232,0.20254418,103.41666412353516
19,4,83.99268341064453,0.66325396,2.789055,8.316622,0.18966615,104.53233337402344
20,4,83.6224365234375,0.6317653,2.6883938,8.224042,0.18558495,103.61979675292969
21,4,83.22789001464844,0.5977168,2.592221,8.158089,0.18365923,104.2568359375
22,4,82.9532241821289,0.5720443,2.546754,8.096606,0.17890757,104.5096664428711
23,4,82.75797271728516,0.5461367,2.454014,8.033433,0.17850594,104.41519927978516
24,4,82.31810760498047,0.52229697,2.3753664,7.944119,0.17816688,104.02223205566406
25,4,82.07123565673828,0.506902,2.3393118,7.880609,0.17857863,104.6065902709961
0,5,1602.1107177734375,1.4793274,1.5929111,1.8479776,1.2393392,471.1065368652344
1,5,336.61712646484375,1.686279,1.913503,2.2852538,1.2830396,260.6632080078125
2,5,213.52780151367188,1.8635134,2.205811,2.680187,1.3008473,188.57102966308594
3,5,163.31471252441406,2.0258322,2.4962146,3.0819635,1.2909669,153.69412231445312
4,5,136.8523712158203,2.1621377,2.789245,3.5112085,1.2316004,133.21676635742188
5,5,120.81861877441406,2.2476075,3.0808856,3.9827247,1.0725888,121.253662109375
6,5,110.33013153076172,2.2523723,3.371035,4.513612,0.7322768,113.69364929199219
7,5,103.07218933105469,2.1251924,3.6174998,5.1165123,0.32443023,111.25081634521484
8,5,98.2984619140625,1.7346791,3.6330585,5.7678103,0.2667061,108.18379211425781
9,5,94.8902359008789,1.4806061,3.5604877,6.4735866,0.24829513,106.39616394042969
10,5,92.65010070800781,1.3128659,3.448851,7.2143364,0.24246308,104.69283294677734
11,5,91.1234130859375,1.1923776,3.3189077,7.938521,0.23098867,103.86714172363281
12,5,89.9294662475586,1.09312,3.1901355,8.593534,0.23220101,102.93216705322266
13,5,88.84445190429688,1.0166347,3.1055448,9.15107,0.22530015,102.72456359863281
14,5,88.25520324707031,0.9542582,2.9799972,9.542689,0.22479264,101.71273803710938
15,5,87.55696105957031,0.90377814,2.8825,9.810645,0.2254951,102.41056060791016
16,5,86.96117401123047,0.8439734,2.7482932,9.9798565,0.21504281,101.88667297363281
17,5,86.4577865600586,0.7988508,2.6667526,10.034858,0.21717696,101.72718811035156
18,5,86.00159454345703,0.7629579,2.5482066,10.029547,0.21486062,100.60172271728516
19,5,85.53317260742188,0.7362027,2.4558768,10.002456,0.21229453,100.58809661865234
20,5,85.14341735839844,0.69511294,2.3720925,9.966759,0.20992197,101.41044616699219
21,5,84.78779602050781,0.6660866,2.3031666,9.91422,0.20541134,100.20146179199219
22,5,84.37625885009766,0.63842165,2.2279007,9.806669,0.20206168,101.1971664428711
23,5,83.98467254638672,0.6088117,2.1634805,9.75266,0.20708945,101.7787094116211
24,5,83.74296569824219,0.59665453,2.092672,9.686697,0.20193753,101.98696899414062
25,5,83.37431335449219,0.57297623,2.0351887,9.611069,0.19725448,101.7634506225586
26,5,83.02088928222656,0.5485014,1.9687047,9.499377,0.19506419,101.73193359375
27,5,82.91545867919922,0.53504485,1.9246615,9.427592,0.19234072,101.15510559082031
28,5,82.45731353759766,0.5179574,1.8481922,9.337058,0.19056165,101.31619262695312
29,5,82.21752166748047,0.49670967,1.8224066,9.245027,0.18746856,101.8182601928711
30,5,82.06339263916016,0.48122182,1.770563,9.178854,0.18935245,102.12413787841797
31,5,81.68962860107422,0.4728607,1.7439965,9.115341,0.17910573,102.9851303100586
0,6,1434.6055908203125,1.4605333,1.6234235,1.8397543,1.2473398,433.31951904296875
1,6,311.2784423828125,1.6590954,1.9777843,2.2670302,1.2916175,242.5341796875
2,6,201.22393798828125,1.828815,2.300772,2.6529725,1.3082798,178.31027221679688
3,6,155.85086059570312,1.9776597,2.6180167,3.0456107,1.2927718,146.3922882080078
4,6,131.70689392089844,2.088201,2.9345987,3.4653678,1.2183522,127.7527847290039
5,6,117.08904266357422,2.138817,3.2537851,3.9286613,1.0269661,117.21336364746094
6,6,107.20179748535156,2.1018765,3.577536,4.453908,0.6224549,111.22967529296875
7,6,100.56620025634766,1.8940908,3.844926,5.0478563,0.2655649,108.5693130493164
8,6,96.14111328125,1.4906795,3.8802137,5.6805353,0.2295887,106.31888580322266
9,6,93.1358413696289,1.28842,3.837585,6.367291,0.21220818,104.29215240478516
10,6,91.19711303710938,1.1405917,3.7727547,7.0679245,0.2108949,102.77486419677734
11,6,89.83150482177734,1.0026978,3.6454563,7.744189,0.19627804,102.91893005371094
12,6,88.69306182861328,0.9469699,3.5366037,8.332142,0.19557105,101.84153747558594
13,6,87.95653533935547,0.86487985,3.423948,8.801546,0.20414194,101.12549591064453
14,6,87.20503997802734,0.8139448,3.3136265,9.101113,0.19681789,101.47406768798828
15,6,86.5918960571289,0.76348865,3.2163067,9.265496,0.18841329,100.66645812988281
16,6,86.1514892578125,0.7321467,3.0876613,9.358305,0.19293664,101.50365447998047
17,6,85.71766662597656,0.6738406,2.998361,9.372579,0.1982852,100.30642700195312
18,6,85.087158203125,0.64558214,2.8676894,9.342833,0.19266178,100.62382507324219
19,6,84.80664825439453,0.6161789,2.7791202,9.310727,0.1904003,99.82412719726562
20,6,84.17459106445312,0.5879651,2.7011561,9.246676,0.18343616,100.83850860595703
21,6,83.98445892333984,0.5549942,2.6077623,9.185399,0.18559359,100.80247497558594
22,6,83.5792007446289,0.53047234,2.5443716,9.113921,0.17985404,100.96282958984375
23,6,83.24567413330078,0.5116525,2.4653313,9.02517,0.1845457,101.50447845458984
24,6,82.8869400024414,0.5049461,2.4053483,8.977313,0.17880018,101.23899841308594
25,6,82.63278198242188,0.4868356,2.35187,8.885578,0.17704442,101.88302612304688
26,6,82.49658966064453,0.46991765,2.288187,8.805331,0.17655477,101.61273956298828
27,6,82.20282745361328,0.4435508,2.2381115,8.717407,0.17485556,100.76878356933594
28,6,81.74110412597656,0.4370251,2.1747499,8.615818,0.17005762,100.98384094238281
29,6,81.63964080810547,0.4286718,2.1415694,8.515254,0.1679283,100.77983856201172
0,7,1468.2208251953125,1.4625525,1.5803914,1.8515208,1.2453626,437.61041259765625
1,7,314.2200012207031,1.6560513,1.9139043,2.281338,1.2885898,243.8087615966797
2,7,201.76023864746094,1.8161603,2.216809,2.6689188,1.3035284,177.97203063964844
3,7,155.97756958007812,1.9549972,2.5136783,3.063144,1.2867646,146.16360473632812
4,7,131.75941467285156,2.0603828,2.807336,3.485,1.2129531,128.4072265625
5,7,117.12158203125,2.1147208,3.095213,3.9503932,1.0242912,117.00105285644531
6,7,107.22442626953125,2.0867527,3.3708792,4.477588,0.62850577,111.04728698730469
7,7,100.50370025634766,1.895557,3.5630229,5.076602,0.25406045,109.0941162109375
8,7,96.10472869873047,1.4880832,3.4940631,5.72022,0.21559481,107.48531341552734
9,7,93.06881713867188,1.2872866,3.373794,6.413687,0.20931923,105.93443298339844
10,7,90.8804931640625,1.1221752,3.2513542,7.135861,0.20823959,103.06739807128906
11,7,89.45748901367188,1.0259826,3.1394331,7.842605,0.2018924,102.67524719238281
12,7,88.43846130371094,0.94624525,3.053237,8.490075,0.20491469,102.04771423339844
13,7,87.40831756591797,0.8703315,2.9244995,8.998771,0.195918,101.79365539550781
14,7,86.77958679199219,0.8192353,2.8145294,9.349271,0.18973474,101.08731079101562
15,7,86.12214660644531,0.77080595,2.7043335,9.561604,0.18804903,100.87117767333984
16,7,85.72078704833984,0.7285438,2.600918,9.688388,0.19145654,100.63648986816406
17,7,85.09432220458984,0.6907282,2.5175805,9.690803,0.1825095,100.69639587402344
18,7,84.82112121582031,0.6609508,2.4367352,9.698654,0.18623726,100.37793731689453
19,7,84.18163299560547,0.61731106,2.3249753,9.647255,0.18155594,101.0192642211914
20,7,83.9573974609375,0.5940393,2.2537813,9.636654,0.17881203,100.52310180664062
21,7,83.53590393066406,0.5718081,2.178938,9.574026,0.17534819,100.94230651855469
22,7,83.26722717285156,0.54531646,2.1163962,9.511638,0.1787097,100.50114440917969
23,7,82.86225891113281,0.5273206,2.036111,9.421722,0.17269768,101.35863494873047
24,7,82.43122100830078,0.5070443,1.9772673,9.3400345,0.16568951,100.76310729980469
25,7,82.3402099609375,0.4845959,1.9288296,9.241357,0.16797115,100.62655639648438
26,7,82.05990600585938,0.47560868,1.8702003,9.154206,0.1670351,100.86824035644531
27,7,81.83895874023438,0.4503393,1.8329157,9.094576,0.15987347,101.24497985839844
28,7,81.59632873535156,0.44242662,1.7782487,9.036476,0.16348366,101.12049865722656
0,8,1229.844482421875,1.469325,1.6473143,1.8296155,1.2521894,375.28887939453125
1,8,277.31689453125,1.6678469,2.0130649,2.2564054,1.2961638,217.03903198242188
2,8,183.72230529785156,1.8356601,2.3406212,2.6398702,1.3091106,163.8028106689453
3,8,145.47901916503906,1.9799302,2.6599305,3.028699,1.2839534,138.27210998535156
4,8,125.24764251708984,2.0850403,2.9778774,3.4434364,1.1899531,122.97221374511719
5,8,112.53841400146484,2.1281033,3.3000026,3.8996842,0.955914,114.15242767333984
6,8,103.96540069580078,2.0834634,3.625766,4.4188256,0.512746,110.09427642822266
7,8,98.18595886230469,1.8310527,3.844741,4.994909,0.2629573,107.92630767822266
8,8,94.29472351074219,1.5266929,3.8827837,5.604194,0.24325442,106.537841796875
9,8,91.72750854492188,1.3525931,3.8371105,6.2498,0.23258685,104.3078384399414
10,8,90.06153106689453,1.2059401,3.7628605,6.887661,0.22297443,102.83320617675781
11,8,88.59635925292969,1.1234704,3.6560752,7.45998,0.21216975,101.57007598876953
12,8,87.72773742675781,1.0341518,3.529814,7.903387,0.21785441,101.06591796875
13,8,86.90038299560547,0.97775143,3.4268942,8.196043,0.21051913,101.05328369140625
14,8,86.43983459472656,0.9191929,3.32363,8.319582,0.21103558,100.97432708740234
15,8,85.92417907714844,0.8534748,3.1943207,8.400182,0.20988683,100.09112548828125
16,8,85.42086791992188,0.80966437,3.0992694,8.4013,0.20419763,100.37230682373047
17,8,84.99590301513672,0.7620624,2.9901063,8.3893,0.20124178,100.15520477294922
18,8,84.41011047363281,0.72284496,2.88409,8.2921,0.19100434,100.57730865478516
19,8,84.08085632324219,0.69474626,2.7533545,8.21687,0.1928934,100.95304870605469
20,8,83.74640655517578,0.6662934,2.7034307,8.140855,0.19116189,101.86737060546875
21,8,83.3849868774414,0.6386029,2.6227117,8.069725,0.19149245,100.51286315917969
22,8,82.95549774169922,0.6106715,2.5491667,7.9736004,0.18745507,100.72514343261719
23,8,82.70054626464844,0.5904745,2.4800262,7.8913913,0.18244828,100.60417938232422
24,8,82.56556701660156,0.56239694,2.4231675,7.8187804,0.18897514,101.22611236572266
25,8,82.20867156982422,0.5444843,2.358968,7.7273183,0.18285353,101.3821792602539
0,9,1464.7022705078125,1.4476408,1.6380737,1.8297671,1.2419204,434.1246643066406
1,9,313.5785827636719,1.632775,1.999846,2.2514045,1.2838097,242.9867706298828
2,9,202.54554748535156,1.791546,2.3266525,2.633604,1.2992184,178.7826690673828
3,9,156.8172607421875,1.931392,2.647109,3.0237167,1.2834502,147.4595947265625
4,9,132.52073669433594,2.0369754,2.9648144,3.4417844,1.2103018,129.37704467773438
5,9,117.76997375488281,2.084175,3.2828398,3.9033298,1.0235007,118.1812973022461
6,9,107.8750228881836,2.043735,3.603815,4.4257817,0.634345,111.54289245605469
7,9,100.94109344482422,1.8274907,3.8573434,5.01896,0.27543005,109.4332046508789
8,9,96.63795471191406,1.4780697,3.9038548,5.6584444,0.24131894,107.05428314208984
9,9,93.60562133789062,1.2439524,3.8376212,6.350452,0.2224142,106.24650573730469
10,9,91.56647491455078,1.1078272,3.757296,7.074273,0.21548273,105.1833267211914
11,9,90.34403228759766,1.0121212,3.6471906,7.7700944,0.21811007,103.57405853271484
12,9,89.0823974609375,0.9282572,3.550969,8.405758,0.21859708,103.1646728515625
13,9,88.20125579833984,0.8628172,3.4325502,8.89819,0.20767522,102.33965301513672
14,9,87.59456634521484,0.81419414,3.3323936,9.257225,0.21080703,101.78108215332031
15,9,87.09693908691406,0.7668047,3.2106252,9.470167,0.20578371,102.11958312988281
16,9,86.38996124267578,0.7262745,3.102301,9.59097,0.19535582,102.5141830444336
17,9,85.88945007324219,0.6851973,2.980224,9.608825,0.19837148,101.56505584716797
18,9,85.586181640625,0.65243644,2.9031398,9.5914755,0.19910577,100.95341491699219
19,9,85.21569061279297,0.6324614,2.8051832,9.567869,0.19811015,101.33161926269531
20,9,84.7187728881836,0.6036626,2.7171137,9.491151,0.19092865,101.47483825683594
21,9,84.48249053955078,0.5531309,2.6379373,9.433371,0.18992534,101.59942626953125
22,9,83.92451477050781,0.5480071,2.553234,9.374826,0.18779533,101.53186798095703
23,9,84.02098846435547,0.52679735,2.484579,9.303474,0.19349435,101.03348541259766
24,9,83.41532135009766,0.51047415,2.406975,9.24009,0.18951562,102.18372344970703
25,9,83.22565460205078,0.4971651,2.3661442,9.150615,0.18719903,101.30014038085938
26,9,82.91221618652344,0.47022173,2.2907507,9.024477,0.18384238,101.8426742553711
27,9,82.56454467773438,0.4544979,2.2334337,8.947619,0.17939416,101.67497253417969
28,9,82.32530212402344,0.4421458,2.185075,8.844945,0.18004857,102.30963134765625
