,mode,N,sig2e,sig2b0,sig2b1,sig2b2,q0,rho0,rho1,deep,experiment,exp_type,mse,sig2e_est,sig2b_est0,sig2b_est1,sig2b_est2,rho_est0,rho_est1,n_epochs,time
99,slopes,100000,1,5,0.5,0.5,100,0.5,0.5,TRUE,4,ignore,5.541581861,,,,,,,24,129.1426461
100,slopes,100000,1,5,0.5,0.5,100,0.5,0.5,TRUE,4,embed,1.363752117,,,,,,,39,305.5980353
101,slopes,100000,1,5,0.5,5,100,0.5,0.5,TRUE,0,ohe,1.446449043,,,,,,,17,94.40110731
102,slopes,100000,1,5,0.5,5,100,0.5,0.5,TRUE,0,lmm,1.112278425,1.118813753,5.398066998,2.374444008,0.588737547,0.843100488,-0.792250931,43,619.3209288
103,slopes,100000,1,5,0.5,5,100,0.5,0.5,TRUE,0,ignore,7.732111815,,,,,,,32,171.650919
104,slopes,100000,1,5,0.5,5,100,0.5,0.5,TRUE,0,embed,1.493706498,,,,,,,45,350.4082773
105,slopes,100000,1,5,0.5,5,100,0.5,0.5,TRUE,1,ohe,1.442529445,,,,,,,26,143.6445315
106,slopes,100000,1,5,0.5,5,100,0.5,0.5,TRUE,1,lmm,1.136291122,1.119539261,6.244390488,3.367732763,0.012663525,0.724199474,-0.306274146,47,666.3947258
107,slopes,100000,1,5,0.5,5,100,0.5,0.5,TRUE,1,ignore,9.230022808,,,,,,,34,184.7709696
108,slopes,100000,1,5,0.5,5,100,0.5,0.5,TRUE,1,embed,1.497295454,,,,,,,37,303.4530511
109,slopes,100000,1,5,0.5,5,100,0.5,0.5,TRUE,2,ohe,1.571624105,,,,,,,35,190.5202119
110,slopes,100000,1,5,0.5,5,100,0.5,0.5,TRUE,2,lmm,1.109075757,1.133775353,4.913715363,2.741193533,1.725489736,0.68321234,0.415845662,30,430.3434141
111,slopes,100000,1,5,0.5,5,100,0.5,0.5,TRUE,2,ignore,8.525558688,,,,,,,16,87.46001959
112,slopes,100000,1,5,0.5,5,100,0.5,0.5,TRUE,2,embed,1.552065113,,,,,,,35,276.6793802
113,slopes,100000,1,5,0.5,5,100,0.5,0.5,TRUE,3,ohe,1.419449739,,,,,,,14,75.93595862
114,slopes,100000,1,5,0.5,5,100,0.5,0.5,TRUE,3,lmm,1.161909127,1.152826309,4.037304878,1.982580066,2.001741409,0.37405774,0.414179742,28,395.6503766
115,slopes,100000,1,5,0.5,5,100,0.5,0.5,TRUE,3,ignore,5.757727706,,,,,,,28,150.512486
116,slopes,100000,1,5,0.5,5,100,0.5,0.5,TRUE,3,embed,1.772100131,,,,,,,15,123.485867
117,slopes,100000,1,5,0.5,5,100,0.5,0.5,TRUE,4,ohe,1.397643368,,,,,,,33,179.3555322
118,slopes,100000,1,5,0.5,5,100,0.5,0.5,TRUE,4,lmm,1.087743034,1.118409276,5.028324127,2.120337963,1.997748017,0.288884431,0.569295108,34,484.293216
119,slopes,100000,1,5,0.5,5,100,0.5,0.5,TRUE,4,ignore,6.859630637,,,,,,,33,175.5484543
120,slopes,100000,1,5,0.5,5,100,0.5,0.5,TRUE,4,embed,1.301332183,,,,,,,37,286.6798279
121,slopes,100000,1,5,5,0.5,100,0.5,0.5,TRUE,0,ohe,1.387702286,,,,,,,35,189.8292587
122,slopes,100000,1,5,5,0.5,100,0.5,0.5,TRUE,0,lmm,1.074854952,1.142957091,4.449660778,2.127564669,1.356522799,0.653831661,0.420155495,46,657.4936688
123,slopes,100000,1,5,5,0.5,100,0.5,0.5,TRUE,0,ignore,6.407800894,,,,,,,31,163.7752769
124,slopes,100000,1,5,5,0.5,100,0.5,0.5,TRUE,0,embed,1.465986151,,,,,,,30,239.4229929
125,slopes,100000,1,5,5,0.5,100,0.5,0.5,TRUE,1,ohe,1.504927957,,,,,,,23,123.4024141
126,slopes,100000,1,5,5,0.5,100,0.5,0.5,TRUE,1,lmm,1.102372433,1.114249945,5.711871624,2.864516973,0.975027263,0.702998102,-0.404330701,57,815.3613856
127,slopes,100000,1,5,5,0.5,100,0.5,0.5,TRUE,1,ignore,8.031226231,,,,,,,39,211.4202993
128,slopes,100000,1,5,5,0.5,100,0.5,0.5,TRUE,1,embed,1.43646497,,,,,,,46,358.3448348
129,slopes,100000,1,5,5,0.5,100,0.5,0.5,TRUE,2,ohe,1.335803744,,,,,,,13,73.49292636
130,slopes,100000,1,5,5,0.5,100,0.5,0.5,TRUE,2,lmm,1.079592777,1.118695498,4.590737343,1.440009356,0.921439171,0.604776978,-0.921265125,30,431.7041223
131,slopes,100000,1,5,5,0.5,100,0.5,0.5,TRUE,2,ignore,6.115477293,,,,,,,45,237.0097883
132,slopes,100000,1,5,5,0.5,100,0.5,0.5,TRUE,2,embed,1.440498749,,,,,,,22,174.72312
133,slopes,100000,1,5,5,0.5,100,0.5,0.5,TRUE,3,ohe,1.33834745,,,,,,,33,179.4021411
134,slopes,100000,1,5,5,0.5,100,0.5,0.5,TRUE,3,lmm,1.090984414,1.137232304,4.685591221,1.082996368,0.007102556,0.195980594,-0.107416891,59,865.3757927
135,slopes,100000,1,5,5,0.5,100,0.5,0.5,TRUE,3,ignore,6.209138002,,,,,,,30,157.8884737
136,slopes,100000,1,5,5,0.5,100,0.5,0.5,TRUE,3,embed,1.498648295,,,,,,,25,195.7356451
137,slopes,100000,1,5,5,0.5,100,0.5,0.5,TRUE,4,ohe,1.480201571,,,,,,,42,232.8304007
138,slopes,100000,1,5,5,0.5,100,0.5,0.5,TRUE,4,lmm,1.082050815,1.153724313,5.452503204,5.14662981,2.886621475,0.166667506,0.249305889,48,685.5475988
139,slopes,100000,1,5,5,0.5,100,0.5,0.5,TRUE,4,ignore,8.920635915,,,,,,,16,85.58389354
140,slopes,100000,1,5,5,0.5,100,0.5,0.5,TRUE,4,embed,1.457428911,,,,,,,44,350.348947
141,slopes,100000,1,5,5,5,100,0.5,0.5,TRUE,0,ohe,1.626823032,,,,,,,23,126.4351764
142,slopes,100000,1,5,5,5,100,0.5,0.5,TRUE,0,lmm,1.133051126,1.142337561,5.572172165,4.50714016,4.933887482,0.715751171,0.926858127,29,427.0406611
143,slopes,100000,1,5,5,5,100,0.5,0.5,TRUE,0,ignore,10.42768284,,,,,,,29,153.897444
144,slopes,100000,1,5,5,5,100,0.5,0.5,TRUE,0,embed,1.553847842,,,,,,,26,218.5140574
145,slopes,100000,1,5,5,5,100,0.5,0.5,TRUE,1,ohe,1.51955578,,,,,,,18,100.0565042
146,slopes,100000,1,5,5,5,100,0.5,0.5,TRUE,1,lmm,1.105901729,1.129584193,6.825017929,4.750546455,2.761247158,0.889760137,0.312959552,24,335.5250142
147,slopes,100000,1,5,5,5,100,0.5,0.5,TRUE,1,ignore,10.4416968,,,,,,,29,149.9810288
148,slopes,100000,1,5,5,5,100,0.5,0.5,TRUE,1,embed,1.634094453,,,,,,,22,170.9847383
149,slopes,100000,1,5,5,5,100,0.5,0.5,TRUE,2,ohe,1.607254754,,,,,,,16,88.3025012
150,slopes,100000,1,5,5,5,100,0.5,0.5,TRUE,2,lmm,1.596140569,1.126223683,4.064975739,4.94996357,7.196722031,0.856486201,0.958491147,33,477.1989484
151,slopes,100000,1,5,5,5,100,0.5,0.5,TRUE,2,ignore,9.586617185,,,,,,,46,244.6817813
152,slopes,100000,1,5,5,5,100,0.5,0.5,TRUE,2,embed,1.821422103,,,,,,,20,156.5851471
153,slopes,100000,1,5,5,5,100,0.5,0.5,TRUE,3,ohe,1.370170871,,,,,,,39,222.2352858
154,slopes,100000,1,5,5,5,100,0.5,0.5,TRUE,3,lmm,1.089258091,1.136241436,4.588032722,3.401076555,3.478027344,0.690631509,0.96938771,30,440.3284221
155,slopes,100000,1,5,5,5,100,0.5,0.5,TRUE,3,ignore,9.225199245,,,,,,,22,115.304271
156,slopes,100000,1,5,5,5,100,0.5,0.5,TRUE,3,embed,1.3935614,,,,,,,42,345.5594201
157,slopes,100000,1,5,5,5,100,0.5,0.5,TRUE,4,ohe,1.7893229,,,,,,,23,125.0221305
158,slopes,100000,1,5,5,5,100,0.5,0.5,TRUE,4,lmm,1.093023609,1.145431995,4.724165916,2.48987031,2.655850172,0.496774256,-0.135703981,40,585.0420394
159,slopes,100000,1,5,5,5,100,0.5,0.5,TRUE,4,ignore,7.485754434,,,,,,,38,204.2217813
160,slopes,100000,1,5,5,5,100,0.5,0.5,TRUE,4,embed,1.636616749,,,,,,,13,110.4338868
