,mode,N,sig2e,sig2b0,q0,p_censor,weibull_nu,weibull_lambda,experiment,exp_type,concordance,sig2e_est,sig2b_est0,weibull_nu_est,weibull_lambda_est,n_epochs,time
259,survival,100000,1,10,1000,10,2,1,2,survreg,0.691660608,,0.999729792,,,0,3.123535872
260,survival,100000,1,10,1000,10,2,1,3,survreg,0.533276332,,1.016834509,,,0,2.822091818
261,survival,100000,1,10,1000,10,2,1,4,survreg,0.615696714,,0.985391969,,,0,2.385913849
262,survival,100000,1,10,1000,10,2,1,5,survreg,0.663076843,,0.991003095,,,0,2.211801052
263,survival,100000,1,10,1000,30,2,1,1,survreg,0.733414688,,0.992438429,,,0,3.574784994
264,survival,100000,1,10,1000,30,2,1,2,survreg,0.714649989,,0.630881109,,,0,2.642624855
265,survival,100000,1,10,1000,30,2,1,3,survreg,0.648957385,,2.013131678,,,0,2.007084846
266,survival,100000,1,10,1000,30,2,1,4,survreg,0.803326933,,2.002874269,,,0,3.962583065
267,survival,100000,1,10,1000,30,2,1,5,survreg,0.897098534,,1.996103505,,,0,3.793307066
268,survival,100000,1,10,10000,1,2,1,1,survreg,0.891903301,,5.511077844,,,0,3.384281158
269,survival,100000,1,10,10000,1,2,1,2,survreg,0.848285584,,5.78184587,,,0,2.885839939
270,survival,100000,1,10,10000,1,2,1,3,survreg,0.893554044,,5.58280235,,,0,3.222494125
271,survival,100000,1,10,10000,1,2,1,4,survreg,0.893267584,,8.898084073,,,0,2.719321012
272,survival,100000,1,10,10000,1,2,1,5,survreg,0.906164351,,8.152059211,,,0,4.916712999
273,survival,100000,1,10,10000,10,2,1,1,survreg,0.89195542,,1.989472317,,,0,3.064495087
274,survival,100000,1,10,10000,10,2,1,2,survreg,0.578966731,,0.09590375,,,0,2.749448061
275,survival,100000,1,10,10000,10,2,1,3,survreg,0.685919847,,2.000728246,,,0,2.873744965
276,survival,100000,1,10,10000,10,2,1,4,survreg,0.563179533,,0.022962004,,,0,2.747952938
277,survival,100000,1,10,10000,10,2,1,5,survreg,0.56255463,,0.023265824,,,0,3.207174063
278,survival,100000,1,10,10000,30,2,1,1,survreg,0.521382086,,0.9957596,,,0,2.633584976
279,survival,100000,1,10,10000,30,2,1,2,survreg,0.52457028,,0.996186926,,,0,2.691998005
280,survival,100000,1,10,10000,30,2,1,3,survreg,0.521525422,,1.009029992,,,0,2.438994169
281,survival,100000,1,10,10000,30,2,1,4,survreg,0.521281353,,0.997150819,,,0,2.680003166
282,survival,100000,1,10,10000,30,2,1,5,survreg,0.520133625,,0.990044464,,,0,2.478376865
283,survival,100000,1,1,10000,30,2,1,1,survreg,0.612850558,,0.996421208,,,0,2.489005089
284,survival,100000,1,1,10000,30,2,1,2,survreg,0.620047427,,1.001530944,,,0,2.45185709
285,survival,100000,1,1,10000,30,2,1,3,survreg,0.614691498,,0.991876109,,,0,2.647999048
286,survival,100000,1,1,10000,30,2,1,4,survreg,0.617542849,,0.992120236,,,0,2.433746099
287,survival,100000,1,1,10000,30,2,1,5,survreg,0.613569322,,1.007993394,,,0,2.645420074
