,mode,N,sig2e,sig2b0,sig2b1,sig2b2,q0,rho0,rho1,experiment,exp_type,mse,sig2e_est,sig2b_est0,sig2b_est1,sig2b_est2,rho_est0,rho_est1,n_epochs,time
183,slopes,100000,1,3,0.3,0.3,10000,0.3,0.3,2,ohe,1.929933295,,,,,,,14,87.15590477
184,slopes,100000,1,3,0.3,0.3,10000,0.3,0.3,3,ohe,1.891374397,,,,,,,13,84.82068157
185,slopes,100000,1,3,0.3,0.3,10000,0.3,0.3,4,ohe,1.905961085,,,,,,,13,85.77262998
186,slopes,100000,1,3,0.3,3,10000,0.3,0.3,0,ohe,1.966397313,,,,,,,15,91.90227699
187,slopes,100000,1,3,0.3,3,10000,0.3,0.3,1,ohe,1.889461785,,,,,,,15,92.67059851
188,slopes,100000,1,3,0.3,3,10000,0.3,0.3,2,ohe,1.998923389,,,,,,,15,92.25118947
189,slopes,100000,1,3,0.3,3,10000,0.3,0.3,3,ohe,1.942757441,,,,,,,13,85.65043807
190,slopes,100000,1,3,0.3,3,10000,0.3,0.3,4,ohe,1.928379402,,,,,,,14,88.34479427
191,slopes,100000,1,3,3,0.3,10000,0.3,0.3,0,ohe,1.875171669,,,,,,,14,88.75990582
192,slopes,100000,1,3,3,0.3,10000,0.3,0.3,1,ohe,1.869834171,,,,,,,15,89.53193402
193,slopes,100000,1,3,3,0.3,10000,0.3,0.3,2,ohe,2.012513977,,,,,,,14,87.40512943
194,slopes,100000,1,3,3,0.3,10000,0.3,0.3,3,ohe,2.076424137,,,,,,,14,87.60608506
195,slopes,100000,1,3,3,0.3,10000,0.3,0.3,4,ohe,1.96551593,,,,,,,12,81.10140538
196,slopes,100000,1,3,3,3,10000,0.3,0.3,0,ohe,2.124095112,,,,,,,14,87.981112
197,slopes,100000,1,3,3,3,10000,0.3,0.3,1,ohe,1.912172343,,,,,,,13,84.59543347
198,slopes,100000,1,3,3,3,10000,0.3,0.3,2,ohe,1.83938867,,,,,,,15,90.31144094
199,slopes,100000,1,3,3,3,10000,0.3,0.3,3,ohe,1.960781453,,,,,,,14,88.58162904
200,slopes,100000,1,3,3,3,10000,0.3,0.3,4,ohe,1.953336384,,,,,,,14,87.87990355
201,slopes,100000,1,0.3,0.3,0.3,10000,0.3,0.3,0,rnn,1.370772896,,,,,,,102,1288.751391
202,slopes,100000,1,0.3,0.3,0.3,10000,0.3,0.3,1,rnn,1.387236704,,,,,,,89,1103.247157
203,slopes,100000,1,0.3,0.3,0.3,10000,0.3,0.3,2,rnn,1.422362343,,,,,,,80,1347.746433
204,slopes,100000,1,0.3,0.3,0.3,10000,0.3,0.3,3,rnn,1.43871256,,,,,,,120,1897.226272
205,slopes,100000,1,0.3,0.3,0.3,10000,0.3,0.3,4,rnn,1.392754618,,,,,,,131,2489.406656
206,slopes,100000,1,0.3,0.3,3,10000,0.3,0.3,0,rnn,1.408419427,,,,,,,86,1630.435761
207,slopes,100000,1,0.3,0.3,3,10000,0.3,0.3,1,rnn,1.45967438,,,,,,,114,2142.945376
208,slopes,100000,1,0.3,0.3,3,10000,0.3,0.3,2,rnn,1.45724422,,,,,,,120,2192.046443
209,slopes,100000,1,0.3,0.3,3,10000,0.3,0.3,3,rnn,1.433674211,,,,,,,110,2008.727777
210,slopes,100000,1,0.3,0.3,3,10000,0.3,0.3,4,rnn,1.416076101,,,,,,,119,1398.127446
211,slopes,100000,1,0.3,3,0.3,10000,0.3,0.3,0,rnn,1.494687299,,,,,,,96,2134.490655
212,slopes,100000,1,0.3,3,0.3,10000,0.3,0.3,1,rnn,1.608695816,,,,,,,98,1765.984341
213,slopes,100000,1,0.3,3,0.3,10000,0.3,0.3,2,rnn,1.680431491,,,,,,,199,3393.232035
214,slopes,100000,1,0.3,3,0.3,10000,0.3,0.3,3,rnn,1.563181815,,,,,,,101,1760.597028
215,slopes,100000,1,0.3,3,0.3,10000,0.3,0.3,4,rnn,1.577646695,,,,,,,98,1686.694122
216,slopes,100000,1,0.3,3,3,10000,0.3,0.3,0,rnn,1.645103203,,,,,,,116,2069.517324
217,slopes,100000,1,0.3,3,3,10000,0.3,0.3,1,rnn,1.628987696,,,,,,,117,2128.837148
218,slopes,100000,1,0.3,3,3,10000,0.3,0.3,2,rnn,1.574476944,,,,,,,121,1589.37231
219,slopes,100000,1,0.3,3,3,10000,0.3,0.3,3,rnn,1.692073327,,,,,,,92,1544.391378
220,slopes,100000,1,0.3,3,3,10000,0.3,0.3,4,rnn,1.594193135,,,,,,,87,1649.390522
221,slopes,100000,1,3,0.3,0.3,10000,0.3,0.3,0,rnn,4.176197888,,,,,,,89,1615.902682
222,slopes,100000,1,3,0.3,0.3,10000,0.3,0.3,1,rnn,4.156327549,,,,,,,104,2102.91838
223,slopes,100000,1,3,0.3,0.3,10000,0.3,0.3,2,rnn,4.235466233,,,,,,,94,1901.053676
224,slopes,100000,1,3,0.3,0.3,10000,0.3,0.3,3,rnn,4.319354803,,,,,,,118,1943.668014
225,slopes,100000,1,3,0.3,0.3,10000,0.3,0.3,4,rnn,4.239091729,,,,,,,117,1468.380495
226,slopes,100000,1,3,0.3,3,10000,0.3,0.3,0,rnn,4.42344304,,,,,,,160,2908.979382
227,slopes,100000,1,3,0.3,3,10000,0.3,0.3,1,rnn,4.330313114,,,,,,,126,2301.969593
228,slopes,100000,1,3,0.3,3,10000,0.3,0.3,2,rnn,4.289885371,,,,,,,151,1726.699211
229,slopes,100000,1,3,0.3,3,10000,0.3,0.3,3,rnn,4.443503293,,,,,,,105,1833.164756
230,slopes,100000,1,3,0.3,3,10000,0.3,0.3,4,rnn,4.24865496,,,,,,,117,1828.568483
231,slopes,100000,1,3,3,0.3,10000,0.3,0.3,0,rnn,4.693140953,,,,,,,194,3269.339884
232,slopes,100000,1,3,3,0.3,10000,0.3,0.3,1,rnn,4.481473372,,,,,,,109,2009.403465
233,slopes,100000,1,3,3,0.3,10000,0.3,0.3,2,rnn,4.437889666,,,,,,,100,2120.356698
234,slopes,100000,1,3,3,0.3,10000,0.3,0.3,3,rnn,4.411257064,,,,,,,184,2243.122547
235,slopes,100000,1,3,3,0.3,10000,0.3,0.3,4,rnn,4.473506928,,,,,,,148,2814.070505
236,slopes,100000,1,3,3,3,10000,0.3,0.3,0,rnn,4.548044309,,,,,,,155,2689.921986
237,slopes,100000,1,3,3,3,10000,0.3,0.3,1,rnn,4.547772552,,,,,,,123,2220.265098
238,slopes,100000,1,3,3,3,10000,0.3,0.3,2,rnn,4.627816525,,,,,,,126,2187.917786
239,slopes,100000,1,3,3,3,10000,0.3,0.3,3,rnn,4.486391215,,,,,,,102,2308.296332
240,slopes,100000,1,3,3,3,10000,0.3,0.3,4,rnn,4.560365137,,,,,,,132,2886.699025
