,mode,N,sig2e,sig2b0,sig2b1,q0,experiment,exp_type,mse,sig2e_est,sig2b_est0,sig2b_est1,n_epochs,time
268,spatial_embedded,10000,1,1,1,1000,1,ohe,2.277685078,,,,41,11.04830217
269,spatial_embedded,10000,1,1,1,1000,1,lmm,1.411748861,1.284517288,0.807897031,,47,32.31383657
270,spatial_embedded,10000,1,1,1,1000,1,ignore,2.109408413,,,,84,17.53937745
271,spatial_embedded,10000,1,1,1,1000,1,embed,2.126291165,,,,99,30.02383518
272,spatial_embedded,10000,1,1,1,1000,2,ohe,2.465303421,,,,27,8.223927975
273,spatial_embedded,10000,1,1,1,1000,2,lmm,1.464219206,1.184851289,0.766776264,,49,34.55846691
274,spatial_embedded,10000,1,1,1,1000,2,ignore,2.134659465,,,,71,15.19987559
275,spatial_embedded,10000,1,1,1,1000,2,embed,2.237109086,,,,92,30.38490248
276,spatial_embedded,10000,1,1,1,1000,3,ohe,2.408006547,,,,35,10.59321284
277,spatial_embedded,10000,1,1,1,1000,3,lmm,1.426263259,1.163794041,0.722372949,,55,37.29157448
278,spatial_embedded,10000,1,1,1,1000,3,ignore,2.357870913,,,,49,11.57938576
279,spatial_embedded,10000,1,1,1,1000,3,embed,2.084419022,,,,65,22.27880478
280,spatial_embedded,10000,1,1,1,1000,4,ohe,2.5272896,,,,35,9.778829098
281,spatial_embedded,10000,1,1,1,1000,4,lmm,1.466155999,0.985668063,0.543608129,,67,47.01694369
282,spatial_embedded,10000,1,1,1,1000,4,ignore,1.945144915,,,,113,22.90773177
283,spatial_embedded,10000,1,1,1,1000,4,embed,3.016598612,,,,27,9.871970892
284,spatial_embedded,10000,1,1,10,1000,0,ohe,2.186984169,,,,34,9.717976093
285,spatial_embedded,10000,1,1,10,1000,0,lmm,1.252786885,0.894071877,0.524047434,,83,53.95843744
286,spatial_embedded,10000,1,1,10,1000,0,ignore,1.460219297,,,,86,17.58631682
287,spatial_embedded,10000,1,1,10,1000,0,embed,2.097911438,,,,85,25.46541548
288,spatial_embedded,10000,1,1,10,1000,1,ohe,2.462818022,,,,49,13.05701184
289,spatial_embedded,10000,1,1,10,1000,1,lmm,1.249804968,1.195827484,0.674929738,,51,34.85198116
290,spatial_embedded,10000,1,1,10,1000,1,ignore,1.426512217,,,,92,19.22854614
291,spatial_embedded,10000,1,1,10,1000,1,embed,2.041168383,,,,74,22.51768684
292,spatial_embedded,10000,1,1,10,1000,2,ohe,2.194524827,,,,37,10.58712506
293,spatial_embedded,10000,1,1,10,1000,2,lmm,1.21001755,1.08337605,0.582140982,,56,39.17332697
294,spatial_embedded,10000,1,1,10,1000,2,ignore,1.441136599,,,,79,16.69116211
295,spatial_embedded,10000,1,1,10,1000,2,embed,1.944555583,,,,87,26.59291101
296,spatial_embedded,10000,1,1,10,1000,3,ohe,2.249651517,,,,31,9.072236776
297,spatial_embedded,10000,1,1,10,1000,3,lmm,1.269291595,1.06063962,0.473445475,,69,45.74660993
298,spatial_embedded,10000,1,1,10,1000,3,ignore,1.41682871,,,,101,20.80553293
299,spatial_embedded,10000,1,1,10,1000,3,embed,1.956101492,,,,58,18.25277805
300,spatial_embedded,10000,1,1,10,1000,4,ohe,2.267572156,,,,36,10.26854801
301,spatial_embedded,10000,1,1,10,1000,4,lmm,1.256436625,1.221249342,0.486750752,,50,36.37820005
302,spatial_embedded,10000,1,1,10,1000,4,ignore,1.534426345,,,,69,14.74735379
303,spatial_embedded,10000,1,1,10,1000,4,embed,3.014309998,,,,28,9.94901371
304,spatial_embedded,10000,1,0.1,0.1,10000,0,ohe,2.251633323,,,,20,9.976777315
305,spatial_embedded,10000,1,0.1,0.1,10000,0,lmm,1.205883294,1.287169337,0.726535857,,72,47.16157341
306,spatial_embedded,10000,1,0.1,0.1,10000,0,ignore,1.342584542,,,,79,16.69280195
307,spatial_embedded,10000,1,0.1,0.1,10000,0,embed,3.053181596,,,,16,6.94984746
308,spatial_embedded,10000,1,0.1,0.1,10000,1,ohe,2.368814063,,,,14,8.054403067
309,spatial_embedded,10000,1,0.1,0.1,10000,1,lmm,1.238670936,1.321060181,0.716416776,,75,48.59943366
310,spatial_embedded,10000,1,0.1,0.1,10000,1,ignore,1.287046265,,,,64,13.66784406
311,spatial_embedded,10000,1,0.1,0.1,10000,1,embed,3.207142511,,,,16,6.821962357
312,spatial_embedded,10000,1,0.1,0.1,10000,2,ohe,2.500129556,,,,32,13.79060936
313,spatial_embedded,10000,1,0.1,0.1,10000,2,lmm,1.307069111,1.271502852,0.63060385,,74,48.49110031
314,spatial_embedded,10000,1,0.1,0.1,10000,2,ignore,1.343011361,,,,61,13.34440351
315,spatial_embedded,10000,1,0.1,0.1,10000,2,embed,3.559314068,,,,16,6.782486677
316,spatial_embedded,10000,1,0.1,0.1,10000,3,ohe,2.203989243,,,,19,9.446362257
317,spatial_embedded,10000,1,0.1,0.1,10000,3,lmm,1.239425328,1.313507795,0.604188502,,73,47.68970251
318,spatial_embedded,10000,1,0.1,0.1,10000,3,ignore,1.309494631,,,,75,15.31996703
319,spatial_embedded,10000,1,0.1,0.1,10000,3,embed,3.186030778,,,,15,6.346250534
320,spatial_embedded,10000,1,0.1,0.1,10000,4,ohe,2.486104323,,,,26,11.49127483
321,spatial_embedded,10000,1,0.1,0.1,10000,4,lmm,1.251156711,1.316545844,0.52905184,,85,52.81076217
322,spatial_embedded,10000,1,0.1,0.1,10000,4,ignore,1.329602396,,,,61,13.17717409
323,spatial_embedded,10000,1,0.1,0.1,10000,4,embed,3.553091357,,,,17,6.696987152
324,spatial_embedded,10000,1,0.1,1,10000,0,ohe,2.524643749,,,,20,9.49241662
325,spatial_embedded,10000,1,0.1,1,10000,0,lmm,1.248628523,1.2312361,0.666128337,,73,47.16677046
326,spatial_embedded,10000,1,0.1,1,10000,0,ignore,1.36562663,,,,58,12.28585744
327,spatial_embedded,10000,1,0.1,1,10000,0,embed,3.521550187,,,,15,6.373523474
328,spatial_embedded,10000,1,0.1,1,10000,1,ohe,2.249584662,,,,19,9.634046555
329,spatial_embedded,10000,1,0.1,1,10000,1,lmm,1.297539827,1.274585962,0.650465131,,69,44.92653561
330,spatial_embedded,10000,1,0.1,1,10000,1,ignore,1.369481364,,,,60,12.99782729
331,spatial_embedded,10000,1,0.1,1,10000,1,embed,3.407995909,,,,16,6.820141315
332,spatial_embedded,10000,1,0.1,1,10000,2,ohe,2.336194551,,,,19,9.701586962
333,spatial_embedded,10000,1,0.1,1,10000,2,lmm,1.279052378,1.259027958,0.690350592,,72,44.78013396
334,spatial_embedded,10000,1,0.1,1,10000,2,ignore,1.282265161,,,,80,15.9507606
335,spatial_embedded,10000,1,0.1,1,10000,2,embed,3.400442088,,,,17,6.902523518
336,spatial_embedded,10000,1,0.1,1,10000,3,ohe,2.467606666,,,,19,10.65878916
337,spatial_embedded,10000,1,0.1,1,10000,3,lmm,1.309797413,1.256572962,0.625003278,,69,43.81460428
338,spatial_embedded,10000,1,0.1,1,10000,3,ignore,1.319505538,,,,91,19.20128131
339,spatial_embedded,10000,1,0.1,1,10000,3,embed,3.442889113,,,,16,6.846632719
340,spatial_embedded,10000,1,0.1,1,10000,4,ohe,2.081687113,,,,19,9.277172804
341,spatial_embedded,10000,1,0.1,1,10000,4,lmm,1.314851627,1.251719594,0.683060765,,71,45.42647386
342,spatial_embedded,10000,1,0.1,1,10000,4,ignore,1.376193919,,,,74,15.56664252
343,spatial_embedded,10000,1,0.1,1,10000,4,embed,3.426952484,,,,16,6.611651659
344,spatial_embedded,10000,1,0.1,10,10000,0,ohe,2.452118728,,,,34,13.88965297
345,spatial_embedded,10000,1,0.1,10,10000,0,lmm,1.172826327,1.108570695,0.697048783,,71,44.86283326
346,spatial_embedded,10000,1,0.1,10,10000,0,ignore,1.300752659,,,,84,17.52273583
347,spatial_embedded,10000,1,0.1,10,10000,0,embed,3.322524391,,,,16,6.679432631
348,spatial_embedded,10000,1,0.1,10,10000,1,ohe,2.406119766,,,,28,12.11152506
349,spatial_embedded,10000,1,0.1,10,10000,1,lmm,1.195004479,1.23110795,0.728153586,,62,39.24225664
350,spatial_embedded,10000,1,0.1,10,10000,1,ignore,1.257990697,,,,82,16.77254081
351,spatial_embedded,10000,1,0.1,10,10000,1,embed,3.600866875,,,,16,6.474625826
352,spatial_embedded,10000,1,0.1,10,10000,2,ohe,2.564323235,,,,20,9.777323008
353,spatial_embedded,10000,1,0.1,10,10000,2,lmm,1.236132526,1.327533603,0.729404092,,44,30.26679111
354,spatial_embedded,10000,1,0.1,10,10000,2,ignore,1.296379681,,,,86,17.16504622
355,spatial_embedded,10000,1,0.1,10,10000,2,embed,3.284671815,,,,16,6.620639563
356,spatial_embedded,10000,1,0.1,10,10000,3,ohe,2.150418374,,,,19,9.509792805
357,spatial_embedded,10000,1,0.1,10,10000,3,lmm,1.158440565,1.119408011,0.607049227,,75,48.62230873
358,spatial_embedded,10000,1,0.1,10,10000,3,ignore,1.323043044,,,,93,19.14245439
359,spatial_embedded,10000,1,0.1,10,10000,3,embed,3.306293833,,,,17,7.03057456
360,spatial_embedded,10000,1,0.1,10,10000,4,ohe,2.396714524,,,,28,12.6555562
361,spatial_embedded,10000,1,0.1,10,10000,4,lmm,1.228877957,1.156318545,0.664464951,,71,46.31260157
362,spatial_embedded,10000,1,0.1,10,10000,4,ignore,1.3006034,,,,77,15.95143604
363,spatial_embedded,10000,1,0.1,10,10000,4,embed,3.290586655,,,,16,6.605998755
364,spatial_embedded,10000,1,1,0.1,10000,0,ohe,2.879678822,,,,22,10.62437272
365,spatial_embedded,10000,1,1,0.1,10000,0,lmm,2.026218822,1.873677254,0.794376314,,77,49.63687372
366,spatial_embedded,10000,1,1,0.1,10000,0,ignore,2.253513833,,,,93,19.51766586
367,spatial_embedded,10000,1,1,0.1,10000,0,embed,3.829211885,,,,17,7.036375761
368,spatial_embedded,10000,1,1,0.1,10000,1,ohe,2.911639397,,,,29,12.63597155
369,spatial_embedded,10000,1,1,0.1,10000,1,lmm,1.97131054,1.747549057,0.987559974,,76,49.22594333
370,spatial_embedded,10000,1,1,0.1,10000,1,ignore,2.276083725,,,,95,19.47212839
371,spatial_embedded,10000,1,1,0.1,10000,1,embed,4.024662548,,,,16,6.615148306
372,spatial_embedded,10000,1,1,0.1,10000,2,ohe,3.039245022,,,,22,10.594244
373,spatial_embedded,10000,1,1,0.1,10000,2,lmm,2.010201237,1.781362891,0.875244319,,66,43.29692888
374,spatial_embedded,10000,1,1,0.1,10000,2,ignore,2.407372228,,,,48,10.90051961
375,spatial_embedded,10000,1,1,0.1,10000,2,embed,3.85951642,,,,16,6.783039331
376,spatial_embedded,10000,1,1,0.1,10000,3,ohe,3.028228832,,,,40,15.52443767
377,spatial_embedded,10000,1,1,0.1,10000,3,lmm,2.023114226,1.682487726,0.816822052,,77,48.15576482
378,spatial_embedded,10000,1,1,0.1,10000,3,ignore,2.39630111,,,,54,11.63417196
379,spatial_embedded,10000,1,1,0.1,10000,3,embed,3.760464205,,,,16,6.710846901
380,spatial_embedded,10000,1,1,0.1,10000,4,ohe,3.22830162,,,,28,11.62278533
381,spatial_embedded,10000,1,1,0.1,10000,4,lmm,2.188975019,1.505984545,0.798970997,,79,48.69484591
382,spatial_embedded,10000,1,1,0.1,10000,4,ignore,2.379322707,,,,69,14.34587717
383,spatial_embedded,10000,1,1,0.1,10000,4,embed,3.735763953,,,,17,6.989250183
384,spatial_embedded,10000,1,1,1,10000,0,ohe,2.865346537,,,,26,11.41245842
385,spatial_embedded,10000,1,1,1,10000,0,lmm,1.406970802,1.079834461,0.780542552,,57,36.08683157
386,spatial_embedded,10000,1,1,1,10000,0,ignore,1.992631152,,,,75,14.98404217
387,spatial_embedded,10000,1,1,1,10000,0,embed,3.827200608,,,,17,6.90750742
388,spatial_embedded,10000,1,1,1,10000,1,ohe,3.037702699,,,,20,9.635923862
389,spatial_embedded,10000,1,1,1,10000,1,lmm,1.297349891,1.120732903,0.618412316,,59,37.49050689
390,spatial_embedded,10000,1,1,1,10000,1,ignore,2.328336082,,,,75,14.70993781
391,spatial_embedded,10000,1,1,1,10000,1,embed,3.730569628,,,,17,6.917621613
392,spatial_embedded,10000,1,1,1,10000,2,ohe,3.101641213,,,,25,11.03148675
393,spatial_embedded,10000,1,1,1,10000,2,lmm,1.432962098,0.956480443,0.593525827,,67,41.95235419
394,spatial_embedded,10000,1,1,1,10000,2,ignore,2.061842515,,,,82,16.41622043
395,spatial_embedded,10000,1,1,1,10000,2,embed,3.753356978,,,,15,6.143151522
396,spatial_embedded,10000,1,1,1,10000,3,ohe,3.248284862,,,,25,11.218045
397,spatial_embedded,10000,1,1,1,10000,3,lmm,1.461519978,1.289537787,0.595539272,,49,31.67661452
398,spatial_embedded,10000,1,1,1,10000,3,ignore,2.016771879,,,,88,17.65120006
399,spatial_embedded,10000,1,1,1,10000,3,embed,3.901276851,,,,16,6.407825708
400,spatial_embedded,10000,1,1,1,10000,4,ohe,2.950031455,,,,27,11.71235871
401,spatial_embedded,10000,1,1,1,10000,4,lmm,1.421563993,1.196123004,0.674236894,,54,36.19955969
402,spatial_embedded,10000,1,1,1,10000,4,ignore,2.002081597,,,,105,21.05180955
403,spatial_embedded,10000,1,1,1,10000,4,embed,3.404930634,,,,17,7.137480736
404,spatial_embedded,10000,1,1,10,10000,0,ohe,2.313856344,,,,21,10.35987473
405,spatial_embedded,10000,1,1,10,10000,0,lmm,1.154978637,1.144606948,0.620131075,,52,35.00370812
406,spatial_embedded,10000,1,1,10,10000,0,ignore,1.378186444,,,,56,11.86871672
407,spatial_embedded,10000,1,1,10,10000,0,embed,3.861544257,,,,15,6.364360571
408,spatial_embedded,10000,1,1,10,10000,1,ohe,2.777705313,,,,19,9.60403657
409,spatial_embedded,10000,1,1,10,10000,1,lmm,1.099289044,0.988604367,0.46463269,,68,44.30379319
410,spatial_embedded,10000,1,1,10,10000,1,ignore,1.353074876,,,,88,17.81489134
411,spatial_embedded,10000,1,1,10,10000,1,embed,3.637390284,,,,15,6.375193357
412,spatial_embedded,10000,1,1,10,10000,2,ohe,2.786321806,,,,31,13.41983867
413,spatial_embedded,10000,1,1,10,10000,2,lmm,1.276476819,1.180712223,0.502402484,,53,35.48347616
414,spatial_embedded,10000,1,1,10,10000,2,ignore,1.418006118,,,,71,14.69971514
415,spatial_embedded,10000,1,1,10,10000,2,embed,3.954059662,,,,16,6.58911562
416,spatial_embedded,10000,1,1,10,10000,3,ohe,3.010493873,,,,14,7.868947029
417,spatial_embedded,10000,1,1,10,10000,3,lmm,1.293825291,1.159565091,0.749263823,,50,33.84512186
418,spatial_embedded,10000,1,1,10,10000,3,ignore,1.454882762,,,,105,22.01283455
419,spatial_embedded,10000,1,1,10,10000,3,embed,3.778960729,,,,16,6.686050653
420,spatial_embedded,10000,1,1,10,10000,4,ohe,2.741821334,,,,22,10.43147182
421,spatial_embedded,10000,1,1,10,10000,4,lmm,1.207037739,1.137191772,0.588932633,,68,44.40406489
422,spatial_embedded,10000,1,1,10,10000,4,ignore,1.442130175,,,,80,16.86167693
423,spatial_embedded,10000,1,1,10,10000,4,embed,3.413484511,,,,16,6.604020357
424,spatial,10000,1,0.1,0.1,100,2,krig,2.777609172,2.835500544,0.094161588,0.033691682,0,2.537063114
425,spatial,10000,1,0.1,0.1,100,3,krig,2.951256092,2.890916029,0.109455712,2.788453443,0,3.240431515
426,spatial,10000,1,0.1,0.1,100,4,krig,2.818254814,2.747150647,0.127472332,0.971023014,0,3.253476866
427,spatial,10000,1,0.1,0.1,1000,1,krig,2.672133859,2.849461712,0.1454065,0.002777646,0,2.483152465
428,spatial,10000,1,0.1,0.1,1000,2,krig,2.744677197,2.911165619,0.084981825,1.765451215,0,3.289989281
429,spatial,10000,1,0.1,0.1,1000,3,krig,2.922695994,2.988416273,0.0246815,0.022428391,0,7.94794757
430,spatial,10000,1,0.1,1,100,1,krig,2.849217448,2.950773413,0.065203769,0.041523572,0,2.553632148
431,spatial,10000,1,0.1,1,100,2,krig,2.971063332,2.943952761,0.116171754,0.020117082,0,2.521591985
432,spatial,10000,1,0.1,1,100,4,krig,2.881338676,3.028139829,0.122658694,2.48548752,0,3.311968052
433,spatial,10000,1,0.1,1,1000,1,krig,2.799793116,2.706586826,0.205990823,9.49E-04,0,2.467442715
434,spatial,10000,1,0.1,1,1000,2,krig,2.962380325,2.836026264,0.107002728,0.028763748,0,4.499769584
435,spatial,10000,1,0.1,1,1000,3,krig,2.836755908,2.96341018,0.065844374,0.03207357,0,4.350996963
436,spatial,10000,1,0.1,1,1000,4,krig,2.911637441,2.801810324,0.082685864,0.672087214,0,3.258120116
437,spatial,10000,1,0.1,10,100,1,krig,3.21868163,2.810104386,0,4.314167439,0,2.472312435
438,spatial,10000,1,0.1,10,100,4,krig,3.215373023,2.752117442,0.230375419,14.84376872,0,3.232831883
439,spatial,10000,1,0.1,10,100,5,krig,2.783703207,2.961617506,0.079741365,0.017203072,0,2.469686083
440,spatial,10000,1,0.1,10,1000,1,krig,2.969651331,2.851356828,0.064168705,0.781103378,0,3.233333349
441,spatial,10000,1,0.1,10,1000,2,krig,2.966517631,2.929505154,0.109388371,0.010285898,0,3.477410916
442,spatial,10000,1,0.1,10,1000,3,krig,2.931969148,3.070400158,0,4.591835262,0,2.472495131
443,spatial,10000,1,0.1,10,1000,4,krig,2.84657183,2.831353451,0.110304028,4.090483795,0,3.226264381
444,spatial,10000,1,0.1,10,1000,5,krig,2.873324648,2.676928862,0.162737682,21.49597837,0,3.225123584
445,spatial,10000,1,1,0.1,1000,4,krig,3.097754002,2.826481394,0.956397517,0.025273339,0,4.235375285
446,spatial,10000,1,1,0.1,1000,5,krig,3.321372199,3.203803786,0.883215723,0.024498814,0,4.518570117
447,spatial,10000,1,1,1,100,1,krig,2.891417391,2.950028867,0.793107652,2.206755708,0,3.217116801
448,spatial,10000,1,1,1,100,2,krig,2.684997284,2.834118764,1.602829175,2.070338301,0,3.236875884
449,spatial,10000,1,1,1,100,3,krig,2.667234104,3.066925271,0.771340016,1.599198858,0,3.21845365
450,spatial,10000,1,1,1,100,4,krig,2.682245754,2.91033271,1.04320146,1.581793081,0,3.22410442
451,spatial,10000,1,1,1,100,5,krig,2.8719824,2.940906487,0.813872168,0.75767057,0,3.241425685
452,spatial,10000,1,1,1,1000,1,krig,3.077841045,3.059603463,0.948520888,1.862935797,0,3.229948334
453,spatial,10000,1,1,1,1000,2,krig,3.171824851,3.079726578,0.948754216,1.484609876,0,3.231339733
454,spatial,10000,1,1,1,1000,3,krig,2.999407731,2.732179962,0.914677536,1.08976777,0,3.236636364
455,spatial,10000,1,1,1,1000,4,krig,2.930048291,2.879652843,1.022284821,0.430206228,0,3.252102681
456,spatial,10000,1,1,1,1000,5,krig,3.172606406,2.860047386,1.082385054,0.028673906,0,3.65046647
457,spatial,10000,1,1,10,100,1,krig,2.899331379,2.775038984,1.002687316,5.826619788,0,3.237568482
458,spatial,10000,1,1,10,100,2,krig,2.758503928,2.89095583,1.520856781,12.0174911,0,3.2378907
459,spatial,10000,1,1,10,100,3,krig,2.933319064,2.850452082,0.712139911,5.931365474,0,3.233179398
460,spatial,10000,1,1,10,100,4,krig,3.005808534,2.971816921,0.723783299,12.75929925,0,3.237258283
461,spatial,10000,1,1,10,100,5,krig,3.158371157,2.960279392,0.645439856,8.099158667,0,3.229591699
462,spatial,10000,1,1,10,1000,1,krig,3.279290812,2.760381537,1.291439282,9.799444087,0,3.234757833
463,spatial,10000,1,1,10,1000,2,krig,3.014903733,2.856048518,0.587941245,7.156149402,0,3.341175667
464,spatial,10000,1,1,10,1000,3,krig,3.216704579,2.88960014,1.15537015,9.71526581,0,3.335662584
465,spatial,10000,1,1,10,1000,4,krig,2.987790819,2.947742863,1.288301834,12.77122031,0,3.356158535
466,spatial,10000,1,1,10,1000,5,krig,3.24590714,2.867600761,1.304869294,10.72900197,0,3.28484025
