,mode,N,sig2e,sig2b0_spatial,sig2b1_spatial,q_spatial,experiment,exp_type,mse,sig2e_est,sig2b_spatial_est0,sig2b_spatial_est1,n_epochs,time
324,spatial,100000,1,10,1,100,2,embed,2.029696329,,,,19,33.1187582
325,spatial,100000,1,10,1,100,3,ohe,1.90293107,,,,23,30.81951094
326,spatial,100000,1,10,1,100,3,ignore,2.301017728,,,,38,48.73548913
327,spatial,100000,1,10,1,100,3,embed,1.852620523,,,,35,60.19343734
328,spatial,100000,1,10,1,100,4,ohe,1.523848645,,,,34,44.77747536
329,spatial,100000,1,10,1,100,4,ignore,1.94200471,,,,52,65.66578746
330,spatial,100000,1,10,1,100,4,embed,1.683545523,,,,54,91.01562238
331,spatial,100000,1,10,1,1000,0,ohe,1.62271676,,,,19,33.53712797
332,spatial,100000,1,10,1,1000,0,ignore,3.908265997,,,,78,98.31714702
333,spatial,100000,1,10,1,1000,0,embed,1.77660877,,,,40,67.59905076
334,spatial,100000,1,10,1,1000,1,ohe,1.534278331,,,,18,31.85864615
335,spatial,100000,1,10,1,1000,1,ignore,3.386943801,,,,56,71.32789302
336,spatial,100000,1,10,1,1000,1,embed,1.788880491,,,,21,36.29998302
337,spatial,100000,1,10,1,1000,2,ohe,1.677040024,,,,29,48.9977634
338,spatial,100000,1,10,1,1000,2,ignore,3.285597141,,,,83,104.4299486
339,spatial,100000,1,10,1,1000,2,embed,1.951961497,,,,37,62.7779212
340,spatial,100000,1,10,1,1000,3,ohe,1.530750457,,,,37,60.67013073
341,spatial,100000,1,10,1,1000,3,ignore,3.574097859,,,,93,117.1864796
342,spatial,100000,1,10,1,1000,3,embed,1.5808065,,,,31,52.83371711
343,spatial,100000,1,10,1,1000,4,ohe,1.713715289,,,,18,32.29018259
344,spatial,100000,1,10,1,1000,4,ignore,3.182608938,,,,80,100.6593235
345,spatial,100000,1,10,1,1000,4,embed,1.640925265,,,,42,71.35943317
346,spatial,100000,1,10,1,10000,0,ohe,2.616098725,,,,29,132.5778184
347,spatial,100000,1,10,1,10000,0,ignore,3.931365177,,,,76,95.96275926
348,spatial,100000,1,10,1,10000,0,embed,2.889088457,,,,43,72.42920732
349,spatial,100000,1,10,1,10000,1,ohe,2.10874298,,,,18,100.0023196
350,spatial,100000,1,10,1,10000,1,ignore,4.164662951,,,,49,62.33832002
351,spatial,100000,1,10,1,10000,1,embed,2.184998802,,,,21,36.3654511
352,spatial,100000,1,10,1,10000,2,ohe,2.481345155,,,,18,100.0182977
353,spatial,100000,1,10,1,10000,2,ignore,3.822243811,,,,71,89.66195965
354,spatial,100000,1,10,1,10000,2,embed,2.727293239,,,,38,64.80573821
355,spatial,100000,1,10,1,10000,3,ohe,2.190028829,,,,20,107.1438856
356,spatial,100000,1,10,1,10000,3,ignore,3.691341272,,,,46,58.86997914
357,spatial,100000,1,10,1,10000,3,embed,2.170514505,,,,24,41.31920695
358,spatial,100000,1,10,1,10000,4,ohe,2.340921473,,,,26,124.5356541
359,spatial,100000,1,10,1,10000,4,ignore,4.515324397,,,,39,50.13592434
360,spatial,100000,1,10,1,10000,4,embed,2.546696525,,,,30,51.1960032
361,spatial,100000,1,10,10,100,0,ohe,1.656652061,,,,19,25.55392861
362,spatial,100000,1,10,10,100,0,ignore,1.730580229,,,,30,38.30929232
363,spatial,100000,1,10,10,100,0,embed,1.52755736,,,,47,78.86831379
364,spatial,100000,1,10,10,100,1,ohe,1.653671333,,,,19,25.72366261
365,spatial,100000,1,10,10,100,1,ignore,1.648048697,,,,56,69.71616936
366,spatial,100000,1,10,10,100,1,embed,1.659556029,,,,39,65.69754744
367,spatial,100000,1,10,10,100,2,ohe,1.518230454,,,,17,22.9452033
368,spatial,100000,1,10,10,100,2,ignore,1.649128002,,,,29,37.65145016
369,spatial,100000,1,10,10,100,2,embed,1.403135756,,,,55,94.25139761
370,spatial,100000,1,10,10,100,3,ohe,1.587950013,,,,38,50.05487227
371,spatial,100000,1,10,10,100,3,ignore,1.621293571,,,,56,70.71499205
372,spatial,100000,1,10,10,100,3,embed,1.746138576,,,,51,86.48128128
373,spatial,100000,1,10,10,100,4,ohe,1.433254603,,,,28,36.9900012
374,spatial,100000,1,10,10,100,4,ignore,1.495989492,,,,36,45.7266407
375,spatial,100000,1,10,10,100,4,embed,1.457432694,,,,22,37.7028172
376,spatial,100000,1,10,10,1000,0,ohe,1.542362969,,,,31,51.41046524
377,spatial,100000,1,10,10,1000,0,ignore,1.683264031,,,,30,39.05041814
378,spatial,100000,1,10,10,1000,0,embed,1.568983639,,,,26,44.70678568
379,spatial,100000,1,10,10,1000,1,ohe,1.608226412,,,,35,57.27508521
380,spatial,100000,1,10,10,1000,1,ignore,1.857498126,,,,35,44.56825781
381,spatial,100000,1,10,10,1000,1,embed,1.74994328,,,,20,35.00119376
382,spatial,100000,1,10,10,1000,2,ohe,1.651514157,,,,18,31.83737707
383,spatial,100000,1,10,10,1000,2,ignore,1.950682788,,,,36,45.76696491
384,spatial,100000,1,10,10,1000,2,embed,2.019251956,,,,31,52.47261858
385,spatial,100000,1,10,10,1000,3,ohe,1.757225924,,,,19,33.8758862
386,spatial,100000,1,10,10,1000,3,ignore,1.50646663,,,,46,58.07199526
387,spatial,100000,1,10,10,1000,3,embed,1.881154592,,,,26,44.24225521
388,spatial,100000,1,10,10,1000,4,ohe,1.563755877,,,,37,60.49934053
389,spatial,100000,1,10,10,1000,4,ignore,1.643706043,,,,40,50.69552684
390,spatial,100000,1,10,10,1000,4,embed,1.847860532,,,,22,37.86917162
391,spatial,100000,1,10,10,10000,0,ohe,2.187999034,,,,20,105.178282
392,spatial,100000,1,10,10,10000,0,ignore,1.67466754,,,,55,69.80268621
393,spatial,100000,1,10,10,10000,0,embed,2.137818351,,,,36,60.79091144
394,spatial,100000,1,10,10,10000,1,ohe,2.244249968,,,,26,123.9894485
395,spatial,100000,1,10,10,10000,1,ignore,1.939738913,,,,32,40.84196782
396,spatial,100000,1,10,10,10000,1,embed,2.459454047,,,,56,93.7149272
397,spatial,100000,1,10,10,10000,2,ohe,2.023556984,,,,17,96.59307313
398,spatial,100000,1,10,10,10000,2,ignore,1.709378301,,,,45,57.37200308
399,spatial,100000,1,10,10,10000,2,embed,2.079256992,,,,27,46.71702433
400,spatial,100000,1,10,10,10000,3,ohe,2.088299348,,,,19,102.449064
401,spatial,100000,1,10,10,10000,3,ignore,1.72671477,,,,31,39.77494812
402,spatial,100000,1,10,10,10000,3,embed,2.08123653,,,,20,34.51196194
403,spatial,100000,1,10,10,10000,4,ohe,2.150846304,,,,29,132.4078577
404,spatial,100000,1,10,10,10000,4,ignore,1.850540236,,,,33,42.56345153
405,spatial,100000,1,10,10,10000,4,embed,2.247140282,,,,31,53.56840777
406,spatial,100000,1,0.1,0.1,100,0,lmm,1.092862174,1.1131852,0.109356135,0.007790289,47,167.4383876
407,spatial,100000,1,0.1,0.1,100,1,lmm,1.130703999,1.1499199,0.09411667,0.73680156,31,105.701031
408,spatial,100000,1,0.1,0.1,100,2,lmm,1.123009661,1.1243666,0.14242971,0.6894672,55,176.339128
409,spatial,100000,1,0.1,0.1,100,3,lmm,1.046442514,1.1091591,0.14543326,0.15850094,84,261.3715103
410,spatial,100000,1,0.1,0.1,100,4,lmm,1.122303388,1.127462,0.091048464,1.9712048,56,179.3847101
411,spatial,100000,1,0.1,0.1,1000,0,lmm,1.109509639,1.1109667,0.10848057,0.000489391,58,186.1140924
412,spatial,100000,1,0.1,0.1,1000,1,lmm,1.153643632,1.140572,0.1017053,0.8121523,51,165.4097927
413,spatial,100000,1,0.1,0.1,1000,2,lmm,1.15706566,1.1175088,0.0991962,0.38684225,60,191.2311733
414,spatial,100000,1,0.1,0.1,1000,3,lmm,1.120169494,1.1118338,0.10372942,0.055756096,51,168.322315
415,spatial,100000,1,0.1,0.1,1000,4,lmm,1.133258435,1.1242671,0.09529211,0.0996914,43,143.0005808
416,spatial,100000,1,0.1,1,100,0,lmm,1.134799187,1.1508987,0.12771751,1.947125,37,123.0976965
417,spatial,100000,1,0.1,1,100,1,lmm,1.077603164,1.1095407,0.10563037,2.7463596,47,150.2981954
418,spatial,100000,1,0.1,1,100,2,lmm,1.141266012,1.1216012,0.15244018,0.74012285,51,163.5783808
419,spatial,100000,1,0.1,1,100,3,lmm,1.111179926,1.1452091,0.09118908,2.161739,42,137.4724312
420,spatial,100000,1,0.1,1,100,4,lmm,1.096619035,1.1265094,0.09530171,1.2309871,37,120.9930682
421,spatial,100000,1,0.1,1,1000,0,lmm,1.094595796,1.1094232,0.1101969,1.1833371,58,184.3731494
422,spatial,100000,1,0.1,1,1000,1,lmm,1.149955011,1.1333709,0.08883077,0.924233,39,127.2580004
423,spatial,100000,1,0.1,1,1000,2,lmm,1.080028789,1.110962,0.10714446,0.8035103,64,203.7276647
424,spatial,100000,1,0.1,1,1000,3,lmm,1.090385692,1.1118679,0.112588406,1.1753379,59,190.9278553
425,spatial,100000,1,0.1,1,1000,4,lmm,1.103879267,1.1231537,0.09732097,1.4950035,51,164.8515241
426,spatial,100000,1,0.1,10,100,0,lmm,1.062778018,1.1260172,0.15879449,4.0132594,58,186.9208708
427,spatial,100000,1,0.1,10,100,1,lmm,1.092427136,1.1263213,0.14696756,2.17108,42,139.3030803
428,spatial,100000,1,0.1,10,100,2,lmm,1.079963971,1.0984378,0.15359248,2.1451943,50,161.5049427
429,spatial,100000,1,0.1,10,100,3,lmm,1.163402328,1.145183,0.028228985,1.9696714,30,101.9620049
430,spatial,100000,1,0.1,10,100,4,lmm,1.103540238,1.1305339,0.14753383,0.48488948,43,139.9455938
431,spatial,100000,1,0.1,10,1000,0,lmm,1.141309406,1.1601717,0.13391544,2.2930248,19,69.37311053
432,spatial,100000,1,0.1,10,1000,1,lmm,1.125372426,1.142013,0.18193378,4.386502,38,126.6232996
433,spatial,100000,1,0.1,10,1000,2,lmm,1.150627973,1.1773472,0.082805924,3.1524634,24,84.07350636
434,spatial,100000,1,0.1,10,1000,3,lmm,1.097737115,1.1075246,0.04796409,1.7424145,54,174.8435221
435,spatial,100000,1,0.1,10,1000,4,lmm,1.108272366,1.1494883,0.16704233,3.993472,35,117.7160962
436,spatial,100000,1,1,0.1,100,0,lmm,1.104264328,1.1149294,1.02602,1.0027058,52,166.4013884
437,spatial,100000,1,1,0.1,100,1,lmm,1.183687533,1.1270723,0.84593713,2.312556,29,98.8393724
438,spatial,100000,1,1,0.1,100,2,lmm,1.130704048,1.1265105,1.1998838,1.1353704,32,108.0210314
439,spatial,100000,1,1,0.1,100,3,lmm,1.167428361,1.1691113,0.8188567,1.0039994,27,92.20117068
440,spatial,100000,1,1,0.1,100,4,lmm,1.103458381,1.1163619,0.5975913,0.98763025,52,165.8505924
441,spatial,100000,1,1,0.1,1000,0,lmm,1.205603551,1.1236752,1.0711546,0.004428307,56,215.5290399
442,spatial,100000,1,1,0.1,1000,1,lmm,1.215964418,1.1111792,1.0556647,0.5038773,42,138.6196406
443,spatial,100000,1,1,0.1,1000,2,lmm,1.546260424,1.1028976,0.9694377,1.2767822,59,189.3377192
444,spatial,100000,1,1,0.1,1000,3,lmm,1.183716251,1.1309443,0.9212663,0.14714822,43,142.0623076
445,spatial,100000,1,1,0.1,1000,4,lmm,1.307416657,1.1288915,0.95082426,0.48817274,39,130.6422625
446,spatial,100000,1,1,1,100,0,lmm,1.10165282,1.132476,0.7319815,1.3900121,35,118.498028
447,spatial,100000,1,1,1,100,1,lmm,1.117535522,1.123149,0.61310077,1.4521452,41,135.2108974
448,spatial,100000,1,1,1,100,2,lmm,1.096223139,1.1398618,1.1942999,0.7981776,39,129.171741
449,spatial,100000,1,1,1,100,3,lmm,1.06801781,1.134164,1.0970913,1.7202594,43,141.7767982
450,spatial,100000,1,1,1,100,4,lmm,1.110684387,1.1262612,1.0073208,0.18222532,52,169.031363
451,spatial,100000,1,1,1,1000,0,lmm,1.113476007,1.0905157,1.1663642,1.7584581,80,250.0735912
452,spatial,100000,1,1,1,1000,1,lmm,1.152047119,1.1229808,1.2797087,0.7695886,48,155.947495
453,spatial,100000,1,1,1,1000,2,lmm,1.11556818,1.118353,0.9503992,0.71522313,45,149.3790128
454,spatial,100000,1,1,1,1000,3,lmm,1.101402281,1.127129,1.1734114,1.2075406,44,149.1145306
455,spatial,100000,1,1,1,1000,4,lmm,1.183176194,1.1252995,0.9514433,3.0192535,57,190.7536027
456,spatial,100000,1,1,10,100,0,lmm,1.168991541,1.1222892,1.6558021,2.82547,47,157.1054039
457,spatial,100000,1,1,10,100,1,lmm,1.095246519,1.0941346,0.64917225,3.367134,59,190.9471612
458,spatial,100000,1,1,10,100,2,lmm,1.10624421,1.1288471,0.9354965,2.6595833,38,127.480155
459,spatial,100000,1,1,10,100,3,lmm,1.066123803,1.1187366,0.80483305,3.7684975,47,156.1549239
460,spatial,100000,1,1,10,100,4,lmm,1.102199172,1.1289842,0.5243544,2.606308,43,145.4547565
461,spatial,100000,1,1,10,1000,0,lmm,1.082142985,1.120378,0.9050727,4.300345,40,140.7560422
462,spatial,100000,1,1,10,1000,1,lmm,1.109882403,1.1239092,0.5407624,4.0094237,37,130.9152915
463,spatial,100000,1,1,10,1000,2,lmm,1.131152937,1.0989416,0.67971605,5.568629,57,189.2601337
464,spatial,100000,1,1,10,1000,3,lmm,1.085642519,1.119684,0.8582,5.0133553,38,131.136318
465,spatial,100000,1,1,10,1000,4,lmm,1.088413045,1.110635,0.71757865,5.753121,46,154.5382938
466,spatial,100000,1,10,0.1,100,0,lmm,1.091154011,1.0898997,7.917702,0.025216019,83,390.9640095
467,spatial,100000,1,10,0.1,100,1,lmm,1.091482467,1.1569581,7.7181163,0.44695613,33,112.8896153
468,spatial,100000,1,10,0.1,100,2,lmm,1.096147896,1.1217475,8.01111,0.09439816,47,157.2450492
469,spatial,100000,1,10,0.1,100,3,lmm,1.083382453,1.1197388,9.206143,0.10324785,63,207.7756007
470,spatial,100000,1,10,0.1,100,4,lmm,1.110006674,1.1341136,7.5011005,1.8248781,40,136.3211334
471,spatial,100000,1,10,0.1,1000,0,lmm,1.273766382,1.1067258,9.080379,1.00E-05,55,184.9910564
472,spatial,100000,1,10,0.1,1000,1,lmm,1.184497801,1.1216713,8.950862,0.14993562,36,125.5060794
473,spatial,100000,1,10,0.1,1000,2,lmm,1.22543976,1.1291397,8.153733,0.004866589,35,169.1628318
474,spatial,100000,1,10,0.1,1000,3,lmm,1.250050806,1.1078013,9.686259,0.1735689,52,174.9488933
475,spatial,100000,1,10,0.1,1000,4,lmm,1.269385672,1.1007773,9.098523,0.26485005,66,217.5529211
476,spatial,100000,1,10,1,100,0,lmm,1.07747519,1.095005,8.485404,0.037157763,60,244.7654176
477,spatial,100000,1,10,1,100,1,lmm,1.0724214,1.1132803,10.557099,1.7063836,58,187.9610846
478,spatial,100000,1,10,1,100,2,lmm,1.105678738,1.1366272,6.285591,0.42939427,27,94.86692476
479,spatial,100000,1,10,1,100,3,lmm,1.074832395,1.1334993,10.485848,0.8925697,48,158.12901
480,spatial,100000,1,10,1,100,4,lmm,1.10183945,1.1279484,6.1537123,2.0067523,31,107.1442466
481,spatial,100000,1,10,1,1000,0,lmm,1.095908835,1.1173866,11.355903,0.9685401,75,244.1974957
482,spatial,100000,1,10,1,1000,1,lmm,1.120561536,1.1177318,10.23259,1.1547375,59,196.5687351
483,spatial,100000,1,10,1,1000,2,lmm,1.124144094,1.1215941,8.255068,0.74571306,46,158.3961854
484,spatial,100000,1,10,1,1000,3,lmm,1.170078097,1.1001644,8.534187,0.552217,68,228.2786067
485,spatial,100000,1,10,1,1000,4,lmm,1.171066733,1.1258,7.8394723,0.89857674,41,140.7532876
486,spatial,100000,1,10,10,100,0,lmm,1.123562014,1.1408447,9.924603,2.6049323,43,148.3793552
487,spatial,100000,1,10,10,100,1,lmm,1.092171241,1.1277738,3.8423135,2.6233127,45,151.1441793
488,spatial,100000,1,10,10,100,2,lmm,1.097054946,1.1135137,6.7232113,1.9984555,52,176.3803411
489,spatial,100000,1,10,10,100,3,lmm,1.111019503,1.1311765,7.6243625,3.135802,45,148.1864014
490,spatial,100000,1,10,10,100,4,lmm,1.118194082,1.1226385,7.0732265,3.0488307,58,189.6793454
491,spatial,100000,1,10,10,1000,0,lmm,1.145888777,1.1272801,7.327397,3.808453,40,135.8962903
492,spatial,100000,1,10,10,1000,1,lmm,1.072935386,1.1086699,11.942067,6.464088,46,153.4730542
493,spatial,100000,1,10,10,1000,2,lmm,1.145942819,1.1236327,3.7916005,3.7458568,44,145.4584203
494,spatial,100000,1,10,10,1000,3,lmm,1.136319826,1.131482,6.5444913,4.7077456,39,133.1380994
495,spatial,100000,1,10,10,1000,4,lmm,1.107425253,1.1192601,3.0969753,3.8310616,43,146.8580146
496,spatial,100000,1,0.1,0.1,10000,0,lmm,1.181083169,1.1308566,0.11147997,0.15113516,56,229.1857119
497,spatial,100000,1,0.1,0.1,10000,1,lmm,1.158725521,1.1247724,0.105205454,0.07226578,56,222.8664219
498,spatial,100000,1,0.1,0.1,10000,2,lmm,1.154654637,1.1357111,0.11192476,0.08937269,31,134.4677444
499,spatial,100000,1,0.1,0.1,10000,3,lmm,1.17547779,1.1501092,0.094669,0.13130683,41,167.9752307
500,spatial,100000,1,0.1,0.1,10000,4,lmm,1.194543601,1.1191838,0.10323245,0.15492377,51,203.6913354
501,spatial,100000,1,0.1,1,10000,0,lmm,1.083133169,1.1348269,0.07606496,0.7376389,62,248.3212869
502,spatial,100000,1,0.1,1,10000,1,lmm,1.139211718,1.1277303,0.08789,0.80000436,65,252.131335
503,spatial,100000,1,0.1,1,10000,2,lmm,1.076871735,1.1084762,0.08467951,0.64897555,79,295.9305325
504,spatial,100000,1,0.1,1,10000,3,lmm,1.100964635,1.117009,0.13038322,1.893612,52,208.496038
505,spatial,100000,1,0.1,1,10000,4,lmm,1.113029388,1.1437497,0.10631329,1.3020288,35,149.5242546
506,spatial,100000,1,0.1,10,10000,0,lmm,1.115663146,1.1145766,0.136796,8.116705,42,174.2672043
507,spatial,100000,1,0.1,10,10000,1,lmm,1.10151906,1.1345863,0.06632745,5.4307823,56,215.8792665
508,spatial,100000,1,0.1,10,10000,2,lmm,1.166776686,1.124916,0.07955624,5.98647,29,128.4301257
509,spatial,100000,1,0.1,10,10000,3,lmm,1.064224631,1.118395,0.15772368,13.496987,52,202.7566688
510,spatial,100000,1,0.1,10,10000,4,lmm,1.171364587,1.1681662,0.108367905,5.526842,29,129.536623
511,spatial,100000,1,1,0.1,10000,0,lmm,1.249601055,1.1067326,0.9398518,0.102719836,92,330.9348056
512,spatial,100000,1,1,0.1,10000,1,lmm,1.282784334,1.1246119,0.96383137,0.108872525,59,220.9700055
513,spatial,100000,1,1,0.1,10000,2,lmm,1.358966154,1.1531429,0.96902645,0.117090754,36,144.5531645
514,spatial,100000,1,1,0.1,10000,3,lmm,1.27272118,1.1204691,1.0060542,0.08556163,62,225.2677727
515,spatial,100000,1,1,0.1,10000,4,lmm,1.330612128,1.1477021,1.0423297,0.08619401,26,114.8813808
516,spatial,100000,1,1,1,10000,0,lmm,1.145639825,1.153634,0.9235981,0.67516315,32,132.6566284
517,spatial,100000,1,1,1,10000,1,lmm,1.118600481,1.1329651,0.94443154,0.76225936,45,172.9721169
518,spatial,100000,1,1,1,10000,2,lmm,1.157962377,1.1438781,0.9997865,1.1153686,28,120.5148454
519,spatial,100000,1,1,1,10000,3,lmm,1.160434405,1.139452,0.83905387,0.7716909,49,186.1049955
520,spatial,100000,1,1,1,10000,4,lmm,1.205343052,1.1607821,0.8611707,0.8484491,27,118.3446002
521,spatial,100000,1,1,10,10000,0,lmm,1.062957674,1.1342605,2.0289106,11.223763,34,138.5462742
522,spatial,100000,1,1,10,10000,1,lmm,1.114208203,1.0971781,1.0372512,8.493293,56,206.4757349
523,spatial,100000,1,1,10,10000,2,lmm,1.08184198,1.0934421,0.7747891,7.16163,80,275.3481848
524,spatial,100000,1,1,10,10000,3,lmm,1.120497075,1.1280409,0.681193,8.391154,48,180.5616646
525,spatial,100000,1,1,10,10000,4,lmm,1.087876657,1.1083344,1.1321832,8.179805,61,224.8438265
526,spatial,100000,1,10,0.1,10000,0,lmm,1.569961868,1.1233155,9.7787895,0.13365765,44,173.5492189
527,spatial,100000,1,10,0.1,10000,1,lmm,1.557321308,1.1245822,10.61563,0.10482983,44,173.6503732
528,spatial,100000,1,10,0.1,10000,2,lmm,1.540069137,1.137216,10.457903,0.106438674,34,142.1943109
529,spatial,100000,1,10,0.1,10000,3,lmm,1.649947,1.1313679,9.929118,0.102277465,36,147.4096992
530,spatial,100000,1,10,0.1,10000,4,lmm,1.532360243,1.1377419,9.792525,0.081867844,45,174.7690065
531,spatial,100000,1,10,1,10000,0,lmm,1.111567803,1.1323731,9.631354,1.0511711,39,156.5009522
532,spatial,100000,1,10,1,10000,1,lmm,1.16725954,1.1126126,7.088233,0.9396393,49,186.3584616
533,spatial,100000,1,10,1,10000,2,lmm,1.188046156,1.1099005,10.948462,1.0166273,33,137.7815325
534,spatial,100000,1,10,1,10000,3,lmm,1.171827441,1.1440119,10.471933,1.2276376,50,191.2513375
535,spatial,100000,1,10,1,10000,4,lmm,1.128481841,1.1184223,6.883468,0.72185445,53,199.4346998
536,spatial,100000,1,10,10,10000,0,lmm,1.112356218,1.1106181,5.02843,5.85981,43,167.1162446
537,spatial,100000,1,10,10,10000,1,lmm,1.105158424,1.1160219,5.739873,7.3128877,37,149.6361229
538,spatial,100000,1,10,10,10000,2,lmm,1.121412577,1.1036823,10.9712,8.09601,53,195.5488429
539,spatial,100000,1,10,10,10000,3,lmm,1.158914479,1.1043589,8.92286,9.234275,64,226.3972204
540,spatial,100000,1,10,10,10000,4,lmm,1.112645855,1.1038318,16.450266,10.675938,56,202.628582
541,spatial_embedded,100000,1,0.1,0.1,100,0,lmm_embed,1.23078773,1.2247505,0.601634443,,41,161.8052635
542,spatial_embedded,100000,1,0.1,0.1,100,1,lmm_embed,1.151204936,1.2019477,0.249017358,,40,155.6210394
543,spatial_embedded,100000,1,0.1,0.1,100,2,lmm_embed,1.214025861,1.2363251,0.742618978,,47,183.327554
544,spatial_embedded,100000,1,0.1,0.1,100,3,lmm_embed,1.242784179,1.2444822,0.39257744,,23,93.30864024
545,spatial_embedded,100000,1,0.1,0.1,100,4,lmm_embed,1.254315399,1.2555491,0.677129507,,31,123.4463367
546,spatial_embedded,100000,1,0.1,0.1,1000,0,lmm_embed,1.160354333,1.2261925,0.536536217,,46,175.417196
547,spatial_embedded,100000,1,0.1,0.1,1000,1,lmm_embed,1.148942907,1.2126074,0.798811913,,73,277.8027656
548,spatial_embedded,100000,1,0.1,0.1,1000,2,lmm_embed,1.228332667,1.2688006,0.76262629,,32,127.6557684
549,spatial_embedded,100000,1,0.1,0.1,1000,3,lmm_embed,1.20865051,1.2234247,0.539165914,,44,170.0702758
550,spatial_embedded,100000,1,0.1,0.1,1000,4,lmm_embed,1.24341803,1.215168,0.68886894,,76,288.5905697
551,spatial_embedded,100000,1,0.1,0.1,10000,0,lmm_embed,1.191897472,1.2057534,0.662227809,,91,341.7172799
552,spatial_embedded,100000,1,0.1,0.1,10000,1,lmm_embed,1.234999058,1.2567588,0.713591456,,28,112.7272322
553,spatial_embedded,100000,1,0.1,0.1,10000,2,lmm_embed,1.24498919,1.2782321,0.601365507,,22,91.08839512
554,spatial_embedded,100000,1,0.1,0.1,10000,3,lmm_embed,1.248288296,1.223673,0.776233196,,49,186.4976707
555,spatial_embedded,100000,1,0.1,0.1,10000,4,lmm_embed,1.231295595,1.2313952,0.762016237,,34,134.6043241
556,spatial_embedded,100000,1,0.1,1,100,0,lmm_embed,1.097888549,1.1369425,0.104286015,,45,174.9315951
557,spatial_embedded,100000,1,0.1,1,100,1,lmm_embed,1.152780787,1.1334575,0.161519364,,44,170.947367
558,spatial_embedded,100000,1,0.1,1,100,2,lmm_embed,1.109829734,1.1298817,0.098918252,,45,175.6303561
559,spatial_embedded,100000,1,0.1,1,100,3,lmm_embed,1.113677298,1.1700386,0.224092349,,68,257.3384814
560,spatial_embedded,100000,1,0.1,1,100,4,lmm_embed,1.176546423,1.22289,0.277900547,,29,116.0709183
561,spatial_embedded,100000,1,0.1,1,1000,0,lmm_embed,1.212838,1.232526,0.796996176,,39,151.516897
562,spatial_embedded,100000,1,0.1,1,1000,1,lmm_embed,1.082859517,1.1055351,0.122555293,,80,303.9034519
563,spatial_embedded,100000,1,0.1,1,1000,2,lmm_embed,1.235130559,1.2487113,0.524555922,,43,167.4526637
564,spatial_embedded,100000,1,0.1,1,1000,3,lmm_embed,1.173311731,1.1796205,0.186386034,,50,194.3580225
565,spatial_embedded,100000,1,0.1,1,1000,4,lmm_embed,1.23176831,1.2508353,0.404206157,,44,173.6866853
566,spatial_embedded,100000,1,0.1,1,10000,0,lmm_embed,1.180979003,1.231272,0.44021365,,47,181.004107
567,spatial_embedded,100000,1,0.1,1,10000,1,lmm_embed,1.224278275,1.2510238,0.373355925,,22,90.10578132
568,spatial_embedded,100000,1,0.1,1,10000,2,lmm_embed,1.241602584,1.1810048,0.28611505,,25,100.6037889
569,spatial_embedded,100000,1,0.1,1,10000,3,lmm_embed,1.240317929,1.2472897,0.27145654,,24,98.51461649
570,spatial_embedded,100000,1,0.1,1,10000,4,lmm_embed,1.246343012,1.2667829,0.598267078,,20,82.30564451
571,spatial_embedded,100000,1,0.1,10,100,0,lmm_embed,1.130522372,1.153797,0.313928246,,25,101.3295891
572,spatial_embedded,100000,1,0.1,10,100,1,lmm_embed,1.10974466,1.1274847,0.177238464,,53,203.5512714
573,spatial_embedded,100000,1,0.1,10,100,2,lmm_embed,1.081703169,1.1250514,0.101348117,,66,250.3889251
574,spatial_embedded,100000,1,0.1,10,100,3,lmm_embed,1.100042261,1.1340472,0.180490583,,36,140.9409056
575,spatial_embedded,100000,1,0.1,10,100,4,lmm_embed,1.156852819,1.1589199,0.305389374,,29,116.578325
576,spatial_embedded,100000,1,0.1,10,1000,0,lmm_embed,1.108204352,1.1191167,0.136002198,,59,226.3897846
577,spatial_embedded,100000,1,0.1,10,1000,1,lmm_embed,1.183898756,1.1554848,0.076051161,,38,148.4116018
578,spatial_embedded,100000,1,0.1,10,1000,2,lmm_embed,1.087602648,1.1101161,0.111787319,,100,378.5474112
579,spatial_embedded,100000,1,0.1,10,1000,3,lmm_embed,1.107716737,1.1143149,0.076139495,,63,250.1641991
580,spatial_embedded,100000,1,0.1,10,1000,4,lmm_embed,1.105367953,1.1277013,0.187742442,,50,200.6045823
581,spatial_embedded,100000,1,0.1,10,10000,0,lmm_embed,1.075967084,1.15372,0.078265399,,45,175.4190996
582,spatial_embedded,100000,1,0.1,10,10000,1,lmm_embed,1.133180456,1.1410693,0.106571801,,37,147.1394758
583,spatial_embedded,100000,1,0.1,10,10000,2,lmm_embed,1.111705122,1.1356618,0.281748176,,37,145.0912201
584,spatial_embedded,100000,1,0.1,10,10000,3,lmm_embed,1.104030128,1.1531205,0.118435219,,31,121.2067549
585,spatial_embedded,100000,1,0.1,10,10000,4,lmm_embed,1.106383312,1.1267542,0.222481102,,39,151.3849416
586,spatial_embedded,100000,1,1,0.1,100,0,lmm_embed,1.113518367,1.1211088,0.240793601,,38,147.3375292
587,spatial_embedded,100000,1,1,0.1,100,1,lmm_embed,1.146852263,1.1441951,0.080552556,,29,115.9569769
588,spatial_embedded,100000,1,1,0.1,100,2,lmm_embed,1.095047927,1.1238618,0.128173664,,38,146.8318195
589,spatial_embedded,100000,1,1,0.1,100,3,lmm_embed,1.137047459,1.1466657,0.088872515,,30,119.6295416
590,spatial_embedded,100000,1,1,0.1,100,4,lmm_embed,1.129902583,1.1322875,0.109498963,,38,145.8229411
