,mode,N,sig2e,sig2b0,sig2b1,sig2b2,q0,rho0,rho1,experiment,exp_type,mse,sig2e_est,sig2b_est0,sig2b_est1,sig2b_est2,rho_est0,rho_est1,n_epochs,time
198,slopes,100000,1,3,3,3,10000,0.3,0.3,2,lme4,6.289488582,2.951634562,3.122013354,0.099688138,49.50152988,0.99999982,0.879650332,0,48.33004808
199,slopes,100000,1,3,3,3,10000,0.3,0.3,3,lme4,5.852581561,2.957055702,2.989909922,3.710355685,11.47490264,0.253749522,0.521617708,0,36.62396598
200,slopes,100000,1,3,3,3,10000,0.3,0.3,4,lme4,3.863052778,2.949900337,2.967045036,5.232949349,0.073444563,0.458094808,-0.999999685,0,54.71403217
201,slopes,100000,1,0.3,0.3,0.3,10000,0.3,0.3,0,rnn,1.497300442,,,,,,,117,2118.308089
202,slopes,100000,1,0.3,0.3,0.3,10000,0.3,0.3,1,rnn,1.47061389,,,,,,,144,2788.92824
203,slopes,100000,1,0.3,0.3,0.3,10000,0.3,0.3,2,rnn,1.50355783,,,,,,,183,3508.374459
204,slopes,100000,1,0.3,0.3,0.3,10000,0.3,0.3,3,rnn,1.512250963,,,,,,,103,2008.679676
205,slopes,100000,1,0.3,0.3,0.3,10000,0.3,0.3,4,rnn,1.466701324,,,,,,,98,1309.021888
206,slopes,100000,1,0.3,0.3,3,10000,0.3,0.3,0,rnn,1.643667125,,,,,,,104,1942.14396
207,slopes,100000,1,0.3,0.3,3,10000,0.3,0.3,1,rnn,1.668426465,,,,,,,154,2664.17929
208,slopes,100000,1,0.3,0.3,3,10000,0.3,0.3,2,rnn,1.558054478,,,,,,,98,1973.467299
209,slopes,100000,1,0.3,0.3,3,10000,0.3,0.3,3,rnn,1.683635994,,,,,,,122,2073.455171
210,slopes,100000,1,0.3,0.3,3,10000,0.3,0.3,4,rnn,1.677226504,,,,,,,93,1107.873399
211,slopes,100000,1,0.3,3,0.3,10000,0.3,0.3,0,rnn,2.025410713,,,,,,,104,1832.257392
212,slopes,100000,1,0.3,3,0.3,10000,0.3,0.3,1,rnn,2.240772416,,,,,,,74,1257.109325
213,slopes,100000,1,0.3,3,0.3,10000,0.3,0.3,2,rnn,2.076055078,,,,,,,106,1925.097831
214,slopes,100000,1,0.3,3,0.3,10000,0.3,0.3,3,rnn,2.090684786,,,,,,,83,1422.683106
215,slopes,100000,1,0.3,3,0.3,10000,0.3,0.3,4,rnn,2.154769661,,,,,,,145,2473.663711
216,slopes,100000,1,0.3,3,3,10000,0.3,0.3,0,rnn,2.072962972,,,,,,,109,2088.963446
217,slopes,100000,1,0.3,3,3,10000,0.3,0.3,1,rnn,2.207603679,,,,,,,164,3025.799559
218,slopes,100000,1,0.3,3,3,10000,0.3,0.3,2,rnn,2.185811995,,,,,,,206,3623.728808
219,slopes,100000,1,0.3,3,3,10000,0.3,0.3,3,rnn,2.144710788,,,,,,,78,1440.279613
220,slopes,100000,1,0.3,3,3,10000,0.3,0.3,4,rnn,2.222426532,,,,,,,106,1853.543449
221,slopes,100000,1,3,0.3,0.3,10000,0.3,0.3,0,rnn,4.60457041,,,,,,,81,1350.18594
222,slopes,100000,1,3,0.3,0.3,10000,0.3,0.3,1,rnn,4.322970803,,,,,,,122,2230.031366
223,slopes,100000,1,3,0.3,0.3,10000,0.3,0.3,2,rnn,4.307519417,,,,,,,102,1787.947729
224,slopes,100000,1,3,0.3,0.3,10000,0.3,0.3,3,rnn,4.517787868,,,,,,,128,2483.481665
225,slopes,100000,1,3,0.3,0.3,10000,0.3,0.3,4,rnn,4.420639801,,,,,,,147,2835.718356
226,slopes,100000,1,3,0.3,3,10000,0.3,0.3,0,rnn,4.837036982,,,,,,,201,3508.699195
227,slopes,100000,1,3,0.3,3,10000,0.3,0.3,1,rnn,4.616843237,,,,,,,148,2569.98915
228,slopes,100000,1,3,0.3,3,10000,0.3,0.3,2,rnn,4.793875293,,,,,,,136,1421.306928
229,slopes,100000,1,3,0.3,3,10000,0.3,0.3,3,rnn,4.713807374,,,,,,,137,2409.271061
230,slopes,100000,1,3,0.3,3,10000,0.3,0.3,4,rnn,4.579995774,,,,,,,147,2692.07127
231,slopes,100000,1,3,3,0.3,10000,0.3,0.3,0,rnn,5.123390328,,,,,,,139,2449.858752
232,slopes,100000,1,3,3,0.3,10000,0.3,0.3,1,rnn,5.268933737,,,,,,,129,2102.264675
233,slopes,100000,1,3,3,0.3,10000,0.3,0.3,2,rnn,5.077852828,,,,,,,113,2128.456363
234,slopes,100000,1,3,3,0.3,10000,0.3,0.3,3,rnn,5.29554074,,,,,,,99,1081.553973
235,slopes,100000,1,3,3,0.3,10000,0.3,0.3,4,rnn,5.706129136,,,,,,,110,1823.159187
236,slopes,100000,1,3,3,3,10000,0.3,0.3,0,rnn,5.153751009,,,,,,,154,2911.669746
237,slopes,100000,1,3,3,3,10000,0.3,0.3,1,rnn,5.698394104,,,,,,,144,2368.651732
238,slopes,100000,1,3,3,3,10000,0.3,0.3,2,rnn,5.516433089,,,,,,,140,2592.966995
239,slopes,100000,1,3,3,3,10000,0.3,0.3,3,rnn,5.614407524,,,,,,,151,2571.347335
240,slopes,100000,1,3,3,3,10000,0.3,0.3,4,rnn,5.38773444,,,,,,,112,2218.469191
