,mode,N,sig2e,sig2b0,sig2b1,q0,deep,experiment,exp_type,mse,sig2e_est,sig2b_est0,sig2b_est1,n_epochs,time
236,spatial,100000,1.0,0.1,10.0,1000,True,3,embed,1.2633172527385308,,,,30,76.63913798332214
237,spatial,100000,1.0,0.1,10.0,1000,True,4,ohe,1.2546063701344274,,,,15,32.03796625137329
238,spatial,100000,1.0,0.1,10.0,1000,True,4,lmm,1.1277823398533955,1.109640121459961,0.05317577347159386,3.6582820415496826,47,304.796993970871
239,spatial,100000,1.0,0.1,10.0,1000,True,4,ignore,1.1599793134326417,,,,33,62.599594831466675
240,spatial,100000,1.0,0.1,10.0,1000,True,4,embed,1.2485665543216966,,,,16,47.12592077255249
241,spatial,100000,1.0,1.0,0.1,1000,True,0,ohe,1.3285789916130997,,,,16,34.727489948272705
242,spatial,100000,1.0,1.0,0.1,1000,True,0,lmm,1.1573534254378777,1.099216341972351,1.1051361560821533,0.14232370257377625,80,460.30051374435425
243,spatial,100000,1.0,1.0,0.1,1000,True,0,ignore,2.2326366650696365,,,,25,45.46285033226013
244,spatial,100000,1.0,1.0,0.1,1000,True,0,embed,1.362902708942241,,,,21,58.825037479400635
245,spatial,100000,1.0,1.0,0.1,1000,True,1,ohe,1.2811135429895906,,,,19,38.29998779296875
246,spatial,100000,1.0,1.0,0.1,1000,True,1,lmm,1.1734877867321984,1.1060222387313843,0.889560341835022,9.999999747378752e-06,75,417.417724609375
247,spatial,100000,1.0,1.0,0.1,1000,True,1,ignore,2.050472360917803,,,,58,97.00235605239868
248,spatial,100000,1.0,1.0,0.1,1000,True,1,embed,1.3107213597394556,,,,25,67.10380411148071
249,spatial,100000,1.0,1.0,0.1,1000,True,2,ohe,1.3478082467214445,,,,18,37.43823170661926
250,spatial,100000,1.0,1.0,0.1,1000,True,2,lmm,1.1739311671422288,1.0965782403945923,0.9823132753372192,0.10019554197788239,42,263.4914855957031
251,spatial,100000,1.0,1.0,0.1,1000,True,2,ignore,2.064218102520244,,,,59,101.92936873435974
252,spatial,100000,1.0,1.0,0.1,1000,True,2,embed,1.340984381603503,,,,20,52.21467065811157
253,spatial,100000,1.0,1.0,0.1,1000,True,3,ohe,1.44039623010421,,,,26,52.26164889335632
254,spatial,100000,1.0,1.0,0.1,1000,True,3,lmm,1.1917198229982227,1.0934715270996094,1.1886264085769653,0.0062532271258533,42,402.9125282764435
255,spatial,100000,1.0,1.0,0.1,1000,True,3,ignore,2.3978378186351272,,,,26,43.68597078323364
256,spatial,100000,1.0,1.0,0.1,1000,True,3,embed,1.3992886689144477,,,,30,77.49337124824524
257,spatial,100000,1.0,1.0,0.1,1000,True,4,ohe,1.2912466451579498,,,,19,39.141960859298706
258,spatial,100000,1.0,1.0,0.1,1000,True,4,lmm,1.1784273751041645,1.118388295173645,0.9625063538551331,0.11260022968053818,50,296.5517466068268
259,spatial,100000,1.0,1.0,0.1,1000,True,4,ignore,2.0500964397827213,,,,70,119.57611966133118
260,spatial,100000,1.0,1.0,0.1,1000,True,4,embed,1.380023874942261,,,,17,44.52482986450195
261,spatial,100000,1.0,1.0,1.0,1000,True,0,ohe,1.4062873580663378,,,,16,33.212584257125854
262,spatial,100000,1.0,1.0,1.0,1000,True,0,lmm,1.1295023514123714,1.1243844032287598,1.0336261987686157,1.1678589582443237,55,324.30130982398987
263,spatial,100000,1.0,1.0,1.0,1000,True,0,ignore,1.7409972762191115,,,,87,146.76974940299988
264,spatial,100000,1.0,1.0,1.0,1000,True,0,embed,1.3157949893584366,,,,19,49.97375273704529
265,spatial,100000,1.0,1.0,1.0,1000,True,1,ohe,1.3205483546851762,,,,16,33.17536401748657
266,spatial,100000,1.0,1.0,1.0,1000,True,1,lmm,1.1412123548834483,1.1402732133865356,1.038983702659607,1.3604307174682617,37,222.66234683990479
267,spatial,100000,1.0,1.0,1.0,1000,True,1,ignore,1.80818678201481,,,,55,93.15823245048523
268,spatial,100000,1.0,1.0,1.0,1000,True,1,embed,1.3486495450219025,,,,24,64.79452133178711
269,spatial,100000,1.0,1.0,1.0,1000,True,2,ohe,1.4631004450647929,,,,19,40.03077745437622
270,spatial,100000,1.0,1.0,1.0,1000,True,2,lmm,1.1219037988927048,1.1222801208496094,0.9885761141777039,1.2436063289642334,41,241.8891453742981
271,spatial,100000,1.0,1.0,1.0,1000,True,2,ignore,1.6667185212367341,,,,80,137.11898756027222
272,spatial,100000,1.0,1.0,1.0,1000,True,2,embed,1.33202059126822,,,,35,88.84526062011719
273,spatial,100000,1.0,1.0,1.0,1000,True,3,ohe,1.3287239627607277,,,,24,47.63877034187317
274,spatial,100000,1.0,1.0,1.0,1000,True,3,lmm,1.137780657035694,1.1208604574203491,0.832518994808197,0.8089038133621216,32,196.80068182945251
275,spatial,100000,1.0,1.0,1.0,1000,True,3,ignore,1.6280036666793831,,,,117,197.0694615840912
276,spatial,100000,1.0,1.0,1.0,1000,True,3,embed,1.3286046589888705,,,,27,69.72637343406677
277,spatial,100000,1.0,1.0,1.0,1000,True,4,ohe,1.399451339583047,,,,19,39.7564640045166
278,spatial,100000,1.0,1.0,1.0,1000,True,4,lmm,1.1246457321786179,1.1199967861175537,1.1721248626708984,0.9895366430282593,45,262.1665630340576
279,spatial,100000,1.0,1.0,1.0,1000,True,4,ignore,1.6278056449347027,,,,59,101.60532259941101
280,spatial,100000,1.0,1.0,1.0,1000,True,4,embed,1.3680459943727015,,,,18,50.070722341537476
281,spatial,100000,1.0,1.0,10.0,1000,True,0,ohe,1.3647098479182331,,,,20,40.35185956954956
282,spatial,100000,1.0,1.0,10.0,1000,True,0,lmm,1.0952519667510023,1.1297552585601807,1.2231372594833374,8.093170166015625,44,267.353155374527
283,spatial,100000,1.0,1.0,10.0,1000,True,0,ignore,1.3552915534192644,,,,22,37.84105205535889
284,spatial,100000,1.0,1.0,10.0,1000,True,0,embed,1.2760867232570257,,,,30,76.10214853286743
285,spatial,100000,1.0,1.0,10.0,1000,True,1,ohe,1.3279412423862356,,,,18,37.795437812805176
286,spatial,100000,1.0,1.0,10.0,1000,True,1,lmm,1.067916677555057,1.0848712921142578,1.1006524562835693,7.414158821105957,62,380.1924090385437
287,spatial,100000,1.0,1.0,10.0,1000,True,1,ignore,1.3128825826721657,,,,39,67.29355549812317
288,spatial,100000,1.0,1.0,10.0,1000,True,1,embed,1.3367777408748602,,,,22,61.64436960220337
289,spatial,100000,1.0,1.0,10.0,1000,True,2,ohe,1.323005203389185,,,,20,43.19652342796326
290,spatial,100000,1.0,1.0,10.0,1000,True,2,lmm,1.0754804856351876,1.1134792566299438,0.7421903610229492,4.493590354919434,44,268.66855812072754
291,spatial,100000,1.0,1.0,10.0,1000,True,2,ignore,1.252703240767022,,,,45,80.85069823265076
292,spatial,100000,1.0,1.0,10.0,1000,True,2,embed,1.3356327369087504,,,,32,89.44146537780762
293,spatial,100000,1.0,1.0,10.0,1000,True,3,ohe,1.321219792410962,,,,18,37.877877712249756
294,spatial,100000,1.0,1.0,10.0,1000,True,3,lmm,1.086402668247623,1.1002858877182007,0.965422511100769,4.849213600158691,54,308.88302636146545
295,spatial,100000,1.0,1.0,10.0,1000,True,3,ignore,1.3731473013288356,,,,18,31.664515256881714
296,spatial,100000,1.0,1.0,10.0,1000,True,3,embed,1.3818504953980475,,,,18,49.485368728637695
297,spatial,100000,1.0,1.0,10.0,1000,True,4,ohe,1.3617554730651709,,,,17,34.859413146972656
298,spatial,100000,1.0,1.0,10.0,1000,True,4,lmm,1.1280774785949295,1.1125558614730835,0.7638973593711853,5.0914201736450195,41,249.24378323554993
299,spatial,100000,1.0,1.0,10.0,1000,True,4,ignore,1.3442781869122176,,,,25,42.53118133544922
300,spatial,100000,1.0,1.0,10.0,1000,True,4,embed,1.3134983678918573,,,,24,65.0018162727356
301,spatial,100000,1.0,10.0,0.1,1000,True,0,ohe,1.8732659161677438,,,,15,733.1225368976593
302,spatial,100000,1.0,10.0,0.1,1000,True,0,lmm,1.2140644712370534,1.1157786846160889,10.145167350769043,0.13745759427547455,69,418.5877163410187
303,spatial,100000,1.0,10.0,0.1,1000,True,0,ignore,7.810801610201187,,,,144,248.92793726921082
304,spatial,100000,1.0,10.0,0.1,1000,True,0,embed,1.8543602017557161,,,,24,64.42445063591003
305,spatial,100000,1.0,10.0,0.1,1000,True,1,ohe,1.7369947059457496,,,,17,37.077590227127075
306,spatial,100000,1.0,10.0,0.1,1000,True,1,lmm,1.235022730123972,1.1503620147705078,8.821537017822266,0.03368522971868515,35,238.79942178726196
307,spatial,100000,1.0,10.0,0.1,1000,True,1,ignore,10.394264267667182,,,,60,106.3905143737793
308,spatial,100000,1.0,10.0,0.1,1000,True,1,embed,1.6180250471921336,,,,56,148.87499976158142
309,spatial,100000,1.0,10.0,0.1,1000,True,2,ohe,1.4991780505158323,,,,21,45.136176347732544
310,spatial,100000,1.0,10.0,0.1,1000,True,2,lmm,1.2156666080383565,1.1218401193618774,9.895088195800781,0.0695575550198555,50,328.2672486305237
311,spatial,100000,1.0,10.0,0.1,1000,True,2,ignore,9.202911630232373,,,,160,273.0638554096222
312,spatial,100000,1.0,10.0,0.1,1000,True,2,embed,1.9176725419881946,,,,38,109.13312339782715
313,spatial,100000,1.0,10.0,0.1,1000,True,3,ohe,1.7402556522548807,,,,17,34.77540111541748
314,spatial,100000,1.0,10.0,0.1,1000,True,3,lmm,1.2697574089625578,1.1486519575119019,9.408074378967285,0.09900625050067902,34,241.6967213153839
315,spatial,100000,1.0,10.0,0.1,1000,True,3,ignore,10.700472736559066,,,,104,181.96094942092896
316,spatial,100000,1.0,10.0,0.1,1000,True,3,embed,1.9544799275917022,,,,35,98.14095306396484
317,spatial,100000,1.0,10.0,0.1,1000,True,4,ohe,1.7055787661460526,,,,16,33.574368715286255
318,spatial,100000,1.0,10.0,0.1,1000,True,4,lmm,1.2108767072306137,1.1271541118621826,10.149849891662598,0.07119141519069672,62,408.2913224697113
319,spatial,100000,1.0,10.0,0.1,1000,True,4,ignore,8.313121919607662,,,,128,219.1438422203064
320,spatial,100000,1.0,10.0,0.1,1000,True,4,embed,1.915514007298445,,,,29,79.21499919891357
321,spatial,100000,1.0,10.0,1.0,1000,True,0,ohe,1.5908100289903313,,,,24,51.43419075012207
322,spatial,100000,1.0,10.0,1.0,1000,True,0,lmm,1.1075515596999426,1.1108583211898804,8.854504585266113,0.8855712413787842,63,399.9960503578186
323,spatial,100000,1.0,10.0,1.0,1000,True,0,ignore,3.7267374755806317,,,,60,111.19401574134827
324,spatial,100000,1.0,10.0,1.0,1000,True,0,embed,1.6592231159470436,,,,25,70.76513600349426
325,spatial,100000,1.0,10.0,1.0,1000,True,1,ohe,1.7042981250162101,,,,16,34.28229117393494
326,spatial,100000,1.0,10.0,1.0,1000,True,1,lmm,1.1711456126748139,1.133432388305664,8.807215690612793,1.3323397636413574,35,227.76016116142273
327,spatial,100000,1.0,10.0,1.0,1000,True,1,ignore,3.696557793084791,,,,94,170.1855447292328
328,spatial,100000,1.0,10.0,1.0,1000,True,1,embed,1.8192522018469728,,,,32,87.40462064743042
329,spatial,100000,1.0,10.0,1.0,1000,True,2,ohe,1.5736373080089687,,,,21,41.95308017730713
330,spatial,100000,1.0,10.0,1.0,1000,True,2,lmm,1.1096045036446183,1.1189296245574951,10.842764854431152,1.0873266458511353,50,302.3193643093109
331,spatial,100000,1.0,10.0,1.0,1000,True,2,ignore,3.9327729520576553,,,,85,143.4223129749298
332,spatial,100000,1.0,10.0,1.0,1000,True,2,embed,2.2567345231571316,,,,21,58.51779007911682
333,spatial,100000,1.0,10.0,1.0,1000,True,3,ohe,1.6779726454642383,,,,22,45.2745623588562
334,spatial,100000,1.0,10.0,1.0,1000,True,3,lmm,1.174564064477884,1.1206141710281372,9.231319427490234,1.5243933200836182,40,242.2985701560974
335,spatial,100000,1.0,10.0,1.0,1000,True,3,ignore,3.111163755851333,,,,73,119.99656963348389
336,spatial,100000,1.0,10.0,1.0,1000,True,3,embed,2.029213152980325,,,,24,61.65430569648743
337,spatial,100000,1.0,10.0,1.0,1000,True,4,ohe,1.7049887726989934,,,,18,38.8466899394989
338,spatial,100000,1.0,10.0,1.0,1000,True,4,lmm,1.1765550519277543,1.1271567344665527,8.871040344238281,0.7999328374862671,40,256.11197566986084
339,spatial,100000,1.0,10.0,1.0,1000,True,4,ignore,3.8025783818759855,,,,66,111.4832854270935
340,spatial,100000,1.0,10.0,1.0,1000,True,4,embed,1.8492454557033353,,,,29,74.49823236465454
341,spatial,100000,1.0,10.0,10.0,1000,True,0,ohe,1.7357004749602711,,,,17,36.09412980079651
342,spatial,100000,1.0,10.0,10.0,1000,True,0,lmm,1.0501869585721402,1.1113834381103516,8.290091514587402,8.095122337341309,70,406.79233479499817
343,spatial,100000,1.0,10.0,10.0,1000,True,0,ignore,1.8182143197873963,,,,25,43.331867694854736
344,spatial,100000,1.0,10.0,10.0,1000,True,0,embed,1.6421520862083097,,,,24,61.10827922821045
345,spatial,100000,1.0,10.0,10.0,1000,True,1,ohe,1.4676309940855325,,,,35,68.98139929771423
346,spatial,100000,1.0,10.0,10.0,1000,True,1,lmm,1.1010248242322322,1.1087323427200317,6.338647842407227,4.503990650177002,55,323.9464862346649
347,spatial,100000,1.0,10.0,10.0,1000,True,1,ignore,1.879389678159577,,,,46,77.48012685775757
348,spatial,100000,1.0,10.0,10.0,1000,True,1,embed,1.7568510125666548,,,,27,69.72284460067749
349,spatial,100000,1.0,10.0,10.0,1000,True,2,ohe,1.785403793210497,,,,30,58.88033175468445
350,spatial,100000,1.0,10.0,10.0,1000,True,2,lmm,1.1192852377027307,1.137353777885437,6.497208595275879,4.749589443206787,35,214.29298520088196
351,spatial,100000,1.0,10.0,10.0,1000,True,2,ignore,1.9807965373755994,,,,41,67.53279685974121
352,spatial,100000,1.0,10.0,10.0,1000,True,2,embed,1.7546645561895982,,,,29,76.70862984657288
353,spatial,100000,1.0,10.0,10.0,1000,True,3,ohe,1.658967699464032,,,,20,41.01579213142395
354,spatial,100000,1.0,10.0,10.0,1000,True,3,lmm,1.0781426910593355,1.0990856885910034,6.891271114349365,6.0205535888671875,55,320.9518532752991
355,spatial,100000,1.0,10.0,10.0,1000,True,3,ignore,1.709302356162066,,,,24,43.08762001991272
356,spatial,100000,1.0,10.0,10.0,1000,True,3,embed,1.66942414465699,,,,33,90.09757733345032
357,spatial,100000,1.0,10.0,10.0,1000,True,4,ohe,1.719045255068126,,,,17,34.5870726108551
358,spatial,100000,1.0,10.0,10.0,1000,True,4,lmm,1.0966464860319636,1.1084944009780884,6.599494457244873,4.667982578277588,36,225.00090217590332
359,spatial,100000,1.0,10.0,10.0,1000,True,4,ignore,1.5822912780962193,,,,42,71.5824453830719
360,spatial,100000,1.0,10.0,10.0,1000,True,4,embed,1.7916392430044195,,,,45,114.90823411941528
361,spatial,100000,1.0,0.1,0.1,10000,True,0,ohe,1.4878207150499878,,,,13,96.90768527984619
362,spatial,100000,1.0,0.1,0.1,10000,True,0,lmm,1.13432605523352,1.1264750957489014,0.10057905316352844,0.14327110350131989,51,466.9889988899231
363,spatial,100000,1.0,0.1,0.1,10000,True,0,ignore,1.287672590213303,,,,20,33.81925916671753
364,spatial,100000,1.0,0.1,0.1,10000,True,0,embed,1.6275375424871281,,,,18,50.5374813079834
365,spatial,100000,1.0,0.1,0.1,10000,True,1,ohe,1.5465049661787722,,,,12,93.94430208206177
366,spatial,100000,1.0,0.1,0.1,10000,True,1,lmm,1.15375462855815,1.1174473762512207,0.11457043141126633,0.0871337354183197,52,460.35176730155945
367,spatial,100000,1.0,0.1,0.1,10000,True,1,ignore,1.3032942454281053,,,,28,49.30837559700012
368,spatial,100000,1.0,0.1,0.1,10000,True,1,embed,1.5733813714891762,,,,16,44.407429933547974
369,spatial,100000,1.0,0.1,0.1,10000,True,2,ohe,1.5816438768664443,,,,13,98.4059681892395
370,spatial,100000,1.0,0.1,0.1,10000,True,2,lmm,1.1895665033651643,1.1206930875778198,0.09838972240686417,0.14043095707893372,46,430.2782955169678
371,spatial,100000,1.0,0.1,0.1,10000,True,2,ignore,1.3225064280812797,,,,23,41.10346961021423
372,spatial,100000,1.0,0.1,0.1,10000,True,2,embed,1.6478277874900669,,,,17,50.5271532535553
373,spatial,100000,1.0,0.1,0.1,10000,True,3,ohe,1.5523006921841611,,,,13,96.15197086334229
374,spatial,100000,1.0,0.1,0.1,10000,True,3,lmm,1.2620211988631538,1.1703218221664429,0.11587829142808914,0.06298310309648514,21,293.6496789455414
375,spatial,100000,1.0,0.1,0.1,10000,True,3,ignore,1.2911047570694374,,,,22,39.13036298751831
376,spatial,100000,1.0,0.1,0.1,10000,True,3,embed,1.6100716833370523,,,,15,43.743218421936035
377,spatial,100000,1.0,0.1,0.1,10000,True,4,ohe,1.5527219385680215,,,,13,94.92509913444519
378,spatial,100000,1.0,0.1,0.1,10000,True,4,lmm,1.2000211227788897,1.167144536972046,0.09117364883422852,0.15802393853664398,22,320.06415462493896
379,spatial,100000,1.0,0.1,0.1,10000,True,4,ignore,1.2948984704060411,,,,24,41.963906049728394
380,spatial,100000,1.0,0.1,0.1,10000,True,4,embed,1.5778617748910626,,,,14,42.77933931350708
381,spatial,100000,1.0,0.1,1.0,10000,True,0,ohe,1.549127144200039,,,,13,102.2677230834961
382,spatial,100000,1.0,0.1,1.0,10000,True,0,lmm,1.1852954320341764,1.1564385890960693,0.08038930594921112,0.9750530123710632,16,215.67274069786072
383,spatial,100000,1.0,0.1,1.0,10000,True,0,ignore,1.2056678945148254,,,,86,148.8689796924591
384,spatial,100000,1.0,0.1,1.0,10000,True,0,embed,1.6010623000764952,,,,16,46.570576906204224
385,spatial,100000,1.0,0.1,1.0,10000,True,1,ohe,1.510346226721199,,,,13,104.79482364654541
386,spatial,100000,1.0,0.1,1.0,10000,True,1,lmm,1.1125800342531766,1.1311981678009033,0.09800146520137787,0.7409265041351318,64,475.6059229373932
387,spatial,100000,1.0,0.1,1.0,10000,True,1,ignore,1.263367278702465,,,,18,32.18542265892029
388,spatial,100000,1.0,0.1,1.0,10000,True,1,embed,1.5907960999228834,,,,14,39.466235876083374
389,spatial,100000,1.0,0.1,1.0,10000,True,2,ohe,1.5154792346785,,,,12,94.01650547981262
390,spatial,100000,1.0,0.1,1.0,10000,True,2,lmm,1.1000374500456362,1.1242858171463013,0.07738509774208069,1.3277298212051392,49,398.8032660484314
391,spatial,100000,1.0,0.1,1.0,10000,True,2,ignore,1.2487458765159176,,,,24,40.53678798675537
392,spatial,100000,1.0,0.1,1.0,10000,True,2,embed,1.648663064957308,,,,17,50.332695960998535
393,spatial,100000,1.0,0.1,1.0,10000,True,3,ohe,1.540474589994704,,,,13,92.86144924163818
394,spatial,100000,1.0,0.1,1.0,10000,True,3,lmm,1.0817332215098796,1.110424518585205,0.11461524665355682,1.0412793159484863,77,522.9839355945587
395,spatial,100000,1.0,0.1,1.0,10000,True,3,ignore,1.2547877692549971,,,,29,51.27730894088745
396,spatial,100000,1.0,0.1,1.0,10000,True,3,embed,1.581554868496835,,,,15,41.501288175582886
397,spatial,100000,1.0,0.1,1.0,10000,True,4,ohe,1.5646711123880856,,,,13,91.9528477191925
398,spatial,100000,1.0,0.1,1.0,10000,True,4,lmm,1.11754113735867,1.1072053909301758,0.10172075033187866,1.1700060367584229,68,475.53986072540283
399,spatial,100000,1.0,0.1,1.0,10000,True,4,ignore,1.3005130651777537,,,,28,49.62155055999756
400,spatial,100000,1.0,0.1,1.0,10000,True,4,embed,1.619717129967113,,,,15,40.885207653045654
401,spatial,100000,1.0,0.1,10.0,10000,True,0,ohe,1.6021387976433947,,,,13,95.02930474281311
402,spatial,100000,1.0,0.1,10.0,10000,True,0,lmm,1.1465585764665491,1.134939193725586,0.07781457901000977,6.407549858093262,31,279.44764471054077
403,spatial,100000,1.0,0.1,10.0,10000,True,0,ignore,1.338064572253253,,,,33,58.65042853355408
404,spatial,100000,1.0,0.1,10.0,10000,True,0,embed,1.7342074732893968,,,,18,49.084569215774536
405,spatial,100000,1.0,0.1,10.0,10000,True,1,ohe,1.5363749381149172,,,,13,94.68931794166565
406,spatial,100000,1.0,0.1,10.0,10000,True,1,lmm,1.129237733382629,1.1566330194473267,0.1073400229215622,6.1082282066345215,23,234.70780682563782
407,spatial,100000,1.0,0.1,10.0,10000,True,1,ignore,1.209371735822107,,,,26,48.66547966003418
408,spatial,100000,1.0,0.1,10.0,10000,True,1,embed,1.60566949651619,,,,14,38.63993287086487
409,spatial,100000,1.0,0.1,10.0,10000,True,2,ohe,1.5538173139091898,,,,12,90.77128219604492
410,spatial,100000,1.0,0.1,10.0,10000,True,2,lmm,1.115132978633922,1.1287541389465332,0.12325583398342133,6.013071537017822,33,285.4234182834625
411,spatial,100000,1.0,0.1,10.0,10000,True,2,ignore,1.2352061714717424,,,,30,51.233628034591675
412,spatial,100000,1.0,0.1,10.0,10000,True,2,embed,1.5492041276130466,,,,15,43.54954433441162
413,spatial,100000,1.0,0.1,10.0,10000,True,3,ohe,1.5250681069833372,,,,13,95.80136442184448
414,spatial,100000,1.0,0.1,10.0,10000,True,3,lmm,1.105155478829982,1.1166551113128662,0.08361787348985672,7.96331262588501,65,457.65991735458374
415,spatial,100000,1.0,0.1,10.0,10000,True,3,ignore,1.187892408940124,,,,44,73.32993459701538
416,spatial,100000,1.0,0.1,10.0,10000,True,3,embed,1.6183300044650903,,,,16,45.92450714111328
417,spatial,100000,1.0,0.1,10.0,10000,True,4,ohe,1.5819389486013655,,,,14,102.78975796699524
418,spatial,100000,1.0,0.1,10.0,10000,True,4,lmm,1.1012604949080445,1.1269506216049194,0.10709649324417114,4.074713230133057,58,418.0518591403961
419,spatial,100000,1.0,0.1,10.0,10000,True,4,ignore,1.147489081385032,,,,46,77.8748242855072
420,spatial,100000,1.0,0.1,10.0,10000,True,4,embed,1.626390941912651,,,,15,41.54124736785889
421,spatial,100000,1.0,1.0,0.1,10000,True,0,ohe,1.6745996167385293,,,,15,106.97101092338562
422,spatial,100000,1.0,1.0,0.1,10000,True,0,lmm,1.3031351396780653,1.1280572414398193,0.9207977652549744,0.09422535449266434,55,504.5846219062805
423,spatial,100000,1.0,1.0,0.1,10000,True,0,ignore,2.1625114319463816,,,,32,55.05639696121216
424,spatial,100000,1.0,1.0,0.1,10000,True,0,embed,1.7005373096982705,,,,17,47.87597465515137
425,spatial,100000,1.0,1.0,0.1,10000,True,1,ohe,1.7322907547030104,,,,15,109.51994919776917
426,spatial,100000,1.0,1.0,0.1,10000,True,1,lmm,1.3504200363725298,1.1429870128631592,1.1404365301132202,0.059091076254844666,33,349.3947262763977
427,spatial,100000,1.0,1.0,0.1,10000,True,1,ignore,2.330046572564087,,,,22,36.524677753448486
428,spatial,100000,1.0,1.0,0.1,10000,True,1,embed,1.7223618620028098,,,,18,49.90971398353577
429,spatial,100000,1.0,1.0,0.1,10000,True,2,ohe,1.6761269838234094,,,,14,104.77828478813171
430,spatial,100000,1.0,1.0,0.1,10000,True,2,lmm,1.3025044543352942,1.1033844947814941,0.9388534426689148,0.1180548146367073,62,519.2209267616272
431,spatial,100000,1.0,1.0,0.1,10000,True,2,ignore,2.2244119561013056,,,,20,34.15774464607239
432,spatial,100000,1.0,1.0,0.1,10000,True,2,embed,1.7123144071503222,,,,17,47.2782416343689
433,spatial,100000,1.0,1.0,0.1,10000,True,3,ohe,1.6501638763892879,,,,14,99.88577723503113
434,spatial,100000,1.0,1.0,0.1,10000,True,3,lmm,1.29490923697052,1.1092225313186646,0.9584185481071472,0.08445654809474945,62,537.8533544540405
435,spatial,100000,1.0,1.0,0.1,10000,True,3,ignore,2.092134741232437,,,,28,50.768378019332886
436,spatial,100000,1.0,1.0,0.1,10000,True,3,embed,1.6553438646730168,,,,18,49.84335470199585
437,spatial,100000,1.0,1.0,0.1,10000,True,4,ohe,1.6431062509212473,,,,13,97.49462389945984
438,spatial,100000,1.0,1.0,0.1,10000,True,4,lmm,1.308714833617987,1.1592235565185547,1.016656756401062,0.1480206996202469,19,287.37860679626465
439,spatial,100000,1.0,1.0,0.1,10000,True,4,ignore,2.212762365189877,,,,25,44.9890034198761
440,spatial,100000,1.0,1.0,0.1,10000,True,4,embed,1.6731709232551126,,,,16,44.87488412857056
441,spatial,100000,1.0,1.0,1.0,10000,True,0,ohe,1.6341672938980591,,,,14,98.07946753501892
442,spatial,100000,1.0,1.0,1.0,10000,True,0,lmm,1.1070783868835152,1.1088252067565918,0.9268841743469238,0.9514646530151367,44,340.9330644607544
443,spatial,100000,1.0,1.0,1.0,10000,True,0,ignore,1.5684086831367887,,,,85,143.0335714817047
444,spatial,100000,1.0,1.0,1.0,10000,True,0,embed,1.6800534008397334,,,,18,54.11274743080139
445,spatial,100000,1.0,1.0,1.0,10000,True,1,ohe,1.6926177745601054,,,,16,110.2829270362854
446,spatial,100000,1.0,1.0,1.0,10000,True,1,lmm,1.1055948822586645,1.1351677179336548,1.1225947141647339,1.1889760494232178,50,378.39597034454346
447,spatial,100000,1.0,1.0,1.0,10000,True,1,ignore,1.7205625661404926,,,,30,50.75427985191345
448,spatial,100000,1.0,1.0,1.0,10000,True,1,embed,1.7198024098940692,,,,19,57.72078561782837
449,spatial,100000,1.0,1.0,1.0,10000,True,2,ohe,1.6683884753903053,,,,14,105.62082099914551
450,spatial,100000,1.0,1.0,1.0,10000,True,2,lmm,1.154704111795786,1.1185072660446167,0.9366872906684875,1.1165908575057983,67,460.524587392807
451,spatial,100000,1.0,1.0,1.0,10000,True,2,ignore,1.585697262962346,,,,84,138.51987290382385
452,spatial,100000,1.0,1.0,1.0,10000,True,2,embed,1.6710779776604854,,,,18,50.83749604225159
453,spatial,100000,1.0,1.0,1.0,10000,True,3,ohe,1.6882912053700354,,,,13,100.4736225605011
454,spatial,100000,1.0,1.0,1.0,10000,True,3,lmm,1.109879340452323,1.1259855031967163,0.7353422045707703,0.717154860496521,45,352.85511803627014
455,spatial,100000,1.0,1.0,1.0,10000,True,3,ignore,1.730570851188001,,,,61,100.98855638504028
456,spatial,100000,1.0,1.0,1.0,10000,True,3,embed,1.6767045221390502,,,,18,48.66020727157593
457,spatial,100000,1.0,1.0,1.0,10000,True,4,ohe,1.7013556350631482,,,,14,101.50026488304138
458,spatial,100000,1.0,1.0,1.0,10000,True,4,lmm,1.1187872266935637,1.1397422552108765,1.2124611139297485,0.933534562587738,35,299.172082901001
459,spatial,100000,1.0,1.0,1.0,10000,True,4,ignore,1.8913514720444928,,,,75,124.95702314376831
460,spatial,100000,1.0,1.0,1.0,10000,True,4,embed,1.6904942003215584,,,,18,49.8677237033844
461,spatial,100000,1.0,1.0,10.0,10000,True,0,ohe,1.681137527262959,,,,15,109.10756945610046
462,spatial,100000,1.0,1.0,10.0,10000,True,0,lmm,1.120492780896913,1.1127506494522095,1.5988346338272095,16.509552001953125,52,384.3186414241791
463,spatial,100000,1.0,1.0,10.0,10000,True,0,ignore,1.3785937048469192,,,,30,51.131083488464355
464,spatial,100000,1.0,1.0,10.0,10000,True,0,embed,1.761405497739024,,,,16,43.800787687301636
465,spatial,100000,1.0,1.0,10.0,10000,True,1,ohe,1.6615710001311825,,,,14,98.94916319847107
466,spatial,100000,1.0,1.0,10.0,10000,True,1,lmm,1.0945725206014878,1.1131529808044434,1.0472203493118286,9.54633903503418,89,566.4245412349701
467,spatial,100000,1.0,1.0,10.0,10000,True,1,ignore,1.471506967209276,,,,33,56.22811245918274
468,spatial,100000,1.0,1.0,10.0,10000,True,1,embed,1.7744303553831087,,,,22,60.646464347839355
469,spatial,100000,1.0,1.0,10.0,10000,True,2,ohe,1.6746124015543868,,,,14,99.27280688285828
