,mode,N,sig2e,sig2b0,sig2b1,q0,deep,experiment,exp_type,mse,sig2e_est,sig2b_est0,sig2b_est1,n_epochs,time
183,spatial,100000,1.0,0.1,0.1,1000,True,0,ignore,1.2605102607687249,,,,42,72.62351393699646
184,spatial,100000,1.0,0.1,0.1,1000,True,0,embed,1.3034362261061236,,,,22,57.47443413734436
185,spatial,100000,1.0,0.1,0.1,1000,True,1,ohe,1.3168794601212,,,,16,33.281423568725586
186,spatial,100000,1.0,0.1,0.1,1000,True,1,lmm,1.1341899276678389,1.1650694608688354,0.11273819208145142,0.35640230774879456,24,156.47577810287476
187,spatial,100000,1.0,0.1,0.1,1000,True,1,ignore,1.324173311325594,,,,30,51.5006148815155
188,spatial,100000,1.0,0.1,0.1,1000,True,1,embed,1.2535408831449713,,,,21,54.489877462387085
189,spatial,100000,1.0,0.1,0.1,1000,True,2,ohe,1.3010782062085249,,,,21,42.086400747299194
190,spatial,100000,1.0,0.1,0.1,1000,True,2,lmm,1.1206932683755426,1.1110767126083374,0.10477488487958908,0.15473338961601257,63,376.76463556289673
191,spatial,100000,1.0,0.1,0.1,1000,True,2,ignore,1.293346744003096,,,,26,44.278202533721924
192,spatial,100000,1.0,0.1,0.1,1000,True,2,embed,1.3037693239786976,,,,22,57.04566836357117
193,spatial,100000,1.0,0.1,0.1,1000,True,3,ohe,1.3130027069454993,,,,17,35.12988066673279
194,spatial,100000,1.0,0.1,0.1,1000,True,3,lmm,1.1725717712520913,1.1878708600997925,0.12147752940654755,1.655342936515808,25,160.94857358932495
195,spatial,100000,1.0,0.1,0.1,1000,True,3,ignore,1.2582074209940084,,,,19,33.161378383636475
196,spatial,100000,1.0,0.1,0.1,1000,True,3,embed,1.238456910457205,,,,21,57.21619439125061
197,spatial,100000,1.0,0.1,0.1,1000,True,4,ohe,1.2984675520368252,,,,18,37.385353088378906
198,spatial,100000,1.0,0.1,0.1,1000,True,4,lmm,1.1049085561772467,1.1041425466537476,0.12496423721313477,0.07555554062128067,61,355.39790391921997
199,spatial,100000,1.0,0.1,0.1,1000,True,4,ignore,1.2508192861910488,,,,32,56.06276035308838
200,spatial,100000,1.0,0.1,0.1,1000,True,4,embed,1.2430470671357585,,,,39,103.96411275863647
201,spatial,100000,1.0,0.1,1.0,1000,True,0,ohe,1.2550239550331832,,,,18,37.65153431892395
202,spatial,100000,1.0,0.1,1.0,1000,True,0,lmm,1.0831267008619612,1.1311367750167847,0.08417453616857529,0.477062463760376,55,316.1166696548462
203,spatial,100000,1.0,0.1,1.0,1000,True,0,ignore,1.1897824798170897,,,,54,91.20495796203613
204,spatial,100000,1.0,0.1,1.0,1000,True,0,embed,1.1901681609840558,,,,17,44.44251871109009
205,spatial,100000,1.0,0.1,1.0,1000,True,1,ohe,1.3419702511846805,,,,19,39.047534465789795
206,spatial,100000,1.0,0.1,1.0,1000,True,1,lmm,1.1367301980762625,1.1038203239440918,0.10780667513608932,1.2005548477172852,51,303.34699845314026
207,spatial,100000,1.0,0.1,1.0,1000,True,1,ignore,1.3230309464312546,,,,37,62.858086585998535
208,spatial,100000,1.0,0.1,1.0,1000,True,1,embed,1.2663851866922307,,,,22,56.63409638404846
209,spatial,100000,1.0,0.1,1.0,1000,True,2,ohe,1.2604307373478871,,,,19,38.289955139160156
210,spatial,100000,1.0,0.1,1.0,1000,True,2,lmm,1.1092312221533736,1.101705551147461,0.0903049185872078,0.4063318371772766,62,361.85633063316345
211,spatial,100000,1.0,0.1,1.0,1000,True,2,ignore,1.2643365473988448,,,,28,48.602312088012695
212,spatial,100000,1.0,0.1,1.0,1000,True,2,embed,1.2441106580174128,,,,34,88.51129126548767
213,spatial,100000,1.0,0.1,1.0,1000,True,3,ohe,1.2857988117039605,,,,21,42.17532730102539
214,spatial,100000,1.0,0.1,1.0,1000,True,3,lmm,1.1195754135134546,1.122094988822937,0.12123333662748337,0.9312542676925659,56,330.7941825389862
215,spatial,100000,1.0,0.1,1.0,1000,True,3,ignore,1.2373059315519483,,,,47,81.57137846946716
216,spatial,100000,1.0,0.1,1.0,1000,True,3,embed,1.2768150609698812,,,,22,56.877291202545166
217,spatial,100000,1.0,0.1,1.0,1000,True,4,ohe,1.3040905355062664,,,,17,35.23401069641113
218,spatial,100000,1.0,0.1,1.0,1000,True,4,lmm,1.0899707472755777,1.134225606918335,0.11898958683013916,1.1221011877059937,38,226.5245223045349
219,spatial,100000,1.0,0.1,1.0,1000,True,4,ignore,1.281477297939745,,,,26,45.082913637161255
220,spatial,100000,1.0,0.1,1.0,1000,True,4,embed,1.254093897681161,,,,23,59.529298067092896
221,spatial,100000,1.0,0.1,10.0,1000,True,0,ohe,1.3091225997033042,,,,14,29.670286655426025
222,spatial,100000,1.0,0.1,10.0,1000,True,0,lmm,1.1425039948926232,1.156617522239685,0.044717274606227875,2.720086097717285,34,207.92924761772156
223,spatial,100000,1.0,0.1,10.0,1000,True,0,ignore,1.2386014112778938,,,,20,34.755756855010986
224,spatial,100000,1.0,0.1,10.0,1000,True,0,embed,1.2659161620665371,,,,23,59.40166664123535
225,spatial,100000,1.0,0.1,10.0,1000,True,1,ohe,1.272543225031595,,,,18,37.298407554626465
226,spatial,100000,1.0,0.1,10.0,1000,True,1,lmm,1.0676484650733662,1.1259921789169312,0.04981080815196037,2.220425844192505,44,259.75655341148376
227,spatial,100000,1.0,0.1,10.0,1000,True,1,ignore,1.224377158306433,,,,33,56.66191267967224
228,spatial,100000,1.0,0.1,10.0,1000,True,1,embed,1.279531469599288,,,,16,42.35236644744873
229,spatial,100000,1.0,0.1,10.0,1000,True,2,ohe,1.246343653994413,,,,19,39.16123604774475
230,spatial,100000,1.0,0.1,10.0,1000,True,2,lmm,1.087943021720952,1.1254005432128906,0.04369286075234413,3.4056100845336914,34,205.53133821487427
231,spatial,100000,1.0,0.1,10.0,1000,True,2,ignore,1.1863033032980925,,,,45,75.90858578681946
232,spatial,100000,1.0,0.1,10.0,1000,True,2,embed,1.2407656815501422,,,,21,54.385998249053955
233,spatial,100000,1.0,0.1,10.0,1000,True,3,ohe,1.2447228296350976,,,,19,39.083327531814575
234,spatial,100000,1.0,0.1,10.0,1000,True,3,lmm,1.1179155010951038,1.114944338798523,0.14531637728214264,3.538109302520752,49,292.0634639263153
235,spatial,100000,1.0,0.1,10.0,1000,True,3,ignore,1.2095374073459901,,,,43,73.74032473564148
