location,n
4470,7
8224,7
7984,7
8938,7
7569,7
8357,7
11323,7
6871,7
3081,7
7016,7
5061,7
4915,7
2870,7
3227,7
2687,7
7519,7
11632,7
11645,7
5926,7
5630,7
6437,7
8213,7
3311,7
1045,7
9050,7
6619,7
5188,7
6808,7
6105,7
11881,7
9830,7
7323,7
5266,7
6068,7
2574,7
11947,7
927,7
10924,7
12104,7
4509,7
8523,7
868,7
9064,7
11904,7
8347,7
4527,7
6518,7
8221,7
6815,7
5436,7
2268,7
4917,7
5527,7
8930,7
8170,7
657,6
7910,6
1536,6
5397,6
3412,6
5288,6
8315,6
552,6
9082,6
5363,6
1854,6
7867,6
8250,6
9219,6
1432,6
9907,6
1882,6
7713,6
5838,6
2649,6
4895,6
5196,6
10916,6
8451,6
4096,6
10627,6
843,6
5565,6
9877,6
929,6
598,6
6481,6
6423,6
5717,6
6353,6
9632,6
8751,6
3535,6
7280,6
612,6
9059,6
5244,6
6660,6
10766,6
4377,6
10626,6
4570,6
3163,6
3123,6
8373,6
2986,6
1586,6
5560,6
5470,6
4123,6
9249,6
8923,6
5698,6
3946,6
2227,6
10730,6
3497,6
4942,6
9944,6
6317,6
5822,6
534,6
2119,6
3776,6
2058,6
8010,6
9065,6
2673,6
10772,6
6763,6
8801,6
5877,6
11551,6
1546,6
9006,6
5935,6
2034,6
1746,6
2500,6
6927,6
7205,6
11835,6
5921,6
3891,6
11075,6
8068,6
611,6
517,6
1624,6
5214,6
5846,6
8331,6
7266,6
4528,6
11756,6
798,6
10293,6
538,6
9992,6
6589,6
9733,6
527,6
7035,6
9223,6
638,6
8603,6
7471,6
669,6
9736,6
3336,6
4488,6
8665,6
165,6
5387,6
11914,6
4462,6
12208,6
726,6
11249,6
8960,6
1957,6
4955,6
6842,6
2486,6
1697,6
6647,6
4361,6
351,6
121,6
414,6
7149,6
3823,6
6629,6
2404,6
185,6
5616,6
4594,6
3604,6
9433,6
11039,6
10403,6
10147,6
11675,6
9873,6
7849,6
7491,6
4073,6
5761,6
3718,6
2157,6
1237,6
6770,6
11091,6
8590,6
8086,6
11379,6
2333,6
8524,6
11570,6
5523,6
11665,6
8146,6
7766,6
11681,6
7092,6
11293,6
9961,6
7307,6
6602,6
8933,6
8130,6
1716,6
11441,6
3496,6
1363,6
2215,6
11288,6
5433,6
2841,6
12042,6
11597,6
2107,6
11253,6
1312,6
4145,6
4119,6
11203,6
4855,6
9861,6
6367,6
8550,6
6081,6
4244,6
10332,6
11374,6
915,6
6669,6
1615,6
6948,6
11482,6
6706,6
799,6
11634,6
2840,6
2836,6
8087,6
12030,6
1122,6
5997,6
1242,6
1214,6
89,6
11983,6
11158,6
3892,6
5705,6
8017,6
9756,6
2060,6
4153,6
6956,6
9183,6
175,6
1244,6
6661,6
5194,6
4731,6
9521,6
948,6
11300,6
7776,6
1038,6
5839,6
11115,6
6796,6
11524,5
6120,5
4000,5
10882,5
2272,5
3669,5
8358,5
8504,5
10719,5
3335,5
11147,5
8564,5
4095,5
9874,5
6020,5
4726,5
405,5
10890,5
11020,5
9512,5
210,5
9455,5
10421,5
4729,5
989,5
32,5
4258,5
551,5
62,5
10921,5
9539,5
6177,5
4213,5
6013,5
2936,5
4566,5
9483,5
4721,5
9612,5
9597,5
10957,5
5361,5
513,5
134,5
54,5
10095,5
4734,5
6913,5
9567,5
4497,5
7290,5
483,5
4988,5
125,5
3493,5
463,5
11191,5
6909,5
6231,5
11109,5
230,5
2340,5
7264,5
11590,5
5758,5
1837,5
5490,5
10405,5
6862,5
1924,5
6413,5
11607,5
11510,5
10220,5
6853,5
2914,5
7982,5
1927,5
10340,5
2801,5
1336,5
12051,5
10574,5
9991,5
2692,5
10516,5
5331,5
9970,5
2911,5
2857,5
8268,5
12069,5
2704,5
6451,5
6385,5
5048,5
7509,5
11232,5
12058,5
7493,5
7346,5
10296,5
9337,5
9058,5
2212,5
9042,5
7425,5
2306,5
12227,5
7675,5
9771,5
9112,5
2718,5
4430,5
7839,5
12094,5
5716,5
5754,5
8827,5
12014,5
11386,5
7413,5
9046,5
7799,5
6650,5
8620,5
8637,5
9227,5
12217,5
11870,5
2547,5
6280,5
11875,5
11527,5
8946,5
11504,5
3207,5
9806,5
3053,5
2895,5
2943,5
7079,5
2846,5
7083,5
7078,5
10896,5
8741,5
2007,5
5036,5
1669,5
9271,5
10844,5
8785,5
10693,5
2659,5
6870,5
2469,5
7881,5
1668,5
320,5
5170,5
6995,5
11019,5
9284,5
9528,5
9290,5
1756,5
9908,5
1696,5
10809,5
4395,5
10757,5
1812,5
10512,5
10699,5
1619,5
4203,5
1767,5
2866,5
1427,5
6471,5
11024,5
7842,5
2228,5
5550,5
10561,5
7197,5
10610,5
10584,5
9317,5
5725,5
10572,5
5605,5
4544,5
6263,5
11933,5
7255,5
8793,5
10452,5
10873,5
9135,5
5452,5
3168,5
1797,5
2588,5
10254,5
9496,5
3176,5
6225,5
7568,5
9522,5
8490,5
9691,5
1685,5
1118,5
1283,5
2972,5
11753,5
6056,5
8822,5
786,5
1563,5
3647,5
892,5
1454,5
4631,5
11830,5
7613,5
8243,5
1301,5
3201,5
12178,5
1596,5
832,5
7727,5
818,5
2927,5
2905,5
10915,5
1004,5
1209,5
914,5
9995,5
3280,5
6319,5
11239,5
3294,5
3402,5
11673,5
641,5
5922,5
1443,5
6066,5
7541,5
9029,5
11009,5
6041,5
1625,5
1158,5
1238,5
10,5
6987,5
5310,5
1090,5
2990,5
2011,5
11745,5
8506,5
8248,5
4638,5
6215,5
2965,5
6859,5
11206,5
3370,5
6357,5
11598,5
11668,5
6715,5
957,5
2005,5
249,5
1870,5
9962,5
4624,5
8333,5
1751,5
1978,5
7142,5
3603,5
11177,5
11174,5
3800,5
1075,5
5167,5
6604,5
6580,5
9286,5
6979,5
1715,5
3253,5
807,5
1739,5
5323,4
11622,4
2423,4
7468,4
11282,4
7635,4
5224,4
972,4
2770,4
11565,4
4697,4
2667,4
11731,4
5400,4
2551,4
6456,4
5349,4
11580,4
1327,4
7898,4
2430,4
8501,4
7516,4
7062,4
4174,4
11387,4
4289,4
3065,4
11181,4
8677,4
2543,4
11195,4
3656,4
11247,4
1774,4
11546,4
5405,4
2638,4
3060,4
11924,4
1839,4
3016,4
12115,4
6837,4
12130,4
7297,4
1760,4
11361,4
11214,4
2822,4
2587,4
2727,4
4181,4
7391,4
6610,4
1231,4
8586,4
6087,4
8286,4
7145,4
3445,4
8328,4
6962,4
3939,4
7162,4
7265,4
2016,4
7518,4
3356,4
9586,4
4248,4
9389,4
4940,4
12095,4
301,4
675,4
3781,4
4595,4
3475,4
236,4
10344,4
9203,4
5730,4
8128,4
10336,4
11560,4
7475,4
8745,4
7589,4
209,4
6929,4
6605,4
5104,4
4464,4
6779,4
10306,4
7227,4
2663,4
2623,4
7379,4
6614,4
6540,4
11054,4
1782,4
9499,4
1341,4
933,4
5150,4
4157,4
1719,4
2919,4
12038,4
11603,4
5961,4
3440,4
8475,4
11569,4
6957,4
11119,4
5803,4
3582,4
5393,4
6570,4
11170,4
11089,4
9302,4
10530,4
1934,4
6887,4
1132,4
9044,4
11497,4
1142,4
7546,4
9197,4
12006,4
2544,4
1794,4
7412,4
2535,4
5819,4
9262,4
6458,4
2201,4
10622,4
858,4
7968,4
10858,4
7762,4
3166,4
2112,4
5453,4
6557,4
11711,4
6216,4
1857,4
141,4
12099,4
6324,4
2054,4
11346,4
1723,4
11348,4
1813,4
3131,4
231,4
11311,4
4851,4
3246,4
3247,4
2408,4
6618,4
5747,4
8922,4
9105,4
5466,4
12215,4
11126,4
2285,4
7878,4
2323,4
7608,4
11581,4
3251,4
3189,4
4922,4
1495,4
9352,4
11540,4
11748,4
11987,4
1689,4
12146,4
7855,4
821,4
8019,4
8406,4
531,4
1071,4
9034,4
10846,4
7460,4
1867,4
4653,4
4642,4
4611,4
9185,4
7859,4
2441,4
5517,4
4224,4
10745,4
11450,4
12144,4
6834,4
2332,4
1085,4
4436,4
8747,4
1898,4
7737,4
9324,4
897,4
1471,4
7224,4
9683,4
4347,4
5710,4
11686,4
9258,4
10018,4
8967,4
3628,4
9776,4
11834,4
9884,4
9435,4
7807,4
11863,4
3233,4
8006,4
3109,4
5458,4
7474,4
2666,4
4703,4
8664,4
8926,4
5014,4
4071,4
7003,4
9451,4
11055,4
701,4
1223,4
9758,4
4990,4
5760,4
2967,4
126,4
9444,4
4216,4
1261,4
1416,4
3860,4
3933,4
9280,4
2174,4
10373,4
916,4
10552,4
4312,4
4839,4
11331,4
9711,4
2129,4
1847,4
8914,4
9439,4
10648,4
4765,4
9768,4
6667,4
10731,4
11029,4
10136,4
6744,4
10077,4
10964,4
11937,4
8781,4
3753,4
1550,4
7933,4
5063,4
590,4
7225,4
936,4
9078,4
9402,4
9879,4
9720,4
4972,4
9279,4
4010,4
4815,4
6789,4
5787,4
8179,4
8567,4
9616,4
4431,4
2101,4
4776,4
4725,4
8776,4
8139,4
11058,4
10169,4
4116,4
8572,4
3025,4
5056,4
4227,4
5161,4
5011,4
3700,4
4107,4
8563,4
778,4
10404,4
4810,4
4231,4
4763,4
3865,4
8552,4
991,4
10984,4
9996,4
4054,4
8723,4
5396,4
10725,4
1042,4
3855,4
4764,4
4969,4
9051,4
6472,4
3850,4
4052,4
1500,4
10202,4
2991,4
9667,4
11,4
6494,4
10046,4
10692,4
4215,4
4982,4
7714,4
8525,4
2941,4
10025,4
6548,4
8211,4
10442,4
9946,4
10037,4
460,4
3688,4
975,4
6138,4
12170,4
1707,4
5291,4
6617,4
10430,4
6865,4
240,4
9646,4
5084,4
6106,4
133,4
3549,4
3978,4
4700,4
4686,4
1529,4
4965,4
1220,4
4121,4
9370,4
7356,4
12009,4
4146,4
1240,4
896,4
9881,4
5756,4
4693,4
3212,4
7922,4
5489,4
6803,4
4600,4
4691,4
8449,4
2529,4
2491,4
7770,4
3768,4
1554,4
5386,4
3090,4
2006,4
4900,4
3636,4
11685,4
987,4
10108,4
10267,4
7287,4
9440,4
293,4
3524,4
4420,4
9507,3
10895,3
11495,3
4664,3
1841,3
7144,3
6856,3
8613,3
10888,3
2344,3
1842,3
8929,3
9579,3
2363,3
2478,3
11827,3
8632,3
777,3
7976,3
8954,3
11321,3
7724,3
1050,3
83,3
11513,3
2501,3
5899,3
4869,3
8035,3
11403,3
9036,3
9159,3
5857,3
2561,3
10806,3
1388,3
11134,3
9085,3
8559,3
12145,3
2241,3
6055,3
6145,3
8568,3
10804,3
10266,3
5949,3
7873,3
9767,3
12204,3
8984,3
7821,3
10122,3
6971,3
961,3
6813,3
9245,3
8260,3
8855,3
9041,3
9411,3
8005,3
5967,3
11508,3
10950,3
2316,3
9011,3
3834,3
8308,3
7047,3
10388,3
6997,3
10756,3
4586,3
150,3
2563,3
98,3
3088,3
8441,3
7278,3
7005,3
1725,3
6534,3
2051,3
6581,3
12228,3
8163,3
6676,3
2520,3
6346,3
140,3
8894,3
7894,3
2358,3
6336,3
6176,3
7669,3
9224,3
7652,3
8955,3
260,3
6412,3
11520,3
6608,3
11812,3
8350,3
2980,3
3622,3
6296,3
10954,3
6556,3
5962,3
7753,3
1525,3
1468,3
8975,3
6519,3
1900,3
11839,3
943,3
11491,3
11270,3
5677,3
6221,3
2631,3
4266,3
7732,3
6812,3
7871,3
2056,3
8123,3
7125,3
2608,3
11213,3
8624,3
5281,3
2957,3
5687,3
6053,3
3091,3
12138,3
8362,3
7447,3
2915,3
7476,3
12147,3
11892,3
7909,3
5749,3
10135,3
5804,3
5619,3
4477,3
4046,3
5376,3
5771,3
2739,3
6963,3
4985,3
946,3
2548,3
2192,3
8416,3
7233,3
4684,3
5674,3
6187,3
7880,3
886,3
8409,3
7025,3
3096,3
7343,3
2788,3
2860,3
12062,3
5039,3
6454,3
3439,3
8040,3
3358,3
11056,3
2808,3
4838,3
7294,3
12075,3
7983,3
10813,3
3216,3
2312,3
1412,3
3384,3
6130,3
8023,3
6095,3
9162,3
8186,3
3719,3
2230,3
10898,3
6017,3
5902,3
5253,3
6814,3
4622,3
3012,3
6883,3
11940,3
6058,3
6687,3
3357,3
9900,3
3453,3
6199,3
7390,3
11923,3
2889,3
4679,3
9715,3
7853,3
4465,3
7123,3
3075,3
10893,3
7515,3
10499,3
8153,3
1622,3
6273,3
2219,3
7691,3
11395,3
8951,3
10094,3
11913,3
4906,3
4881,3
5952,3
6448,3
8845,3
4446,3
11771,3
8461,3
3994,3
2278,3
177,3
8454,3
2482,3
7934,3
7874,3
6070,3
5581,3
8738,3
6184,3
12015,3
763,3
12179,3
10109,3
10124,3
5801,3
7677,3
1422,3
7624,3
6674,3
5613,3
6884,3
7008,3
9781,3
11929,3
2778,3
7088,3
5869,3
9737,3
4908,3
2274,3
2956,3
7400,3
2371,3
7087,3
8604,3
5151,3
7405,3
11550,3
7082,3
6126,3
6362,3
5246,3
5554,3
8024,3
7564,3
11917,3
4941,3
5000,3
9571,3
4127,3
6167,3
11927,3
7063,3
11266,3
7945,3
10379,3
5207,3
5667,3
9534,3
5706,3
7573,3
4491,3
7013,3
6062,3
1890,3
1151,3
9581,3
3679,3
2665,3
8199,3
2736,3
9376,3
3750,3
1200,3
3563,3
2648,3
3806,3
1829,3
9755,3
652,3
7214,3
5022,3
4652,3
10583,3
2071,3
3866,3
2081,3
5416,3
528,3
4801,3
4013,3
1968,3
3514,3
2926,3
10465,3
9210,3
7883,3
2703,3
448,3
3618,3
3296,3
2296,3
5429,3
4818,3
770,3
2616,3
422,3
404,3
1851,3
9401,3
1300,3
1781,3
3682,3
697,3
5796,3
719,3
3340,3
11053,3
3766,3
4724,3
1247,3
2962,3
3255,3
2717,3
9876,3
4832,3
59,3
4184,3
1229,3
204,3
4197,3
113,3
5159,3
830,3
4472,3
5077,3
3001,3
5426,3
2893,3
4391,3
3795,3
4031,3
712,3
3010,3
4338,3
9438,3
4155,3
4537,3
9425,3
617,3
9472,3
2132,3
3857,3
6321,3
1180,3
1663,3
452,3
9750,3
537,3
5875,3
7398,3
1403,3
9576,3
4727,3
7034,3
8045,3
9198,3
8636,3
305,3
5362,3
9848,3
9366,3
9407,3
9267,3
2039,3
5243,3
11106,3
2656,3
4275,3
382,3
9143,3
11071,3
1818,3
3883,3
2598,3
8258,3
514,3
3976,3
4136,3
3050,3
3577,3
3564,3
1211,3
10723,3
1364,3
5293,3
660,3
10967,3
501,3
3047,3
5296,3
665,3
9177,3
3059,3
10461,3
3993,3
1087,3
7928,3
1562,3
1780,3
9164,3
5202,3
2089,3
4950,3
9303,3
5300,3
2634,3
2686,3
3462,3
11060,3
3595,3
5353,3
9190,3
9214,3
5333,3
9956,3
9441,3
5219,3
10279,3
1749,3
8493,3
2000,3
447,3
1736,3
5190,3
940,3
3521,3
481,3
421,3
8820,3
8099,3
6924,3
9207,3
11097,3
1810,3
4221,3
11446,3
7022,3
10720,3
1793,3
1613,3
1635,3
662,3
9840,3
1792,3
9261,3
3803,3
6889,3
630,3
10966,3
1073,3
673,3
2903,3
11142,3
1582,3
790,3
567,3
7321,3
10519,3
6496,3
9814,3
10703,3
11111,3
3193,3
11334,3
963,3
8399,3
5477,3
11169,3
9993,3
4182,3
4850,3
7397,3
311,3
4344,3
9716,3
10936,3
6377,3
2896,3
10285,3
6330,3
10454,3
1093,3
851,3
10597,3
5639,3
932,3
10997,3
3529,3
10670,3
1113,3
9459,3
1100,3
4386,3
5699,3
5696,3
11146,3
10284,3
10091,3
6592,3
6645,3
10164,3
7427,3
5540,3
7783,3
4846,3
10231,3
11113,3
6387,3
10320,3
2028,3
10105,3
10033,3
7718,3
2237,3
12003,3
6294,3
3513,3
1271,3
11438,3
9381,3
1868,3
12070,3
10396,3
6479,3
11982,3
7816,3
4981,3
11353,3
7682,3
6583,3
4937,3
2796,3
11528,3
7024,3
70,3
757,3
10089,3
4903,3
5586,3
7479,3
12047,3
4651,3
4814,3
6403,3
6418,3
7418,3
4957,3
5029,3
392,3
3896,3
11820,3
1400,3
9912,3
1110,3
10501,3
5603,3
271,3
7557,3
1276,3
2247,3
5791,3
10502,3
10234,3
11034,3
6042,3
5646,3
3151,3
9934,3
9805,3
5750,3
5007,3
11531,3
3244,3
791,3
1137,3
4002,3
4614,3
1257,3
5344,3
1345,3
2093,3
4205,3
390,3
3645,3
8555,2
5234,2
9896,2
9797,2
4615,2
9707,2
8908,2
7651,2
9256,2
12110,2
7344,2
4228,2
9740,2
3997,2
9816,2
10301,2
8392,2
4387,2
10097,2
9181,2
6477,2
12120,2
4063,2
1593,2
5141,2
9747,2
3713,2
9173,2
9895,2
4262,2
5582,2
3836,2
8233,2
3754,2
10047,2
10484,2
10070,2
7609,2
1564,2
4208,2
8530,2
3613,2
10129,2
4619,2
7662,2
10821,2
10767,2
8206,2
9629,2
3784,2
8582,2
3863,2
3576,2
5100,2
5164,2
3169,2
10451,2
8585,2
6901,2
9929,2
4325,2
9735,2
4023,2
9605,2
10537,2
9468,2
9625,2
5566,2
7943,2
10672,2
10753,2
9804,2
7980,2
8198,2
9550,2
3430,2
9418,2
4621,2
7256,2
6046,2
9476,2
3878,2
10050,2
1313,2
11076,2
1329,2
10007,2
10044,2
8663,2
3779,2
11575,2
6250,2
4120,2
6000,2
8212,2
9587,2
6247,2
3721,2
3990,2
2232,2
4257,2
3018,2
8565,2
10141,2
4668,2
1633,2
7128,2
6223,2
9397,2
6759,2
9807,2
5858,2
10160,2
9403,2
9179,2
11618,2
6119,2
10526,2
9977,2
6988,2
10437,2
3420,2
8434,2
5872,2
3262,2
6930,2
7147,2
4572,2
3949,2
4137,2
2149,2
3890,2
5944,2
2166,2
5840,2
3555,2
5809,2
7970,2
10010,2
4675,2
10167,2
8554,2
4514,2
3157,2
3606,2
4515,2
3921,2
9392,2
7654,2
6274,2
10995,2
9722,2
3634,2
8704,2
8494,2
4511,2
10127,2
4009,2
9604,2
8864,2
5956,2
8108,2
5031,2
9471,2
1594,2
3839,2
7042,2
9766,2
1513,2
7485,2
8606,2
9650,2
10794,2
9513,2
4067,2
3843,2
3815,2
4442,2
9829,2
3851,2
9870,2
7955,2
8443,2
9823,2
10712,2
3881,2
11378,2
9598,2
3009,2
6566,2
3588,2
10662,2
4975,2
9580,2
11471,2
7466,2
4006,2
11574,2
4051,2
11829,2
7929,2
7570,2
10504,2
12159,2
9396,2
10272,2
11230,2
2298,2
10654,2
11151,2
3404,2
10011,2
8026,2
11484,2
10884,2
11326,2
11397,2
10700,2
8204,2
11067,2
7705,2
9783,2
8027,2
3113,2
11284,2
9265,2
8113,2
9655,2
9422,2
6214,2
9668,2
9725,2
7916,2
9409,2
1190,2
10315,2
4260,2
3138,2
1048,2
1123,2
11381,2
9394,2
7325,2
11272,2
9273,2
1634,2
11695,2
7665,2
8196,2
12161,2
10455,2
12160,2
9298,2
12185,2
7695,2
3546,2
9299,2
4272,2
4249,2
9739,2
4142,2
9519,2
3442,2
7692,2
4300,2
11475,2
2377,2
10357,2
11261,2
7478,2
3594,2
3089,2
3333,2
7105,2
10389,2
6373,2
3724,2
6364,2
7508,2
6371,2
6482,2
11476,2
6907,2
11129,2
7688,2
8133,2
7372,2
6851,2
3387,2
6847,2
6132,2
10382,2
3942,2
10436,2
11564,2
5744,2
3668,2
7684,2
3263,2
6407,2
11563,2
3209,2
6420,2
2135,2
10418,2
11611,2
10178,2
5999,2
3681,2
9248,2
3403,2
9304,2
11027,2
11468,2
3191,2
8156,2
11691,2
10487,2
11287,2
11487,2
7981,2
9990,2
7566,2
7267,2
6114,2
8159,2
10401,2
6363,2
6327,2
7360,2
11697,2
7763,2
7054,2
11817,2
7843,2
7744,2
3117,2
4270,2
6821,2
10269,2
10843,2
9419,2
11351,2
3334,2
9690,2
11860,2
6776,2
5180,2
9186,2
10289,2
4278,2
3579,2
11225,2
7272,2
9246,2
3318,2
8541,2
5162,2
9260,2
11245,2
9323,2
6944,2
5210,2
5338,2
5211,2
8821,2
6961,2
8089,2
6972,2
8049,2
7040,2
7074,2
7841,2
7860,2
5691,2
7484,2
3629,2
3499,2
11149,2
3560,2
7755,2
4667,2
7947,2
6900,2
10446,2
9965,2
3888,2
3506,2
7271,2
4964,2
10706,2
1576,2
1585,2
7174,2
8491,2
10974,2
4476,2
11200,2
3408,2
9342,2
5427,2
9278,2
11902,2
9634,2
3484,2
9361,2
3597,2
7822,2
2985,2
9277,2
8496,2
7888,2
7735,2
3004,2
5867,2
11252,2
6717,2
6681,2
7892,2
11328,2
4214,2
10686,2
11952,2
1119,2
8082,2
7932,2
8683,2
10837,2
11254,2
2180,2
4126,2
1245,2
7180,2
11666,2
8788,2
8157,2
8763,2
11322,2
8316,2
10206,2
8483,2
7644,2
9127,2
11156,2
3192,2
8838,2
8162,2
10414,2
10270,2
3076,2
7825,2
4317,2
4178,2
4322,2
9086,2
10217,2
11640,2
8850,2
5322,2
4192,2
6848,2
8299,2
11250,2
8431,2
1588,2
10463,2
11274,2
10988,2
11041,2
5265,2
6091,2
11059,2
8897,2
6903,2
11277,2
11601,2
11197,2
10907,2
4308,2
7009,2
6497,2
11751,2
7563,2
11655,2
11749,2
11373,2
3379,2
2207,2
8902,2
5339,2
11148,2
8896,2
5146,2
2886,2
3256,2
1156,2
11012,2
1145,2
3243,2
3237,2
2375,2
1394,2
1479,2
3030,2
1179,2
3153,2
3077,2
3182,2
3125,2
2424,2
1754,2
2950,2
1320,2
2321,2
1150,2
3337,2
1822,2
3236,2
2961,2
2944,2
2411,2
10539,2
493,2
12193,2
1666,2
878,2
10513,2
884,2
953,2
2256,2
1939,2
1112,2
546,2
2426,2
713,2
3289,2
10601,2
2152,2
3242,2
10518,2
2935,2
391,2
2292,2
1168,2
1067,2
385,2
1724,2
2410,2
5230,2
2442,2
443,2
7747,2
400,2
1538,2
2583,2
44,2
1343,2
2205,2
5142,2
7779,2
3409,2
768,2
1865,2
6278,2
2732,2
714,2
11162,2
6447,2
6037,2
7858,2
2485,2
721,2
2843,2
6463,2
521,2
5223,2
1672,2
1692,2
1677,2
2220,2
9910,2
2521,2
10292,2
5130,2
1380,2
525,2
3219,2
2476,2
3259,2
4936,2
526,2
3386,2
8364,2
529,2
56,2
3232,2
502,2
7840,2
7163,2
4853,2
55,2
12210,2
904,2
7011,2
9244,2
4016,2
4859,2
8598,2
9131,2
9208,2
8885,2
11810,2
9083,2
8835,2
814,2
5009,2
4602,2
5078,2
9095,2
776,2
1234,2
661,2
544,2
749,2
2,2
8609,2
9909,2
8931,2
11677,2
9040,2
1863,2
291,2
5694,2
2960,2
6757,2
9002,2
869,2
5934,2
9448,2
2752,2
2510,2
8844,2
9093,2
5820,2
9138,2
1721,2
11394,2
1623,2
4092,2
4748,2
7006,2
9120,2
1698,2
9108,2
8991,2
9205,2
395,2
4413,2
431,2
1815,2
11867,2
2303,2
2300,2
178,2
12232,2
2178,2
11641,2
1886,2
2524,2
11949,2
2460,2
12191,2
2310,2
7175,2
2454,2
2463,2
2225,2
96,2
10182,2
11794,2
86,2
2856,2
200,2
12230,2
2726,2
5887,2
1765,2
2458,2
146,2
315,2
278,2
9453,2
1805,2
4775,2
10177,2
102,2
2370,2
6954,2
1828,2
2599,2
167,2
899,2
11988,2
1830,2
20,2
182,2
2353,2
11159,2
12196,2
1775,2
11974,2
2338,2
6469,2
6470,2
5865,2
555,2
605,2
4709,2
1972,2
4267,2
606,2
566,2
608,2
321,2
2271,2
1823,2
10295,2
607,2
10472,2
5401,2
596,2
4904,2
3984,2
1902,2
1704,2
1335,2
1204,2
10134,2
15,2
10277,2
5428,2
1089,2
4842,2
4077,2
4768,2
469,2
603,2
3265,2
705,2
510,2
1652,2
4808,2
10660,2
1983,2
11005,2
4813,2
1107,2
1993,2
5267,2
1532,2
11045,2
11022,2
1206,2
615,2
4285,2
960,2
10248,2
1007,2
181,2
4098,2
1713,2
5148,2
235,2
1188,2
4959,2
92,2
3040,2
4796,2
4399,2
3054,2
3116,2
4836,2
4827,2
3749,2
4242,2
3058,2
26,2
4598,2
5002,2
51,2
3508,2
335,2
4795,2
169,2
112,2
5304,2
9,2
4790,2
12,2
4885,2
10549,2
5098,2
1740,2
370,2
300,2
5345,2
111,2
4833,2
5294,2
19,2
1287,2
5110,2
357,2
1848,2
5312,2
1081,2
91,2
3421,2
4759,2
4316,2
3674,2
372,2
5328,2
1172,2
3272,2
1994,2
4519,2
2255,2
1039,2
5392,2
2555,2
3368,2
5408,2
2691,2
2721,2
5622,2
5683,2
2474,2
9904,2
286,2
3185,2
5359,2
1378,2
5088,2
1241,2
317,2
5111,2
5451,2
4701,2
12184,2
648,2
1483,2
2594,2
3011,2
2629,2
5415,2
7827,2
1230,2
6436,2
728,2
1018,2
6513,2
1194,2
4899,2
6452,2
10514,2
771,2
4643,2
754,2
10469,2
2515,2
3469,2
4800,2
2189,2
4835,2
3432,2
3319,2
2999,2
1101,2
310,2
3271,2
409,2
425,2
393,2
4774,2
5651,2
1315,2
5594,2
515,2
4454,2
470,2
1272,2
3822,2
5076,2
4657,2
1955,2
11015,2
1826,2
1264,2
4766,2
417,2
4694,2
1165,2
415,2
2100,2
564,2
5549,2
4473,2
623,2
3811,2
69,2
332,2
619,2
329,2
4084,2
5530,2
5655,2
383,2
4461,2
688,2
570,2
9906,2
4811,2
691,2
637,2
4542,2
631,2
9911,2
4578,2
4295,2
10828,2
3847,2
618,2
9213,2
196,2
6893,2
4124,2
8436,2
7357,2
9948,2
965,2
6840,2
2248,2
11755,2
10651,2
5385,2
6527,2
922,2
6863,2
8155,2
6798,2
8417,2
6450,2
7262,2
7866,2
6849,2
10478,2
9137,2
10201,2
6866,2
10125,2
6644,2
6843,2
4506,2
7305,2
7190,2
9092,2
6764,2
1368,2
1852,2
4554,2
6999,2
7416,2
4649,2
6310,2
8574,2
11193,2
7534,2
7404,2
4507,2
941,2
4200,2
8321,2
6766,2
4447,2
6758,2
7817,2
8998,2
2720,2
5719,2
5793,2
8240,2
3042,2
4634,2
2714,2
5641,2
11684,2
11680,2
2355,2
5794,2
8237,2
2200,2
2734,2
6587,2
11999,2
12195,2
5673,2
6839,2
6029,2
6141,2
6713,2
5513,2
2735,2
6189,2
6191,2
6729,2
7517,2
8278,2
8279,2
8466,2
2197,2
8303,2
2165,2
7389,2
10057,2
8267,2
1942,2
6750,2
5136,2
8452,2
7339,2
7990,2
4345,2
9745,2
6652,2
6164,2
9959,2
10054,2
7238,2
6078,2
926,2
10444,2
10227,2
10749,2
8754,2
6832,2
10938,2
6891,2
3667,2
6116,2
6754,2
976,2
7104,2
1477,2
2467,2
7099,2
7101,2
6966,2
10226,2
8780,2
970,2
8593,2
7187,2
7199,2
945,2
3438,2
1033,2
1549,2
5275,2
994,2
5486,2
9786,2
4635,2
2010,2
4708,2
4723,2
8383,2
8363,2
7002,2
4767,2
6921,2
8424,2
6965,2
8402,2
8400,2
7488,2
3626,2
4109,2
934,2
5371,2
6969,2
9157,2
8957,2
1373,2
6947,2
875,2
4495,2
8396,2
9130,2
9467,2
7349,2
7176,2
8772,2
8036,2
7581,2
942,2
8817,2
4481,2
7223,2
4508,2
882,2
6938,2
996,2
7567,2
883,2
9498,2
11139,2
8777,2
8705,2
7023,2
7193,2
947,2
10142,2
935,2
10845,2
8465,2
3188,2
6737,2
8728,2
986,2
8560,2
5047,2
6192,2
8865,2
6825,2
8746,2
7377,2
7089,2
7338,2
2184,2
2748,2
8413,2
4133,2
2789,2
2892,2
7303,2
11852,2
2928,2
5799,2
5606,2
5472,2
5727,2
6601,2
9777,2
813,2
2117,2
1941,2
6655,2
5931,2
9573,2
6539,2
6742,2
787,2
6150,2
8180,2
5675,2
5580,2
5356,2
8592,2
5475,2
6861,2
2276,2
5847,2
3202,2
6125,2
1708,2
819,2
2525,2
6598,2
6489,2
9218,2
1553,2
6490,2
6504,2
