epoch,experiment,loss,sig2b_est0,sig2b_est1,sig2b_est2,sig2b_est3,sig2b_est4,sig2b_grad0,sig2b_grad1,sig2b_grad2,sig2b_grad3,sig2b_grad4,sig2e_est,sig2e_grad,val_loss
34,3,161.38919067382812,0.9471864,2.1018958,2.9246354,4.1563625,5.2263412,0.43908244,-0.110693455,0.048440218,0.10837543,0.07684219,1.1299119,-10.121872,159.93988037109375
35,3,161.43560791015625,0.94731283,2.1017454,2.9225104,4.162001,5.2458982,0.42516017,-0.10376406,0.0482924,0.107266426,0.07413685,1.1248016,-9.26229,159.91006469726562
36,3,161.4386444091797,0.94871604,2.0980272,2.9186661,4.161567,5.2619805,0.43690145,-0.092662334,0.0473938,0.105544925,0.07577717,1.1269553,-10.245226,159.87985229492188
37,3,161.37820434570312,0.9454727,2.099728,2.9152274,4.167716,5.2749753,0.41772103,-0.120874405,0.0479002,0.10566473,0.07595754,1.1250734,-6.525491,159.70010375976562
38,3,161.34750366210938,0.947862,2.0980043,2.9166634,4.1681604,5.289055,0.4269681,-0.12295973,0.048704386,0.10827577,0.07648778,1.1227499,-8.129286,159.52554321289062
39,3,161.35995483398438,0.9534972,2.0950348,2.911593,4.1718545,5.303206,0.43568695,-0.09346652,0.048208714,0.105832934,0.07568717,1.1266553,-9.643446,159.89486694335938
40,3,161.2158660888672,0.9487433,2.0983877,2.9072795,4.1717362,5.317293,0.43702185,-0.102506876,0.04787129,0.10776484,0.07556963,1.1241081,-7.5491624,159.45057678222656
41,3,161.27090454101562,0.9515069,2.0946493,2.9099681,4.1696415,5.3298707,0.43073004,-0.10939336,0.047950387,0.10722399,0.07462537,1.1235697,-8.082633,159.82135009765625
42,3,161.21717834472656,0.9527355,2.0903394,2.9104013,4.1734056,5.338564,0.421901,-0.121019125,0.047985137,0.10711372,0.07433474,1.1200204,-7.9002304,159.9735565185547
43,3,161.12506103515625,0.9525288,2.0927858,2.908618,4.1733193,5.347676,0.43469036,-0.105739,0.049755633,0.1098901,0.07622802,1.1184983,-9.19673,159.9521942138672
44,3,161.14297485351562,0.9492411,2.0961108,2.902797,4.176556,5.353123,0.4416026,-0.09455085,0.04772961,0.10681498,0.07781994,1.1233186,-9.357859,159.91549682617188
45,3,161.06324768066406,0.94625086,2.0951447,2.9028056,4.1780066,5.36259,0.44050336,-0.09642029,0.048649848,0.107415736,0.076640606,1.1137393,-8.504232,159.67947387695312
46,3,160.97927856445312,0.94656956,2.0940878,2.905321,4.1776934,5.3658013,0.44107193,-0.102416635,0.04869759,0.108673334,0.076643705,1.1179777,-8.230854,159.83053588867188
47,3,160.98135375976562,0.9458928,2.0925918,2.9063125,4.179318,5.3725734,0.43843687,-0.104189515,0.048848808,0.109318614,0.07888913,1.111557,-10.220261,160.00894165039062
48,3,161.1331329345703,0.950797,2.0918152,2.9029994,4.1763163,5.377255,0.4189378,-0.1307745,0.048493505,0.107999444,0.07606268,1.1176395,-8.599409,160.20297241210938
49,3,161.00860595703125,0.950208,2.0954897,2.9040122,4.170949,5.378744,0.41493985,-0.1270411,0.048232198,0.10848212,0.07637465,1.1130626,-8.242256,159.94097900390625
50,3,161.10963439941406,0.9486961,2.0940762,2.9067743,4.17197,5.3837805,0.42852622,-0.10392046,0.049319148,0.10918391,0.075181484,1.1191707,-8.472017,159.63638305664062
0,4,219.20103454589844,1.16273,1.2558663,1.3212221,1.3127478,1.3119426,-0.025461435,-0.827827,0.2751323,-0.025461435,-0.025461435,1.4137743,-13.686619,187.88531494140625
1,4,185.189453125,1.2257506,1.4383689,1.5694623,1.5652817,1.5666627,0.0001320839,-0.49392486,0.2450819,0.0001320839,0.0001320839,1.5322412,0.7390597,171.54275512695312
2,4,177.80064392089844,1.2440578,1.5914477,1.7799723,1.7893845,1.7934499,0.013121188,-0.3963958,0.2299298,0.013121188,0.013121188,1.5409853,4.950596,168.42605590820312
3,4,173.34005737304688,1.2344047,1.7139683,1.9714284,1.9951519,2.007979,0.018012583,-0.2774303,0.21390295,0.018012583,0.018012583,1.4661264,6.908236,165.42788696289062
4,4,171.10105895996094,1.2167214,1.8187267,2.1500406,2.1866734,2.209664,0.030439734,-0.23654222,0.2094475,0.030439734,0.030439734,1.3816385,6.9978647,164.05966186523438
5,4,169.3641357421875,1.1899941,1.9092,2.3178897,2.371001,2.403762,0.033626914,-0.20825315,0.1980629,0.033626914,0.033626914,1.3184388,8.6584835,162.9652862548828
6,4,168.24607849121094,1.1637859,1.9816428,2.4783313,2.543359,2.5936255,0.034252405,-0.19636083,0.1879785,0.034252405,0.034252405,1.2850897,8.302692,162.25430297851562
7,4,167.24107360839844,1.1327527,2.0391567,2.6210842,2.7075655,2.773702,0.033931255,-0.14816415,0.17903984,0.033931255,0.033931255,1.2547095,6.5935793,162.20997619628906
8,4,166.72264099121094,1.1060437,2.0870912,2.7507803,2.859052,2.9480011,0.0354805,-0.13716054,0.17302465,0.0354805,0.0354805,1.2437835,6.7122445,161.63510131835938
9,4,166.06146240234375,1.0873646,2.1205997,2.8671641,3.0022118,3.1139004,0.033263206,-0.128968,0.16515052,0.033263206,0.033263206,1.2263886,6.7147045,160.94024658203125
10,4,165.3306121826172,1.07237,2.1489732,2.968959,3.132691,3.2716093,0.032815695,-0.103824735,0.16129363,0.032815695,0.032815695,1.2081186,6.3991075,160.94236755371094
11,4,164.90200805664062,1.0665926,2.167028,3.0584264,3.2478428,3.421389,0.033780992,-0.10383785,0.15958881,0.033780992,0.033780992,1.196513,6.9862065,160.76327514648438
12,4,164.4727325439453,1.055074,2.1755602,3.1386344,3.352142,3.5577683,0.029206514,-0.09540534,0.1486268,0.029206514,0.029206514,1.1894801,7.849972,160.519775390625
13,4,164.15235900878906,1.0470679,2.1784909,3.206291,3.4465916,3.6883023,0.02866757,-0.0812155,0.15006232,0.02866757,0.02866757,1.180915,7.6630726,160.57952880859375
14,4,163.95254516601562,1.0397433,2.1781597,3.2593493,3.5296533,3.806358,0.026537895,-0.08227277,0.14313626,0.026537895,0.026537895,1.1731042,8.12924,160.06153869628906
15,4,164.1067352294922,1.0355518,2.1786954,3.3080456,3.6006143,3.9174702,0.02813971,-0.07618272,0.1442883,0.02813971,0.02813971,1.181649,6.233736,160.64822387695312
16,4,163.89898681640625,1.0302769,2.1722753,3.3447814,3.6644583,4.019274,0.025411725,-0.07503414,0.13893652,0.025411725,0.025411725,1.1804875,8.33828,160.190673828125
17,4,163.50437927246094,1.0281298,2.1681314,3.3751209,3.721284,4.113421,0.027174115,-0.08594346,0.13993347,0.027174115,0.027174115,1.1656381,8.660236,160.0952911376953
18,4,163.4471435546875,1.025076,2.166912,3.4010227,3.7663858,4.1958733,0.027039528,-0.06968653,0.13468134,0.027039528,0.027039528,1.1662964,6.4151497,159.8304901123047
19,4,163.2452850341797,1.0182179,2.1587284,3.4223998,3.808031,4.2723165,0.027882457,-0.081576586,0.14164245,0.027882457,0.027882457,1.1633507,8.2214365,160.14227294921875
20,4,162.96902465820312,1.0146776,2.1555412,3.4408402,3.8439546,4.341029,0.027091384,-0.08444226,0.14182723,0.027091384,0.027091384,1.1538582,8.801294,160.33912658691406
21,4,163.12277221679688,1.0161357,2.1496344,3.454655,3.8718033,4.405156,0.027400494,-0.08580148,0.13955045,0.027400494,0.027400494,1.1577004,8.464046,160.31085205078125
22,4,162.74314880371094,1.0127488,2.146534,3.4664204,3.8984098,4.4563303,0.026070595,-0.10117018,0.13949645,0.026070595,0.026070595,1.1472151,7.5500484,160.19273376464844
23,4,162.7318572998047,1.0134476,2.144226,3.4718513,3.9195452,4.5076785,0.02387011,-0.101885796,0.13685083,0.02387011,0.02387011,1.1435745,7.5040445,159.9923858642578
24,4,162.53851318359375,1.008484,2.1456766,3.4774425,3.9412372,4.5546603,0.024634242,-0.1022836,0.13492024,0.024634242,0.024634242,1.1445328,7.8670073,160.14761352539062
25,4,162.48590087890625,1.0081713,2.1456335,3.481982,3.9595602,4.593211,0.02529043,-0.101195574,0.13818896,0.02529043,0.02529043,1.1456574,6.9113293,160.15283203125
26,4,162.4327392578125,1.0082997,2.1464343,3.4835274,3.9757004,4.631364,0.024522662,-0.09297252,0.1336683,0.024522662,0.024522662,1.1459278,6.3508825,159.8540496826172
27,4,162.58746337890625,1.0060501,2.1452444,3.4870632,3.9876204,4.6649165,0.025267601,-0.093194485,0.13634002,0.025267601,0.025267601,1.1419754,6.776572,160.12791442871094
28,4,162.47640991210938,1.0069913,2.1467664,3.489795,3.9970746,4.695143,0.026526213,-0.09854972,0.14014006,0.026526213,0.026526213,1.1403272,6.460024,160.04273986816406
