epoch,experiment,loss,sig2b_est0,sig2b_est1,sig2b_est2,sig2b_est3,sig2b_est4,sig2b_grad0,sig2b_grad1,sig2b_grad2,sig2b_grad3,sig2b_grad4,sig2e_est,sig2e_grad,val_loss
33,0,161.5913543701172,0.90139425,2.0049162,2.712504,4.0014677,4.8577366,-0.9290774,-0.9278016,0.17892179,0.039815634,0.039815634,1.1317418,5.8317146,159.92396545410156
34,0,161.6539306640625,0.89683974,2.0070298,2.7120676,4.007841,4.8713174,-0.9231025,-0.91112155,0.17213854,0.040186435,0.040186435,1.1341684,5.1979485,159.86378479003906
35,0,161.5797576904297,0.89853173,2.0139618,2.7103388,4.007264,4.883882,-0.8985733,-0.91727173,0.17642471,0.03944269,0.03944269,1.1327891,4.7901893,160.0934295654297
36,0,161.5734405517578,0.8968443,2.0092847,2.7084653,4.010149,4.8927927,-0.93805367,-0.91137993,0.17831919,0.039607584,0.039607584,1.1328537,5.012553,159.56922912597656
37,0,161.7473907470703,0.89890397,2.0125842,2.707061,4.014441,4.9055367,-0.90679276,-0.94259846,0.18532875,0.039491624,0.039491624,1.1367614,4.8315043,160.49476623535156
38,0,161.3328399658203,0.8974972,2.0145762,2.701455,4.0170174,4.913852,-0.9621126,-0.9147723,0.1828931,0.039791733,0.039791733,1.1232148,4.8673244,159.89718627929688
39,0,161.28489685058594,0.8989176,2.01767,2.699836,4.0170245,4.91803,-0.9692831,-0.91812503,0.18423957,0.03982401,0.03982401,1.1298875,4.1771874,159.98690795898438
0,1,213.78294372558594,1.1652251,1.2616059,1.2995777,1.2878007,1.3442513,-0.08239192,-0.40630168,-0.008001745,0.124154806,-0.6530143,1.3964453,1.6355894,177.2492218017578
1,1,181.19338989257812,1.2097968,1.4417539,1.5246075,1.4955335,1.6083629,-0.122657984,-0.20895946,-0.03488344,0.04095164,-0.49094546,1.4920549,5.7554007,169.0897979736328
2,1,175.16091918945312,1.2125568,1.5795741,1.7114115,1.6799871,1.8408127,-0.10836086,-0.1329233,-0.03590536,0.05123037,-0.34093928,1.4854302,6.426125,166.78500366210938
3,1,171.703369140625,1.1879928,1.6937715,1.8768731,1.8522273,2.0602365,-0.18549067,-0.080914706,-0.033694565,0.07601306,-0.2839516,1.415526,6.5246406,165.0763702392578
4,1,169.39219665527344,1.156796,1.7871646,2.0312831,2.01601,2.269481,-0.18728262,-0.059403718,-0.044555962,0.078677446,-0.21518576,1.3354995,6.321992,164.00852966308594
5,1,168.29209899902344,1.1224152,1.8617953,2.1691973,2.1702008,2.473001,-0.1924401,-0.055076957,-0.0583629,0.06837106,-0.16816229,1.2993249,6.0653276,162.9311065673828
6,1,167.0775146484375,1.0948195,1.919741,2.293498,2.3152938,2.6694245,-0.28727758,-0.055019796,-0.050429493,0.080536634,-0.16019773,1.2673495,5.360432,162.7527618408203
7,1,166.0918426513672,1.0679779,1.9668748,2.4078815,2.4512599,2.859469,-0.23440069,-0.048902094,-0.0499568,0.079236984,-0.110717684,1.2437146,5.041017,162.7409210205078
8,1,165.36453247070312,1.0506308,1.9953501,2.5046225,2.5824442,3.0404816,-0.3230582,-0.055359066,-0.04902029,0.074347615,-0.11703694,1.2245641,5.0708866,161.99908447265625
9,1,164.84339904785156,1.0372925,2.0129876,2.5935106,2.7027044,3.2183564,-0.30337387,-0.026257873,-0.04464081,0.076731026,-0.07393941,1.2184751,6.4875255,162.11424255371094
10,1,164.52223205566406,1.02687,2.0206413,2.6689296,2.8191485,3.3868842,-0.28782558,-0.0400936,-0.043540806,0.07911575,-0.06953281,1.203488,5.3865123,161.47067260742188
11,1,164.0511016845703,1.0186491,2.028177,2.732319,2.9234812,3.5460045,-0.29549605,-0.04351902,-0.04245907,0.08292028,-0.0602504,1.1986903,4.955908,161.74160766601562
12,1,163.85157775878906,1.0170896,2.0322368,2.787027,3.0195148,3.693836,-0.3087207,-0.027690351,-0.03785771,0.08035296,-0.04768637,1.184828,5.4319806,160.50523376464844
13,1,163.73004150390625,1.0121434,2.0329638,2.83319,3.107664,3.8329074,-0.30204487,-0.04562533,-0.031195939,0.07933816,-0.047016263,1.188438,4.746416,160.72406005859375
14,1,163.2189178466797,1.0016273,2.032147,2.8707883,3.1839025,3.9607763,-0.3249601,-0.046797633,-0.023921609,0.086503565,-0.04475546,1.1693103,5.04942,160.73008728027344
15,1,163.22962951660156,0.9951813,2.024633,2.9000666,3.2542622,4.0790353,-0.35251477,-0.027464986,-0.0235641,0.082320064,-0.034474015,1.1698203,5.5308466,160.7431182861328
16,1,163.17572021484375,0.98520046,2.0194054,2.9167283,3.3188012,4.1880293,-0.307427,-0.044728637,-0.034388423,0.071655095,-0.03121543,1.1750016,5.285693,160.56497192382812
17,1,162.8367919921875,0.9903801,2.012533,2.9357593,3.3742666,4.2862425,-0.28843176,-0.04522711,-0.024445027,0.08133441,-0.021656543,1.1618751,5.1568303,160.73631286621094
18,1,162.51820373535156,0.98820966,2.0087209,2.9493983,3.422138,4.3735476,-0.33072093,-0.03763908,-0.022538543,0.079422235,-0.02202946,1.1554703,4.751113,160.3302001953125
19,1,162.7479248046875,0.9837373,2.0006182,2.9606164,3.4696183,4.4569654,-0.3069415,-0.040436715,-0.019916117,0.076705426,-0.019485712,1.1626422,4.1144643,160.62770080566406
20,1,162.5340118408203,0.97534674,1.9968551,2.9646456,3.512423,4.527304,-0.4037441,-0.0126187205,-0.015372872,0.082226455,-0.012664318,1.15888,5.0817194,160.71243286132812
21,1,162.3719940185547,0.9753044,1.9921529,2.971637,3.5485618,4.5934105,-0.40663645,-0.01861,-0.009388149,0.08626944,-0.016628742,1.1567192,5.8924985,159.6186981201172
22,1,162.27688598632812,0.9753459,1.9857155,2.9770355,3.5752292,4.6546154,-0.2544312,-0.0521836,-0.0149357915,0.080631614,-0.006032169,1.1509248,4.937992,160.42088317871094
23,1,162.18106079101562,0.97910774,1.9823037,2.9816875,3.6013868,4.7030144,-0.29987523,-0.03601116,-0.011007965,0.078271985,-0.0069009066,1.1450403,4.665572,160.4332275390625
24,1,162.0201873779297,0.98202175,1.9808909,2.9877732,3.625115,4.748372,-0.3736421,-0.040516615,-0.0130393505,0.07937831,-0.014584541,1.1399567,3.2847204,160.30296325683594
25,1,162.00234985351562,0.98018783,1.9791831,2.991041,3.6445723,4.789118,-0.33351278,-0.02481386,-0.013300896,0.0734421,-0.008400202,1.1468035,3.7401586,160.28086853027344
26,1,161.9408721923828,0.9769656,1.9793473,2.987432,3.6638906,4.825052,-0.37334496,-0.038067162,-0.0119745135,0.08173135,-0.007831931,1.1455615,4.036554,160.23831176757812
27,1,161.85496520996094,0.9760497,1.9785539,2.988793,3.6794398,4.8595815,-0.33175865,-0.036383867,-0.009862304,0.08060986,-0.004343152,1.1400994,5.203808,159.74195861816406
28,1,161.86605834960938,0.9792941,1.9756258,2.9852743,3.6909049,4.8897347,-0.42027903,-0.014875114,-0.0064769387,0.082959294,-0.0051145554,1.1429274,5.2266617,159.7550048828125
29,1,161.6668701171875,0.9791835,1.9727391,2.985342,3.704953,4.919203,-0.36698058,-0.030441225,-0.009013712,0.07615352,-0.0070373416,1.1344064,3.4242964,160.11473083496094
30,1,161.85379028320312,0.9773528,1.9700711,2.980857,3.7144394,4.9428954,-0.34760052,-0.026726186,-0.010304809,0.080335975,-0.0018799305,1.1436199,2.7598715,160.47335815429688
31,1,161.63482666015625,0.9683785,1.9617453,2.980318,3.7242184,4.9666796,-0.32556123,-0.038114935,-0.012099862,0.074516594,-0.0026185513,1.1355337,3.7430234,159.83273315429688
0,2,213.93478393554688,1.1550375,1.2607384,1.3408042,1.3222424,1.345801,0.36285043,-0.085104704,-1.7025919,-0.21898198,-0.10520506,1.3884022,-2.617108,175.73562622070312
1,2,181.42747497558594,1.1993822,1.4305512,1.563821,1.5658989,1.5978246,0.35833132,-0.09347296,-1.0954041,-0.08098221,-0.08234382,1.4923263,2.61794,169.89901733398438
2,2,175.53591918945312,1.1992049,1.5654546,1.7542473,1.7831615,1.8189238,0.36761844,-0.06310296,-0.8503566,-0.013150573,-0.058175206,1.4913944,6.615361,166.95654296875
3,2,171.97891235351562,1.161894,1.670109,1.9181947,1.9776914,2.0259213,0.36929613,-0.08332777,-0.6686075,0.0067384243,-0.0805645,1.4224771,7.589451,163.68460083007812
4,2,169.27676391601562,1.116413,1.7575923,2.0651348,2.1664388,2.2222714,0.38301462,-0.07780051,-0.59469104,0.018667936,-0.0861218,1.340004,6.2736707,162.8773956298828
5,2,167.5521240234375,1.0790155,1.8265225,2.204324,2.3471303,2.4110246,0.39506418,-0.071293235,-0.5179181,0.022506475,-0.091060996,1.2815719,5.8675117,161.56393432617188
6,2,166.62762451171875,1.052297,1.8815175,2.3237364,2.5192513,2.5941372,0.40416557,-0.06822014,-0.46126246,0.02901709,-0.08947849,1.2534955,4.5226455,161.23426818847656
7,2,165.71804809570312,1.0407205,1.9277921,2.440523,2.6798034,2.7713034,0.40933132,-0.051971436,-0.40818906,0.02824223,-0.0899328,1.2271484,3.3488793,161.2841033935547
8,2,165.34402465820312,1.0171868,1.9632119,2.540498,2.8310688,2.939803,0.43035924,-0.04259646,-0.37632585,0.031574965,-0.076695085,1.2237052,4.86325,161.06570434570312
9,2,164.37332153320312,1.0080017,1.9898909,2.625277,2.97053,3.099947,0.43128467,-0.039654613,-0.33701134,0.034249067,-0.0797534,1.1986667,4.359745,160.4397735595703
10,2,164.03814697265625,0.99086213,2.0065567,2.7036402,3.1032715,3.252974,0.44643974,-0.031098485,-0.32152796,0.04467261,-0.06708169,1.1850423,3.9073935,160.0881805419922
11,2,163.86431884765625,0.9883967,2.0215738,2.7699149,3.223991,3.3976474,0.44988167,-0.029985547,-0.28205538,0.042763233,-0.06261277,1.1913843,3.8847075,159.94338989257812
12,2,163.63455200195312,0.9840814,2.0224113,2.8266766,3.3312578,3.5262861,0.4540341,-0.0204705,-0.28793287,0.045523882,-0.056363106,1.1787338,2.6660013,160.16778564453125
13,2,163.08616638183594,0.97827923,2.025143,2.8749952,3.4242518,3.64853,0.4590608,-0.014922023,-0.26596928,0.050976276,-0.04651022,1.1663914,4.299872,159.7889404296875
14,2,163.26727294921875,0.97022665,2.0257459,2.911743,3.5091858,3.756985,0.46632004,-0.010525107,-0.27410364,0.048617125,-0.049220443,1.1705545,3.5272157,159.49673461914062
15,2,162.5175018310547,0.96611,2.026687,2.9399772,3.5858033,3.8570158,0.47112375,-0.0049755573,-0.25825143,0.051082253,-0.042701364,1.1469457,2.6397648,159.02474975585938
16,2,162.56182861328125,0.96190786,2.0247545,2.967347,3.6511576,3.950409,0.47726154,-0.006835103,-0.25739956,0.056141138,-0.03520727,1.1536908,2.839691,159.28500366210938
17,2,162.60484313964844,0.95544946,2.0216372,2.9887233,3.7088442,4.030423,0.48278043,-0.002175331,-0.26315045,0.05891061,-0.031247735,1.1535695,3.2565575,159.22451782226562
18,2,162.3377227783203,0.9527836,2.0173159,3.0008504,3.7569292,4.1012917,0.48228443,-0.004237175,-0.25004327,0.05792904,-0.031710148,1.1482882,4.568407,158.9993133544922
19,2,162.18087768554688,0.9524818,2.0143895,3.010833,3.7970705,4.167362,0.48401952,0.008336782,-0.24845302,0.059417248,-0.025326371,1.1459364,3.9281764,158.93789672851562
20,2,161.93374633789062,0.9530459,2.0096326,3.0172248,3.83044,4.223489,0.4827456,0.0049180984,-0.24031663,0.06291866,-0.024261117,1.1399499,4.3314905,158.6976776123047
21,2,161.83885192871094,0.94906765,2.0039809,3.020809,3.8558512,4.2777367,0.48956883,0.009531975,-0.2516557,0.057674527,-0.025584102,1.1374559,3.0824318,158.82093811035156
22,2,161.7867431640625,0.9506551,2.0067008,3.0249887,3.8786361,4.3238544,0.4908316,0.0038063526,-0.23769426,0.060626388,-0.024647117,1.1347945,3.2113814,158.4647216796875
23,2,161.92898559570312,0.9543645,2.0014079,3.0329127,3.9033418,4.3631525,0.49020612,-0.0026893616,-0.23436594,0.06501496,-0.019716263,1.1327225,3.9162927,158.4459991455078
24,2,161.68504333496094,0.94749695,1.9927757,3.0363257,3.9239273,4.398204,0.49455845,0.012637258,-0.23231566,0.06453717,-0.014643788,1.1321859,3.2417288,158.85198974609375
25,2,161.67196655273438,0.94642794,1.989307,3.0406582,3.93807,4.428827,0.4936489,0.0037665367,-0.2298801,0.06599653,-0.016781926,1.1313661,3.5821538,158.34585571289062
26,2,161.54180908203125,0.9489217,1.9831144,3.0428128,3.9492457,4.450296,0.49130476,-0.00593102,-0.22452068,0.07016802,-0.011562347,1.1301932,3.1651497,158.6273651123047
27,2,161.35845947265625,0.9467162,1.9838961,3.0431597,3.9599972,4.473061,0.49176508,-0.011114478,-0.216596,0.069664955,-0.012695193,1.1250987,2.9950223,158.6322021484375
28,2,161.32583618164062,0.9493085,1.990845,3.0443656,3.96832,4.4932117,0.49508905,0.0031815767,-0.22831762,0.06707144,-0.012891412,1.1152055,3.1311226,158.2521209716797
29,2,161.25559997558594,0.94974446,1.9879797,3.044239,3.9781704,4.510735,0.4928758,0.005667925,-0.22682631,0.065935194,-0.013183117,1.1219852,3.2139053,158.60035705566406
30,2,161.40553283691406,0.9514278,1.9858861,3.0450954,3.980527,4.524411,0.49140483,0.0010575056,-0.22748804,0.0672071,-0.013860941,1.122215,3.510746,158.31077575683594
31,2,161.42694091796875,0.94937396,1.9853821,3.043946,3.9835854,4.5394073,0.49634516,0.0055211782,-0.23357546,0.06670785,-0.012330592,1.1286293,4.049391,158.06710815429688
32,2,161.185791015625,0.94916356,1.9855258,3.042727,3.9904032,4.551481,0.49966425,0.0068502426,-0.24109769,0.071033716,-0.00444448,1.1169697,3.0521502,158.3352813720703
33,2,160.98577880859375,0.9452379,1.9856465,3.0430324,3.993759,4.559065,0.49883676,0.0072027445,-0.24151874,0.069846034,-0.009412646,1.1163597,3.7564492,158.13352966308594
34,2,161.3219451904297,0.93982524,1.9821897,3.0419672,3.997124,4.5714273,0.5006148,0.015155673,-0.22013927,0.06639874,-0.010415792,1.1229377,3.3794737,158.74020385742188
35,2,160.93609619140625,0.938877,1.9803379,3.042609,3.9987223,4.582882,0.49854934,0.002667904,-0.231668,0.07206178,-0.0083009,1.1131235,3.6578212,158.205322265625
36,2,161.09400939941406,0.94699985,1.9785985,3.0358543,4.000737,4.5884733,0.4983821,0.014209986,-0.23974061,0.07235211,-0.0066441298,1.1217533,3.556522,158.18704223632812
37,2,161.0892333984375,0.9480221,1.977958,3.0349822,4.001392,4.593728,0.49495566,0.0017864704,-0.22828412,0.07286382,-0.009136856,1.1165175,4.1030674,158.5556640625
38,2,160.9407958984375,0.9519553,1.9780793,3.0333848,4.0046763,4.599549,0.4918949,-9.119511e-05,-0.22764826,0.07115793,-0.009591341,1.1165042,3.113237,158.4047088623047
39,2,160.94699096679688,0.95339096,1.9782183,3.033019,4.003335,4.6043344,0.49251044,0.0058145523,-0.22053611,0.071736574,-0.0067288876,1.1142246,2.645843,158.65829467773438
40,2,160.9303741455078,0.9519134,1.979501,3.0320845,4.0056577,4.6085253,0.4960655,0.020714879,-0.22136211,0.067768455,-0.00742805,1.1183963,3.5070174,158.35507202148438
41,2,160.91921997070312,0.9514324,1.9801267,3.0281084,4.00735,4.6142526,0.49439085,0.016331434,-0.22716153,0.06788623,-0.010415435,1.1137408,3.305883,158.4486083984375
0,3,218.4046173095703,1.191667,1.273011,1.3041202,1.3160183,1.3258001,0.35010666,-0.7205622,0.124494195,0.13704371,-0.3210597,1.4197084,-13.515818,182.84776306152344
1,3,184.06964111328125,1.2472855,1.4501872,1.5239971,1.5579019,1.5806539,0.36253494,-0.44857907,0.110023916,0.1507132,-0.15152216,1.5278205,-9.856823,170.37457275390625
2,3,177.05648803710938,1.2483007,1.5905851,1.7092077,1.7733876,1.807017,0.36352596,-0.3144176,0.09850818,0.15736008,-0.058689117,1.529476,-11.401229,167.0791778564453
3,3,173.5487518310547,1.229248,1.7079556,1.8708725,1.969901,2.0226111,0.36357477,-0.28572798,0.08996403,0.15847993,-0.024996042,1.4678247,-14.012025,165.48989868164062
4,3,170.95498657226562,1.1872201,1.8040924,2.018322,2.1531398,2.2294724,0.3752614,-0.16717315,0.07856345,0.1240201,0.038853645,1.3802756,-17.579746,163.86160278320312
5,3,169.35546875,1.1362203,1.8893919,2.1516972,2.3279696,2.4285975,0.3841138,-0.16179633,0.06847882,0.13472724,0.058315277,1.321513,-17.227875,163.43663024902344
6,3,168.01925659179688,1.09937,1.9535058,2.277113,2.5003517,2.6222565,0.38942283,-0.15372133,0.06440586,0.14155245,0.058681965,1.2840277,-19.331043,162.77877807617188
7,3,167.33546447753906,1.0680395,2.0057445,2.3858776,2.6616325,2.8154736,0.39663264,-0.11308861,0.059177697,0.12589335,0.06496906,1.2678907,-20.200237,162.54832458496094
8,3,166.2825927734375,1.0398675,2.0462732,2.48371,2.8114634,3.0002139,0.4124637,-0.095318556,0.058537364,0.12809634,0.05891013,1.2418851,-20.72305,162.10618591308594
9,3,166.18336486816406,1.0224437,2.0750556,2.5670125,2.9530187,3.1767268,0.4008624,-0.104157925,0.053647995,0.12247312,0.06972003,1.2366387,-20.89618,162.02023315429688
10,3,165.24603271484375,1.0166813,2.1039896,2.6410916,3.087882,3.3462734,0.38095486,-0.12502837,0.04793811,0.12016523,0.06402516,1.2173738,-18.869843,162.10450744628906
11,3,165.09506225585938,1.0031421,2.1248035,2.7092636,3.2104201,3.510563,0.37714666,-0.10749006,0.048446715,0.11528051,0.061183214,1.2222432,-17.84664,161.59165954589844
12,3,164.59580993652344,0.99562496,2.1421952,2.7590935,3.3233967,3.6652162,0.4030621,-0.09040785,0.045840025,0.114364386,0.06469536,1.2022971,-18.760376,161.38278198242188
13,3,164.33746337890625,0.9900211,2.14679,2.8031178,3.4263093,3.8128002,0.38298362,-0.1067543,0.04395008,0.11085808,0.06597352,1.1973438,-17.72295,161.32261657714844
14,3,164.02627563476562,0.9848652,2.1499364,2.8425512,3.517522,3.9503522,0.40303877,-0.10258865,0.048312128,0.1154834,0.072270155,1.1879241,-16.4488,161.3123779296875
15,3,163.8370819091797,0.97675604,2.153952,2.8703928,3.6039395,4.0772185,0.41360238,-0.09581232,0.045318067,0.11242187,0.07056093,1.185735,-17.321781,160.8462677001953
16,3,163.57504272460938,0.97673434,2.1539643,2.8936284,3.6788075,4.196474,0.4245726,-0.089475155,0.04651141,0.11378372,0.07455242,1.1758028,-18.659883,160.8311004638672
17,3,163.3264617919922,0.9771779,2.1532261,2.9133866,3.7430365,4.305595,0.4133589,-0.09681845,0.0457139,0.10988724,0.070402026,1.1678565,-16.159838,160.60195922851562
18,3,163.17822265625,0.97615147,2.1537075,2.922785,3.8014817,4.410398,0.41979527,-0.09229064,0.04401374,0.109764695,0.071193695,1.1645566,-12.700527,160.90859985351562
19,3,162.88262939453125,0.97339004,2.147042,2.928777,3.8561802,4.505225,0.4237417,-0.0927434,0.04121089,0.10644424,0.06844437,1.1612729,-14.216579,160.53775024414062
20,3,162.56385803222656,0.96977997,2.1418226,2.9393995,3.9022691,4.5929947,0.42137468,-0.10167742,0.044273317,0.10729766,0.07364762,1.1547799,-14.491972,160.760498046875
21,3,162.54762268066406,0.9663595,2.1364126,2.9439793,3.9410303,4.6696234,0.42364028,-0.089361906,0.046839535,0.10907602,0.07400119,1.1516916,-13.9496975,160.04409790039062
22,3,162.46914672851562,0.96451545,2.1341703,2.9422615,3.9760592,4.740158,0.4169982,-0.1062901,0.045891285,0.10822606,0.07564747,1.1538448,-12.494438,160.46337890625
23,3,162.20840454101562,0.96516037,2.1352303,2.9380176,4.0088134,4.8048463,0.40589303,-0.10075784,0.046388865,0.10662496,0.07130098,1.1472011,-11.885136,160.03062438964844
24,3,162.20343017578125,0.96444225,2.1335094,2.9374053,4.033958,4.8645926,0.41880706,-0.10228968,0.045721292,0.10760999,0.07176912,1.1516397,-12.96257,160.132080078125
25,3,162.20584106445312,0.96024925,2.131577,2.9342241,4.056535,4.9187484,0.43613243,-0.09951854,0.046241283,0.10941601,0.073117495,1.1419557,-12.13208,159.92242431640625
26,3,161.91961669921875,0.95129573,2.1272027,2.9351888,4.073789,4.968353,0.44076204,-0.09271073,0.046180546,0.10796708,0.073945284,1.1375996,-12.866085,160.16299438476562
27,3,161.9597930908203,0.95134807,2.1233058,2.9372227,4.0911922,5.0112767,0.42294234,-0.11116934,0.046067595,0.10571551,0.0758543,1.1389056,-10.241934,159.91468811035156
28,3,161.77401733398438,0.9592988,2.1204112,2.938775,4.102757,5.0494914,0.43391705,-0.102368236,0.044229805,0.10673571,0.07507014,1.1277776,-9.84904,159.57485961914062
29,3,162.01625061035156,0.9629532,2.1170993,2.939115,4.1140532,5.0875354,0.43818974,-0.08269572,0.04520166,0.105344296,0.07493448,1.1370193,-9.4173355,159.6107177734375
30,3,161.70555114746094,0.9562211,2.1122727,2.9376945,4.122632,5.122553,0.41156894,-0.11747527,0.04554856,0.10635173,0.072698355,1.1341523,-11.024665,159.86134338378906
31,3,161.78802490234375,0.9481832,2.1090403,2.933349,4.1336403,5.1507187,0.44016254,-0.09999657,0.046084583,0.107146144,0.07748473,1.1305175,-10.772385,159.6309051513672
32,3,161.681884765625,0.9470622,2.10571,2.931196,4.1419597,5.1804204,0.42974973,-0.10297823,0.045761526,0.10615957,0.07541609,1.1358387,-8.921592,160.10055541992188
33,3,161.7208709716797,0.94502276,2.0994823,2.9282234,4.151955,5.2052875,0.4419893,-0.104947805,0.047269404,0.108244896,0.07613754,1.1361822,-9.390612,159.87210083007812
